Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
585,Entry long,2021-06-02 18:00,[CC] BUY WEAK,13679.75,1,273595,-29.5,-0.01,4.5,142.75,0.05,-27.25,-0.01,18181,7.27,1
586,Exit long,2021-06-03 09:30,NQ09B BUY NY STOP,13554.5,2,542230,-59,-0.01,9,0,0.00,-54.5,-0.01,18122,7.25,0
586,Entry long,2021-06-03 09:30,[CC] BUY NY,13555.75,2,542230,-59,-0.01,9,0,0.00,-54.5,-0.01,18122,7.25,0
587,Exit long,2021-06-03 18:00,NQ09B BUY WEEKDAY 1800 STOP,13530.75,1,270640,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,18092.5,7.24,0
587,Entry long,2021-06-03 18:00,[CC] BUY WEAK,13532,1,270640,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,18092.5,7.24,0
588,Exit long,2021-06-04 09:30,NQ09B BUY NY STOP,13609,2,544410,-59,-0.01,9,0,0.00,-54.5,-0.01,18033.5,7.21,0
588,Entry long,2021-06-04 09:30,[CC] BUY NY,13610.25,2,544410,-59,-0.01,9,0,0.00,-54.5,-0.01,18033.5,7.21,0
589,Exit long,2021-06-06 18:00,NQ09B BUY WEEKLY STOP,13772.25,2,550940,-59,-0.01,9,0,0.00,-54.5,-0.01,17974.5,7.19,0
589,Entry long,2021-06-06 18:00,[CC] BUY WEEKLY,13773.5,2,550940,-59,-0.01,9,0,0.00,-54.5,-0.01,17974.5,7.19,0
590,Exit long,2021-06-07 09:30,NQ09B BUY NY STOP,13737.25,2,549540,-59,-0.01,9,415.5,0.08,-54.5,-0.01,17915.5,7.17,0
590,Entry long,2021-06-07 09:30,[CC] BUY NY,13738.5,2,549540,-59,-0.01,9,415.5,0.08,-54.5,-0.01,17915.5,7.17,0
591,Exit long,2021-06-07 18:00,NQ09B BUY WEEKDAY 1800 STOP,13822,2,552930,-59,-0.01,9,115.5,0.02,-54.5,-0.01,17856.5,7.14,0
591,Entry long,2021-06-07 18:00,[CC] BUY PREMIUM,13823.25,2,552930,-59,-0.01,9,115.5,0.02,-54.5,-0.01,17856.5,7.14,0
592,Exit long,2021-06-08 09:30,NQ09B BUY NY STOP,13877.75,2,555160,-59,-0.01,9,95.5,0.02,-54.5,-0.01,17797.5,7.12,0
592,Entry long,2021-06-08 09:30,[CC] BUY NY,13879,2,555160,-59,-0.01,9,95.5,0.02,-54.5,-0.01,17797.5,7.12,0
593,Exit long,2021-06-09 09:30,NQ09B BUY NY STOP,13870,2,554850,-59,-0.01,9,0,0.00,-54.5,-0.01,17738.5,7.10,0
593,Entry long,2021-06-09 09:30,[CC] BUY NY,13871.25,2,554850,-59,-0.01,9,0,0.00,-54.5,-0.01,17738.5,7.10,0
594,Exit long,2021-06-10 09:30,NQ09B BUY NY STOP,13830,2,553250,-59,-0.01,9,0,0.00,-54.5,-0.01,17679.5,7.07,0
594,Entry long,2021-06-10 09:30,[CC] BUY NY,13831.25,2,553250,-59,-0.01,9,0,0.00,-54.5,-0.01,17679.5,7.07,0
595,Exit long,2021-06-10 18:00,NQ09B BUY WEEKDAY 1800 STOP,13974.5,1,279515,-29.5,-0.01,4.5,22.75,0.01,-27.25,-0.01,17650,7.06,0
595,Entry long,2021-06-10 18:00,[CC] BUY WEAK,13975.75,1,279515,-29.5,-0.01,4.5,22.75,0.01,-27.25,-0.01,17650,7.06,0
596,Exit long,2021-06-11 09:30,NQ09B BUY NY STOP,13959,2,558410,-59,-0.01,9,285.5,0.05,-54.5,-0.01,17591,7.04,0
596,Entry long,2021-06-11 09:30,[CC] BUY NY,13960.25,2,558410,-59,-0.01,9,285.5,0.05,-54.5,-0.01,17591,7.04,0
597,Exit long,2021-06-13 18:00,NQ09B BUY WEEKLY STOP,13998,2,559970,-59,-0.01,9,0,0.00,-54.5,-0.01,17532,7.01,0
597,Entry long,2021-06-13 18:00,[CC] BUY WEEKLY,13999.25,2,559970,-59,-0.01,9,0,0.00,-54.5,-0.01,17532,7.01,0
598,Exit long,2021-06-14 09:30,NQ09B BUY NY STOP,14013.75,2,560600,-59,-0.01,9,0,0.00,-54.5,-0.01,17473,6.99,0
598,Entry long,2021-06-14 09:30,[CC] BUY NY,14015,2,560600,-59,-0.01,9,0,0.00,-54.5,-0.01,17473,6.99,0
599,Exit long,2021-06-15 09:30,NQ09B BUY NY STOP,14108.75,2,564400,-59,-0.01,9,125.5,0.02,-54.5,-0.01,17414,6.97,0
599,Entry long,2021-06-15 09:30,[CC] BUY NY,14110,2,564400,-59,-0.01,9,125.5,0.02,-54.5,-0.01,17414,6.97,0
600,Exit long,2021-06-16 09:30,NQ09B BUY NY STOP,14049.25,2,562020,-59,-0.01,9,0,0.00,-54.5,-0.01,17355,6.94,0
600,Entry long,2021-06-16 09:30,[CC] BUY NY,14050.5,2,562020,-59,-0.01,9,0,0.00,-54.5,-0.01,17355,6.94,0
601,Exit long,2021-06-16 18:00,NQ09B BUY WEEKDAY 1800 STOP,13940,2,557650,-59,-0.01,9,0,0.00,-54.5,-0.01,17296,6.92,0
601,Entry long,2021-06-16 18:00,[CC] BUY PREMIUM,13941.25,2,557650,-59,-0.01,9,0,0.00,-54.5,-0.01,17296,6.92,0
602,Exit long,2021-06-17 09:30,NQ09B BUY NY STOP,13933.25,2,557380,-59,-0.01,9,0,0.00,-54.5,-0.01,17237,6.89,0
602,Entry long,2021-06-17 09:30,[CC] BUY NY,13934.5,2,557380,-59,-0.01,9,0,0.00,-54.5,-0.01,17237,6.89,0
603,Exit long,2021-06-17 18:00,NQ09B BUY WEEKDAY 1800 STOP,14179,2,567210,-59,-0.01,9,75.5,0.01,-54.5,-0.01,17178,6.87,0
603,Entry long,2021-06-17 18:00,[CC] BUY PREMIUM,14180.25,2,567210,-59,-0.01,9,75.5,0.01,-54.5,-0.01,17178,6.87,0
604,Exit long,2021-06-18 09:30,NQ09B BUY NY STOP,14079.5,2,563230,-59,-0.01,9,0,0.00,-54.5,-0.01,17119,6.85,0
604,Entry long,2021-06-18 09:30,[CC] BUY NY,14080.75,2,563230,-59,-0.01,9,0,0.00,-54.5,-0.01,17119,6.85,0
605,Exit long,2021-06-20 18:00,NQ09B BUY WEEKLY STOP,14021.75,2,560920,-59,-0.01,9,0,0.00,-54.5,-0.01,17060,6.82,0
605,Entry long,2021-06-20 18:00,[CC] BUY WEEKLY,14023,2,560920,-59,-0.01,9,0,0.00,-54.5,-0.01,17060,6.82,0
606,Exit long,2021-06-21 09:30,NQ09B BUY NY N130 TP2,14065,2,562090,501,0.09,9,505.5,0.09,-14.5,0.00,17561,7.02,0
606,Entry long,2021-06-21 09:30,[CC] BUY NY,14052.25,2,562090,501,0.09,9,505.5,0.09,-14.5,0.00,17561,7.02,0
607,Exit long,2021-06-22 09:30,NQ09B BUY NY STOP,14119,2,564810,-59,-0.01,9,0,0.00,-54.5,-0.01,17502,7.00,0
607,Entry long,2021-06-22 09:30,[CC] BUY NY,14120.25,2,564810,-59,-0.01,9,0,0.00,-54.5,-0.01,17502,7.00,0
608,Exit long,2021-06-23 09:30,NQ09B BUY NY STOP,14257,2,570330,-59,-0.01,9,0,0.00,-54.5,-0.01,17443,6.98,0
608,Entry long,2021-06-23 09:30,[CC] BUY NY,14258.25,2,570330,-59,-0.01,9,0,0.00,-54.5,-0.01,17443,6.98,0
609,Exit long,2021-06-24 09:30,NQ09B BUY NY STOP,14348.75,2,574000,-59,-0.01,9,0,0.00,-54.5,-0.01,17384,6.95,0
609,Entry long,2021-06-24 09:30,[CC] BUY NY,14350,2,574000,-59,-0.01,9,0,0.00,-54.5,-0.01,17384,6.95,0
610,Exit long,2021-06-24 18:00,NQ09B BUY WEEKDAY 1800 STOP,14364.75,1,287320,-29.5,-0.01,4.5,17.75,0.01,-27.25,-0.01,17354.5,6.94,0
610,Entry long,2021-06-24 18:00,[CC] BUY WEAK,14366,1,287320,-29.5,-0.01,4.5,17.75,0.01,-27.25,-0.01,17354.5,6.94,0
611,Exit long,2021-06-25 09:30,NQ09B BUY NY STOP,14378.5,2,575190,-59,-0.01,9,425.5,0.07,-54.5,-0.01,17295.5,6.92,0
611,Entry long,2021-06-25 09:30,[CC] BUY NY,14379.75,2,575190,-59,-0.01,9,425.5,0.07,-54.5,-0.01,17295.5,6.92,0
612,Exit long,2021-06-27 18:00,NQ09B BUY WEEKLY STOP,14349,2,574010,-59,-0.01,9,15.5,0.00,-54.5,-0.01,17236.5,6.89,0
612,Entry long,2021-06-27 18:00,[CC] BUY WEEKLY,14350.25,2,574010,-59,-0.01,9,15.5,0.00,-54.5,-0.01,17236.5,6.89,0
613,Exit long,2021-06-28 09:30,NQ09B BUY NY STOP,14393,2,575770,-59,-0.01,9,0,0.00,-54.5,-0.01,17177.5,6.87,0
613,Entry long,2021-06-28 09:30,[CC] BUY NY,14394.25,2,575770,-59,-0.01,9,0,0.00,-54.5,-0.01,17177.5,6.87,0
614,Exit long,2021-06-29 09:30,NQ09B BUY NY STOP,14504.75,2,580240,-59,-0.01,9,185.5,0.03,-54.5,-0.01,17118.5,6.85,0
614,Entry long,2021-06-29 09:30,[CC] BUY NY,14506,2,580240,-59,-0.01,9,185.5,0.03,-54.5,-0.01,17118.5,6.85,0
615,Exit long,2021-06-30 09:30,NQ09B BUY NY STOP,14557.75,2,582360,-59,-0.01,9,405.5,0.07,-54.5,-0.01,17059.5,6.82,0
615,Entry long,2021-06-30 09:30,[CC] BUY NY,14559,2,582360,-59,-0.01,9,405.5,0.07,-54.5,-0.01,17059.5,6.82,0
616,Exit long,2021-07-01 09:30,NQ09B BUY NY STOP,14526.75,2,581120,-59,-0.01,9,0,0.00,-54.5,-0.01,17000.5,6.80,0
616,Entry long,2021-07-01 09:30,[CC] BUY NY,14528,2,581120,-59,-0.01,9,0,0.00,-54.5,-0.01,17000.5,6.80,0
617,Exit long,2021-07-01 18:00,NQ09B BUY WEEKDAY 1800 STOP,14542.75,1,290880,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,16971,6.79,0
617,Entry long,2021-07-01 18:00,[CC] BUY WEAK,14544,1,290880,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,16971,6.79,0
618,Exit long,2021-07-02 09:30,NQ09B BUY NY STOP,14628,2,585170,-59,-0.01,9,0,0.00,-54.5,-0.01,16912,6.76,0
618,Entry long,2021-07-02 09:30,[CC] BUY NY,14629.25,2,585170,-59,-0.01,9,0,0.00,-54.5,-0.01,16912,6.76,0
619,Exit long,2021-07-04 18:00,NQ09B BUY WEEKLY STOP,14703.25,2,588180,-59,-0.01,9,0,0.00,-54.5,-0.01,16853,6.74,0
619,Entry long,2021-07-04 18:00,[CC] BUY WEEKLY,14704.5,2,588180,-59,-0.01,9,0,0.00,-54.5,-0.01,16853,6.74,0
620,Exit long,2021-07-05 09:30,NQ09B BUY NY STOP,14703,2,588170,-59,-0.01,9,5.5,0.00,-54.5,-0.01,16794,6.72,0
620,Entry long,2021-07-05 09:30,[CC] BUY NY,14704.25,2,588170,-59,-0.01,9,5.5,0.00,-54.5,-0.01,16794,6.72,0
621,Exit long,2021-07-06 09:30,NQ09B BUY NY STOP,14739.5,2,589630,-59,-0.01,9,0,0.00,-54.5,-0.01,16735,6.69,0
621,Entry long,2021-07-06 09:30,[CC] BUY NY,14740.75,2,589630,-59,-0.01,9,0,0.00,-54.5,-0.01,16735,6.69,0
622,Exit long,2021-07-06 18:00,NQ09B BUY WEEKDAY 1800 STOP,14763.5,1,295295,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,16705.5,6.68,0
622,Entry long,2021-07-06 18:00,[CC] BUY WEAK,14764.75,1,295295,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,16705.5,6.68,0
623,Exit long,2021-07-07 09:30,NQ09B BUY NY STOP,14870.25,2,594860,-59,-0.01,9,485.5,0.08,-54.5,-0.01,16646.5,6.66,0
623,Entry long,2021-07-07 09:30,[CC] BUY NY,14871.5,2,594860,-59,-0.01,9,485.5,0.08,-54.5,-0.01,16646.5,6.66,0
624,Exit long,2021-07-08 09:30,NQ09B BUY NY STOP,14593,2,583770,-59,-0.01,9,0,0.00,-54.5,-0.01,16587.5,6.64,0
624,Entry long,2021-07-08 09:30,[CC] BUY NY,14594.25,2,583770,-59,-0.01,9,0,0.00,-54.5,-0.01,16587.5,6.64,0
625,Exit long,2021-07-09 09:30,NQ09B BUY NY STOP,14692.5,2,587750,-59,-0.01,9,0,0.00,-54.5,-0.01,16528.5,6.61,0
625,Entry long,2021-07-09 09:30,[CC] BUY NY,14693.75,2,587750,-59,-0.01,9,0,0.00,-54.5,-0.01,16528.5,6.61,0
626,Exit long,2021-07-11 18:00,NQ09B BUY WEEKLY W80,14832.25,2,592970,311,0.05,9,315.5,0.05,-14.5,0.00,16839.5,6.74,0
626,Entry long,2021-07-11 18:00,[CC] BUY WEEKLY,14824.25,2,592970,311,0.05,9,315.5,0.05,-14.5,0.00,16839.5,6.74,0
627,Exit long,2021-07-12 09:30,NQ09B BUY NY STOP,14869.75,2,594840,-59,-0.01,9,0,0.00,-54.5,-0.01,16780.5,6.71,0
627,Entry long,2021-07-12 09:30,[CC] BUY NY,14871,2,594840,-59,-0.01,9,0,0.00,-54.5,-0.01,16780.5,6.71,0
628,Exit long,2021-07-13 09:30,NQ09B BUY NY STOP,14852,2,594130,-59,-0.01,9,0,0.00,-54.5,-0.01,16721.5,6.69,0
628,Entry long,2021-07-13 09:30,[CC] BUY NY,14853.25,2,594130,-59,-0.01,9,0,0.00,-54.5,-0.01,16721.5,6.69,0
629,Exit long,2021-07-13 18:00,NQ09B BUY WEEKDAY 1800 STOP,14868.75,1,297400,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,16692,6.68,0
629,Entry long,2021-07-13 18:00,[CC] BUY WEAK,14870,1,297400,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,16692,6.68,0
630,Exit long,2021-07-14 09:30,NQ09B BUY NY STOP,14968,2,598770,-59,-0.01,9,0,0.00,-54.5,-0.01,16633,6.65,0
630,Entry long,2021-07-14 09:30,[CC] BUY NY,14969.25,2,598770,-59,-0.01,9,0,0.00,-54.5,-0.01,16633,6.65,0
631,Exit long,2021-07-14 18:00,NQ09B BUY WEEKDAY 1800 STOP,14894,1,297905,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,16603.5,6.64,0
631,Entry long,2021-07-14 18:00,[CC] BUY WEAK,14895.25,1,297905,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,16603.5,6.64,0
632,Exit long,2021-07-15 09:30,NQ09B BUY NY STOP,14892,2,595730,-59,-0.01,9,355.5,0.06,-54.5,-0.01,16544.5,6.62,0
632,Entry long,2021-07-15 09:30,[CC] BUY NY,14893.25,2,595730,-59,-0.01,9,355.5,0.06,-54.5,-0.01,16544.5,6.62,0
633,Exit long,2021-07-16 09:30,NQ09B BUY NY STOP,14828.75,2,593200,-59,-0.01,9,0,0.00,-54.5,-0.01,16485.5,6.59,0
633,Entry long,2021-07-16 09:30,[CC] BUY NY,14830,2,593200,-59,-0.01,9,0,0.00,-54.5,-0.01,16485.5,6.59,0
634,Exit long,2021-07-18 18:00,NQ09B BUY WEEKLY STOP,14674,2,587010,-59,-0.01,9,255.5,0.04,-54.5,-0.01,16426.5,6.57,0
634,Entry long,2021-07-18 18:00,[CC] BUY WEEKLY,14675.25,2,587010,-59,-0.01,9,255.5,0.04,-54.5,-0.01,16426.5,6.57,0
635,Exit long,2021-07-19 09:30,NQ09B BUY NY N130 TP2,14541.75,2,581160,501,0.09,9,505.5,0.09,-14.5,0.00,16927.5,6.77,0
635,Entry long,2021-07-19 09:30,[CC] BUY NY,14529,2,581160,501,0.09,9,505.5,0.09,-14.5,0.00,16927.5,6.77,0
636,Exit long,2021-07-19 18:00,NQ09B BUY WEEKDAY 1800 STOP,14592.75,2,583760,-59,-0.01,9,225.5,0.04,-54.5,-0.01,16868.5,6.75,0
636,Entry long,2021-07-19 18:00,[CC] BUY PREMIUM,14594,2,583760,-59,-0.01,9,225.5,0.04,-54.5,-0.01,16868.5,6.75,0
637,Exit long,2021-07-20 09:30,NQ09B BUY NY STOP,14590.5,2,583670,-59,-0.01,9,355.5,0.06,-54.5,-0.01,16809.5,6.72,0
637,Entry long,2021-07-20 09:30,[CC] BUY NY,14591.75,2,583670,-59,-0.01,9,355.5,0.06,-54.5,-0.01,16809.5,6.72,0
638,Exit long,2021-07-20 18:00,NQ09B BUY WEEKDAY 1800 STOP,14728.75,1,294600,-29.5,-0.01,4.5,27.75,0.01,-27.25,-0.01,16780,6.71,0
638,Entry long,2021-07-20 18:00,[CC] BUY WEAK,14730,1,294600,-29.5,-0.01,4.5,27.75,0.01,-27.25,-0.01,16780,6.71,0
639,Exit long,2021-07-21 09:30,NQ09B BUY NY STOP,14701,2,588090,-59,-0.01,9,0,0.00,-54.5,-0.01,16721,6.69,0
639,Entry long,2021-07-21 09:30,[CC] BUY NY,14702.25,2,588090,-59,-0.01,9,0,0.00,-54.5,-0.01,16721,6.69,0
640,Exit long,2021-07-21 18:00,NQ09B BUY WEEKDAY 1800 STOP,14835.75,1,296740,-29.5,-0.01,4.5,17.75,0.01,-27.25,-0.01,16691.5,6.68,0
640,Entry long,2021-07-21 18:00,[CC] BUY WEAK,14837,1,296740,-29.5,-0.01,4.5,17.75,0.01,-27.25,-0.01,16691.5,6.68,0
641,Exit long,2021-07-22 09:30,NQ09B BUY NY N130 TP2,14853,2,593610,501,0.08,9,505.5,0.09,-34.5,-0.01,17192.5,6.88,0
641,Entry long,2021-07-22 09:30,[CC] BUY NY,14840.25,2,593610,501,0.08,9,505.5,0.09,-34.5,-0.01,17192.5,6.88,0
642,Exit long,2021-07-22 18:00,NQ09B BUY WEEKDAY 1800 STOP,14978.5,2,599190,-59,-0.01,9,0,0.00,-54.5,-0.01,17133.5,6.85,0
642,Entry long,2021-07-22 18:00,[CC] BUY PREMIUM,14979.75,2,599190,-59,-0.01,9,0,0.00,-54.5,-0.01,17133.5,6.85,0
643,Exit long,2021-07-23 09:30,NQ09B BUY NY STOP,14984.75,2,599440,-59,-0.01,9,315.5,0.05,-54.5,-0.01,17074.5,6.83,0
643,Entry long,2021-07-23 09:30,[CC] BUY NY,14986,2,599440,-59,-0.01,9,315.5,0.05,-54.5,-0.01,17074.5,6.83,0
644,Exit long,2021-07-25 18:00,NQ09B BUY WEEKLY STOP,15097,2,603930,-59,-0.01,9,0,0.00,-54.5,-0.01,17015.5,6.81,0
644,Entry long,2021-07-25 18:00,[CC] BUY WEEKLY,15098.25,2,603930,-59,-0.01,9,0,0.00,-54.5,-0.01,17015.5,6.81,0
645,Exit long,2021-07-26 09:30,NQ09B BUY NY STOP,15074.5,2,603030,-59,-0.01,9,135.5,0.02,-54.5,-0.01,16956.5,6.78,0
645,Entry long,2021-07-26 09:30,[CC] BUY NY,15075.75,2,603030,-59,-0.01,9,135.5,0.02,-54.5,-0.01,16956.5,6.78,0
646,Exit long,2021-07-27 09:30,NQ09B BUY NY STOP,15104.25,2,604220,-59,-0.01,9,55.5,0.01,-54.5,-0.01,16897.5,6.76,0
646,Entry long,2021-07-27 09:30,[CC] BUY NY,15105.5,2,604220,-59,-0.01,9,55.5,0.01,-54.5,-0.01,16897.5,6.76,0
647,Exit long,2021-07-27 18:00,NQ09B BUY WEEKDAY 1800 STOP,14874.75,2,595040,-59,-0.01,9,0,0.00,-54.5,-0.01,16838.5,6.74,0
647,Entry long,2021-07-27 18:00,[CC] BUY PREMIUM,14876,2,595040,-59,-0.01,9,0,0.00,-54.5,-0.01,16838.5,6.74,0
648,Exit long,2021-07-28 09:30,NQ09B BUY NY STOP,14997.25,2,599940,-59,-0.01,9,0,0.00,-54.5,-0.01,16779.5,6.71,0
648,Entry long,2021-07-28 09:30,[CC] BUY NY,14998.5,2,599940,-59,-0.01,9,0,0.00,-54.5,-0.01,16779.5,6.71,0
649,Exit long,2021-07-28 18:00,NQ09B BUY WEEKDAY 1800 STOP,14983.75,1,299700,-29.5,-0.01,4.5,17.75,0.01,-27.25,-0.01,16750,6.70,0
649,Entry long,2021-07-28 18:00,[CC] BUY WEAK,14985,1,299700,-29.5,-0.01,4.5,17.75,0.01,-27.25,-0.01,16750,6.70,0
650,Exit long,2021-07-29 09:30,NQ09B BUY NY STOP,14982.25,2,599340,-59,-0.01,9,0,0.00,-54.5,-0.01,16691,6.68,0
650,Entry long,2021-07-29 09:30,[CC] BUY NY,14983.5,2,599340,-59,-0.01,9,0,0.00,-54.5,-0.01,16691,6.68,0
651,Exit long,2021-07-29 18:00,NQ09B BUY WEEKDAY 1800 STOP,14904.25,2,596220,-59,-0.01,9,0,0.00,-54.5,-0.01,16632,6.65,0
651,Entry long,2021-07-29 18:00,[CC] BUY PREMIUM,14905.5,2,596220,-59,-0.01,9,0,0.00,-54.5,-0.01,16632,6.65,0
652,Exit long,2021-07-30 09:30,NQ09B BUY NY STOP,14868,2,594770,-59,-0.01,9,0,0.00,-54.5,-0.01,16573,6.63,0
652,Entry long,2021-07-30 09:30,[CC] BUY NY,14869.25,2,594770,-59,-0.01,9,0,0.00,-54.5,-0.01,16573,6.63,0
653,Exit long,2021-08-01 18:00,NQ09B BUY WEEKLY STOP,14971.75,2,598920,-59,-0.01,9,0,0.00,-54.5,-0.01,16514,6.61,0
653,Entry long,2021-08-01 18:00,[CC] BUY WEEKLY,14973,2,598920,-59,-0.01,9,0,0.00,-54.5,-0.01,16514,6.61,0
654,Exit long,2021-08-02 09:30,NQ09B BUY NY STOP,15026.75,2,601120,-59,-0.01,9,0,0.00,-54.5,-0.01,16455,6.58,0
654,Entry long,2021-08-02 09:30,[CC] BUY NY,15028,2,601120,-59,-0.01,9,0,0.00,-54.5,-0.01,16455,6.58,0
655,Exit long,2021-08-03 09:30,NQ09B BUY NY STOP,14985,2,599450,-59,-0.01,9,485.5,0.08,-54.5,-0.01,16396,6.56,0
655,Entry long,2021-08-03 09:30,[CC] BUY NY,14986.25,2,599450,-59,-0.01,9,485.5,0.08,-54.5,-0.01,16396,6.56,0
656,Exit long,2021-08-03 18:00,NQ09B BUY WEEKDAY 1800 STOP,15037,1,300765,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,16366.5,6.55,0
656,Entry long,2021-08-03 18:00,[CC] BUY WEAK,15038.25,1,300765,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,16366.5,6.55,0
657,Exit long,2021-08-04 09:30,NQ09B BUY NY STOP,15043.75,2,601800,-59,-0.01,9,0,0.00,-54.5,-0.01,16307.5,6.52,0
657,Entry long,2021-08-04 09:30,[CC] BUY NY,15045,2,601800,-59,-0.01,9,0,0.00,-54.5,-0.01,16307.5,6.52,0
658,Exit long,2021-08-05 09:30,NQ09B BUY NY STOP,15100.5,2,604070,-59,-0.01,9,185.5,0.03,-54.5,-0.01,16248.5,6.50,0
658,Entry long,2021-08-05 09:30,[CC] BUY NY,15101.75,2,604070,-59,-0.01,9,185.5,0.03,-54.5,-0.01,16248.5,6.50,0
659,Exit long,2021-08-05 18:00,NQ09B BUY WEEKDAY 1800 STOP,15166.75,1,303360,-29.5,-0.01,4.5,17.75,0.01,-27.25,-0.01,16219,6.49,0
659,Entry long,2021-08-05 18:00,[CC] BUY WEAK,15168,1,303360,-29.5,-0.01,4.5,17.75,0.01,-27.25,-0.01,16219,6.49,0
660,Exit long,2021-08-06 09:30,NQ09B BUY NY STOP,15108.25,2,604380,-59,-0.01,9,0,0.00,-54.5,-0.01,16160,6.46,0
660,Entry long,2021-08-06 09:30,[CC] BUY NY,15109.5,2,604380,-59,-0.01,9,0,0.00,-54.5,-0.01,16160,6.46,0
661,Exit long,2021-08-08 18:00,NQ09B BUY WEEKLY STOP,15089.25,2,603620,-59,-0.01,9,0,0.00,-54.5,-0.01,16101,6.44,0
661,Entry long,2021-08-08 18:00,[CC] BUY WEEKLY,15090.5,2,603620,-59,-0.01,9,0,0.00,-54.5,-0.01,16101,6.44,0
662,Exit long,2021-08-09 09:30,NQ09B BUY NY STOP,15114.5,2,604630,-59,-0.01,9,0,0.00,-54.5,-0.01,16042,6.42,0
662,Entry long,2021-08-09 09:30,[CC] BUY NY,15115.75,2,604630,-59,-0.01,9,0,0.00,-54.5,-0.01,16042,6.42,0
663,Exit long,2021-08-10 09:30,NQ09B BUY NY STOP,15143.5,2,605790,-59,-0.01,9,355.5,0.06,-54.5,-0.01,15983,6.39,0
663,Entry long,2021-08-10 09:30,[CC] BUY NY,15144.75,2,605790,-59,-0.01,9,355.5,0.06,-54.5,-0.01,15983,6.39,0
664,Exit long,2021-08-11 09:30,NQ09B BUY NY STOP,15097.25,2,603940,-59,-0.01,9,0,0.00,-54.5,-0.01,15924,6.37,0
664,Entry long,2021-08-11 09:30,[CC] BUY NY,15098.5,2,603940,-59,-0.01,9,0,0.00,-54.5,-0.01,15924,6.37,0
665,Exit long,2021-08-12 09:30,NQ09B BUY NY STOP,14998.5,2,599990,-59,-0.01,9,225.5,0.04,-54.5,-0.01,15865,6.35,0
665,Entry long,2021-08-12 09:30,[CC] BUY NY,14999.75,2,599990,-59,-0.01,9,225.5,0.04,-54.5,-0.01,15865,6.35,0
666,Exit long,2021-08-13 09:30,NQ09B BUY NY STOP,15088,2,603570,-59,-0.01,9,245.5,0.04,-54.5,-0.01,15806,6.32,0
666,Entry long,2021-08-13 09:30,[CC] BUY NY,15089.25,2,603570,-59,-0.01,9,245.5,0.04,-54.5,-0.01,15806,6.32,0
667,Exit long,2021-08-15 18:00,NQ09B BUY WEEKLY STOP,15118.25,2,604780,-59,-0.01,9,0,0.00,-54.5,-0.01,15747,6.30,0
667,Entry long,2021-08-15 18:00,[CC] BUY WEEKLY,15119.5,2,604780,-59,-0.01,9,0,0.00,-54.5,-0.01,15747,6.30,0
668,Exit long,2021-08-16 09:30,NQ09B BUY NY STOP,15078.75,2,603200,-59,-0.01,9,0,0.00,-54.5,-0.01,15688,6.28,0
668,Entry long,2021-08-16 09:30,[CC] BUY NY,15080,2,603200,-59,-0.01,9,0,0.00,-54.5,-0.01,15688,6.28,0
669,Exit long,2021-08-16 18:00,NQ09B BUY WEEKDAY 1800 STOP,15130.5,1,302635,-29.5,-0.01,4.5,37.75,0.01,-27.25,-0.01,15658.5,6.26,0
669,Entry long,2021-08-16 18:00,[CC] BUY WEAK,15131.75,1,302635,-29.5,-0.01,4.5,37.75,0.01,-27.25,-0.01,15658.5,6.26,0
670,Exit long,2021-08-17 09:30,NQ09B BUY NY STOP,15016,2,600690,-59,-0.01,9,145.5,0.02,-54.5,-0.01,15599.5,6.24,0
670,Entry long,2021-08-17 09:30,[CC] BUY NY,15017.25,2,600690,-59,-0.01,9,145.5,0.02,-54.5,-0.01,15599.5,6.24,0
671,Exit long,2021-08-17 18:00,NQ09B BUY WEEKDAY 1800 STOP,14969.25,2,598820,-59,-0.01,9,0,0.00,-54.5,-0.01,15540.5,6.22,0
671,Entry long,2021-08-17 18:00,[CC] BUY PREMIUM,14970.5,2,598820,-59,-0.01,9,0,0.00,-54.5,-0.01,15540.5,6.22,0
672,Exit long,2021-08-18 09:30,NQ09B BUY NY STOP,14977.75,2,599160,-59,-0.01,9,0,0.00,-54.5,-0.01,15481.5,6.19,0
672,Entry long,2021-08-18 09:30,[CC] BUY NY,14979,2,599160,-59,-0.01,9,0,0.00,-54.5,-0.01,15481.5,6.19,0
673,Exit long,2021-08-18 18:00,NQ09B BUY WEEKDAY 1800 STOP,14839,1,296805,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,15452,6.18,0
