Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
753,Exit short,2021-10-26 18:00,NQ09B SELL WEEKDAY 1800 STOP,15533.25,2,621280,-59,-0.01,9,85.5,0.01,-54.5,-0.01,28514.5,11.41,0
753,Entry short,2021-10-26 18:00,[CC] SELL PREMIUM,15532,2,621280,-59,-0.01,9,85.5,0.01,-54.5,-0.01,28514.5,11.41,0
754,Exit short,2021-10-27 09:30,NQ09B SELL NY STOP,15571.75,2,622820,-59,-0.01,9,165.5,0.03,-54.5,-0.01,28455.5,11.38,0
754,Entry short,2021-10-27 09:30,[CC] SELL NY,15570.5,2,622820,-59,-0.01,9,165.5,0.03,-54.5,-0.01,28455.5,11.38,0
755,Exit short,2021-10-27 18:00,NQ09B SELL WEEKDAY 1800 STOP,15596,1,311895,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,28426,11.37,0
755,Entry short,2021-10-27 18:00,[CC] SELL WEAK,15594.75,1,311895,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,28426,11.37,0
756,Exit short,2021-10-28 09:30,NQ09B SELL NY N130 TP2,15655.75,2,626740,501,0.08,9,505.5,0.08,-14.5,0.00,28927,11.57,0
756,Entry short,2021-10-28 09:30,[CC] SELL NY,15668.5,2,626740,501,0.08,9,505.5,0.08,-14.5,0.00,28927,11.57,0
757,Exit short,2021-10-28 18:00,NQ09B SELL WEEKDAY 1800 STOP,15680.75,2,627180,-59,-0.01,9,165.5,0.03,-54.5,-0.01,28868,11.55,0
757,Entry short,2021-10-28 18:00,[CC] SELL PREMIUM,15679.5,2,627180,-59,-0.01,9,165.5,0.03,-54.5,-0.01,28868,11.55,0
758,Exit short,2021-10-29 09:30,NQ09B SELL NY N130 TP2,15618,2,625230,501,0.08,9,505.5,0.08,-14.5,0.00,29369,11.75,0
758,Entry short,2021-10-29 09:30,[CC] SELL NY,15630.75,2,625230,501,0.08,9,505.5,0.08,-14.5,0.00,29369,11.75,0
759,Exit short,2021-10-31 18:00,NQ09B SELL WEEKLY STOP,15886.25,2,635400,-59,-0.01,9,0,0.00,-54.5,-0.01,29310,11.72,0
759,Entry short,2021-10-31 18:00,[CC] SELL WEEKLY,15885,2,635400,-59,-0.01,9,0,0.00,-54.5,-0.01,29310,11.72,0
760,Exit short,2021-11-01 09:30,NQ09B SELL NY STOP,15859,2,634310,-59,-0.01,9,0,0.00,-54.5,-0.01,29251,11.70,0
760,Entry short,2021-11-01 09:30,[CC] SELL NY,15857.75,2,634310,-59,-0.01,9,0,0.00,-54.5,-0.01,29251,11.70,0
761,Exit short,2021-11-02 09:30,NQ09B SELL NY STOP,15866.75,2,634620,-59,-0.01,9,55.5,0.01,-54.5,-0.01,29192,11.68,0
761,Entry short,2021-11-02 09:30,[CC] SELL NY,15865.5,2,634620,-59,-0.01,9,55.5,0.01,-54.5,-0.01,29192,11.68,0
762,Exit short,2021-11-03 09:30,NQ09B SELL NY STOP,15981.5,2,639210,-59,-0.01,9,0,0.00,-54.5,-0.01,29133,11.65,0
762,Entry short,2021-11-03 09:30,[CC] SELL NY,15980.25,2,639210,-59,-0.01,9,0,0.00,-54.5,-0.01,29133,11.65,0
763,Exit short,2021-11-04 09:30,NQ09B SELL NY STOP,16181.25,2,647200,-59,-0.01,9,0,0.00,-54.5,-0.01,29074,11.63,0
763,Entry short,2021-11-04 09:30,[CC] SELL NY,16180,2,647200,-59,-0.01,9,0,0.00,-54.5,-0.01,29074,11.63,0
764,Exit short,2021-11-05 09:30,NQ09B SELL NY STOP,16411,2,656390,-59,-0.01,9,0,0.00,-54.5,-0.01,29015,11.61,0
764,Entry short,2021-11-05 09:30,[CC] SELL NY,16409.75,2,656390,-59,-0.01,9,0,0.00,-54.5,-0.01,29015,11.61,0
765,Exit short,2021-11-07 18:00,NQ09B SELL WEEKLY STOP,16294,2,651710,-59,-0.01,9,0,0.00,-54.5,-0.01,28956,11.58,0
765,Entry short,2021-11-07 18:00,[CC] SELL WEEKLY,16292.75,2,651710,-59,-0.01,9,0,0.00,-54.5,-0.01,28956,11.58,0
766,Exit short,2021-11-08 09:30,NQ09B SELL NY N130 TP2,16336.75,2,653980,501,0.08,9,505.5,0.08,-14.5,0.00,29457,11.78,0
766,Entry short,2021-11-08 09:30,[CC] SELL NY,16349.5,2,653980,501,0.08,9,505.5,0.08,-14.5,0.00,29457,11.78,0
767,Exit short,2021-11-09 09:30,NQ09B SELL NY N130 TP2,16363,2,655030,501,0.08,9,505.5,0.08,-14.5,0.00,29958,11.98,0
767,Entry short,2021-11-09 09:30,[CC] SELL NY,16375.75,2,655030,501,0.08,9,505.5,0.08,-14.5,0.00,29958,11.98,0
768,Exit short,2021-11-10 09:30,NQ09B SELL NY STOP,16102.5,2,644050,-59,-0.01,9,0,0.00,-54.5,-0.01,29899,11.96,0
768,Entry short,2021-11-10 09:30,[CC] SELL NY,16101.25,2,644050,-59,-0.01,9,0,0.00,-54.5,-0.01,29899,11.96,0
769,Exit short,2021-11-11 09:30,NQ09B SELL NY STOP,16103.75,2,644100,-59,-0.01,9,0,0.00,-54.5,-0.01,29840,11.94,0
769,Entry short,2021-11-11 09:30,[CC] SELL NY,16102.5,2,644100,-59,-0.01,9,0,0.00,-54.5,-0.01,29840,11.94,0
770,Exit short,2021-11-12 09:30,NQ09B SELL NY STOP,16071,2,642790,-59,-0.01,9,0,0.00,-54.5,-0.01,29781,11.91,0
770,Entry short,2021-11-12 09:30,[CC] SELL NY,16069.75,2,642790,-59,-0.01,9,0,0.00,-54.5,-0.01,29781,11.91,0
771,Exit short,2021-11-14 18:00,NQ09B SELL WEEKLY STOP,16213.25,2,648480,-59,-0.01,9,65.5,0.01,-54.5,-0.01,29722,11.89,0
771,Entry short,2021-11-14 18:00,[CC] SELL WEEKLY,16212,2,648480,-59,-0.01,9,65.5,0.01,-54.5,-0.01,29722,11.89,0
772,Exit short,2021-11-15 09:30,NQ09B SELL NY STOP,16242,2,649630,-59,-0.01,9,0,0.00,-54.5,-0.01,29663,11.87,0
772,Entry short,2021-11-15 09:30,[CC] SELL NY,16240.75,2,649630,-59,-0.01,9,0,0.00,-54.5,-0.01,29663,11.87,0
773,Exit short,2021-11-16 09:30,NQ09B SELL NY STOP,16158.25,2,646280,-59,-0.01,9,305.5,0.05,-54.5,-0.01,29604,11.84,0
773,Entry short,2021-11-16 09:30,[CC] SELL NY,16157,2,646280,-59,-0.01,9,305.5,0.05,-54.5,-0.01,29604,11.84,0
774,Exit short,2021-11-17 09:30,NQ09B SELL NY STOP,16316.25,2,652600,-59,-0.01,9,0,0.00,-54.5,-0.01,29545,11.82,0
774,Entry short,2021-11-17 09:30,[CC] SELL NY,16315,2,652600,-59,-0.01,9,0,0.00,-54.5,-0.01,29545,11.82,0
775,Exit short,2021-11-17 18:00,NQ09B SELL WEEKDAY 1800 STOP,16323.5,1,326445,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,29515.5,11.81,0
775,Entry short,2021-11-17 18:00,[CC] SELL WEAK,16322.25,1,326445,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,29515.5,11.81,0
776,Exit short,2021-11-18 09:30,NQ09B SELL NY STOP,16399,2,655910,-59,-0.01,9,0,0.00,-54.5,-0.01,29456.5,11.78,0
776,Entry short,2021-11-18 09:30,[CC] SELL NY,16397.75,2,655910,-59,-0.01,9,0,0.00,-54.5,-0.01,29456.5,11.78,0
777,Exit short,2021-11-18 18:00,NQ09B SELL WEEKDAY 1800 STOP,16504.25,2,660120,-59,-0.01,9,0,0.00,-54.5,-0.01,29397.5,11.76,0
777,Entry short,2021-11-18 18:00,[CC] SELL PREMIUM,16503,2,660120,-59,-0.01,9,0,0.00,-54.5,-0.01,29397.5,11.76,0
778,Exit short,2021-11-19 09:30,NQ09B SELL NY STOP,16550,2,661950,-59,-0.01,9,0,0.00,-54.5,-0.01,29338.5,11.74,0
778,Entry short,2021-11-19 09:30,[CC] SELL NY,16548.75,2,661950,-59,-0.01,9,0,0.00,-54.5,-0.01,29338.5,11.74,0
779,Exit short,2021-11-21 18:00,NQ09B SELL WEEKLY STOP,16601.25,2,664000,-59,-0.01,9,15.5,0.00,-54.5,-0.01,29279.5,11.71,0
779,Entry short,2021-11-21 18:00,[CC] SELL WEEKLY,16600,2,664000,-59,-0.01,9,15.5,0.00,-54.5,-0.01,29279.5,11.71,0
780,Exit short,2021-11-22 09:30,NQ09B SELL NY STOP,16639.5,2,665530,-59,-0.01,9,0,0.00,-54.5,-0.01,29220.5,11.69,0
780,Entry short,2021-11-22 09:30,[CC] SELL NY,16638.25,2,665530,-59,-0.01,9,0,0.00,-54.5,-0.01,29220.5,11.69,0
781,Exit short,2021-11-22 18:00,NQ09B SELL WEEKDAY 1800 STOP,16400,1,327975,-29.5,-0.01,4.5,112.75,0.03,-27.25,-0.01,29191,11.68,0
781,Entry short,2021-11-22 18:00,[CC] SELL WEAK,16398.75,1,327975,-29.5,-0.01,4.5,112.75,0.03,-27.25,-0.01,29191,11.68,0
782,Exit short,2021-11-23 09:30,NQ09B SELL NY STOP,16332,2,653230,-59,-0.01,9,0,0.00,-54.5,-0.01,29132,11.65,0
782,Entry short,2021-11-23 09:30,[CC] SELL NY,16330.75,2,653230,-59,-0.01,9,0,0.00,-54.5,-0.01,29132,11.65,0
783,Exit short,2021-11-23 18:00,NQ09B SELL WEEKDAY 1800 STOP,16301.25,1,326000,-29.5,-0.01,4.5,7.75,0.00,-27.25,-0.01,29102.5,11.64,0
783,Entry short,2021-11-23 18:00,[CC] SELL WEAK,16300,1,326000,-29.5,-0.01,4.5,7.75,0.00,-27.25,-0.01,29102.5,11.64,0
784,Exit short,2021-11-24 09:30,NQ09B SELL NY STOP,16200,2,647950,-59,-0.01,9,0,0.00,-54.5,-0.01,29043.5,11.62,0
784,Entry short,2021-11-24 09:30,[CC] SELL NY,16198.75,2,647950,-59,-0.01,9,0,0.00,-54.5,-0.01,29043.5,11.62,0
785,Exit short,2021-11-25 09:30,NQ09B SELL NY STOP,16388.75,2,655500,-59,-0.01,9,0,0.00,-54.5,-0.01,28984.5,11.59,0
785,Entry short,2021-11-25 09:30,[CC] SELL NY,16387.5,2,655500,-59,-0.01,9,0,0.00,-54.5,-0.01,28984.5,11.59,0
786,Exit short,2021-11-26 09:30,NQ09B SELL NY N130 TP2,16238,2,650030,501,0.08,9,505.5,0.08,-14.5,0.00,29485.5,11.79,0
786,Entry short,2021-11-26 09:30,[CC] SELL NY,16250.75,2,650030,501,0.08,9,505.5,0.08,-14.5,0.00,29485.5,11.79,0
787,Exit short,2021-11-29 09:30,NQ09B SELL NY N130 TP2,16226.75,2,649580,501,0.08,9,505.5,0.08,-14.5,0.00,29986.5,11.99,0
787,Entry short,2021-11-29 09:30,[CC] SELL NY,16239.5,2,649580,501,0.08,9,505.5,0.08,-14.5,0.00,29986.5,11.99,0
788,Exit short,2021-11-30 09:30,NQ09B SELL NY STOP,16356,2,654190,-59,-0.01,9,0,0.00,-54.5,-0.01,29927.5,11.97,0
788,Entry short,2021-11-30 09:30,[CC] SELL NY,16354.75,2,654190,-59,-0.01,9,0,0.00,-54.5,-0.01,29927.5,11.97,0
789,Exit short,2021-11-30 18:00,NQ09B SELL WEEKDAY 1800 STOP,16239.75,2,649540,-59,-0.01,9,0,0.00,-54.5,-0.01,29868.5,11.95,0
789,Entry short,2021-11-30 18:00,[CC] SELL PREMIUM,16238.5,2,649540,-59,-0.01,9,0,0.00,-54.5,-0.01,29868.5,11.95,0
790,Exit short,2021-12-01 09:30,NQ09B SELL NY STOP,16340,2,653550,-59,-0.01,9,0,0.00,-54.5,-0.01,29809.5,11.92,0
790,Entry short,2021-12-01 09:30,[CC] SELL NY,16338.75,2,653550,-59,-0.01,9,0,0.00,-54.5,-0.01,29809.5,11.92,0
791,Exit short,2021-12-01 18:00,NQ09B SELL WEEKDAY 1800 STOP,15892.75,1,317830,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,29780,11.91,0
791,Entry short,2021-12-01 18:00,[CC] SELL WEAK,15891.5,1,317830,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,29780,11.91,0
792,Exit short,2021-12-02 09:30,NQ09B SELL NY N130 TP2,15810,2,632910,501,0.08,9,505.5,0.08,-14.5,0.00,30281,12.11,0
792,Entry short,2021-12-02 09:30,[CC] SELL NY,15822.75,2,632910,501,0.08,9,505.5,0.08,-14.5,0.00,30281,12.11,0
793,Exit short,2021-12-02 18:00,NQ09B SELL WEEKDAY 1800 STOP,16021,2,640790,-59,-0.01,9,0,0.00,-54.5,-0.01,30222,12.09,0
793,Entry short,2021-12-02 18:00,[CC] SELL PREMIUM,16019.75,2,640790,-59,-0.01,9,0,0.00,-54.5,-0.01,30222,12.09,0
794,Exit short,2021-12-03 09:30,NQ09B SELL NY N130 TP2,16034.25,2,641880,501,0.08,9,505.5,0.08,-14.5,0.00,30723,12.29,0
794,Entry short,2021-12-03 09:30,[CC] SELL NY,16047,2,641880,501,0.08,9,505.5,0.08,-14.5,0.00,30723,12.29,0
795,Exit short,2021-12-05 18:00,NQ09B SELL WEEKLY STOP,15717.25,2,628640,-59,-0.01,9,0,0.00,-54.5,-0.01,30664,12.27,0
795,Entry short,2021-12-05 18:00,[CC] SELL WEEKLY,15716,2,628640,-59,-0.01,9,0,0.00,-54.5,-0.01,30664,12.27,0
796,Exit short,2021-12-06 09:30,NQ09B SELL NY STOP,15735.25,2,629360,-59,-0.01,9,0,0.00,-54.5,-0.01,30605,12.24,0
796,Entry short,2021-12-06 09:30,[CC] SELL NY,15734,2,629360,-59,-0.01,9,0,0.00,-54.5,-0.01,30605,12.24,0
797,Exit short,2021-12-07 09:30,NQ09B SELL NY STOP,16120.75,2,644780,-59,-0.01,9,15.5,0.00,-54.5,-0.01,30546,12.22,0
797,Entry short,2021-12-07 09:30,[CC] SELL NY,16119.5,2,644780,-59,-0.01,9,15.5,0.00,-54.5,-0.01,30546,12.22,0
798,Exit short,2021-12-08 09:30,NQ09B SELL NY STOP,16331.5,2,653210,-59,-0.01,9,0,0.00,-54.5,-0.01,30487,12.19,0
798,Entry short,2021-12-08 09:30,[CC] SELL NY,16330.25,2,653210,-59,-0.01,9,0,0.00,-54.5,-0.01,30487,12.19,0
799,Exit short,2021-12-09 09:30,NQ09B SELL NY STOP,16337.75,2,653460,-59,-0.01,9,55.5,0.01,-54.5,-0.01,30428,12.17,0
799,Entry short,2021-12-09 09:30,[CC] SELL NY,16336.5,2,653460,-59,-0.01,9,55.5,0.01,-54.5,-0.01,30428,12.17,0
800,Exit short,2021-12-10 09:30,NQ09B SELL NY STOP,16265.75,2,650580,-59,-0.01,9,355.5,0.05,-54.5,-0.01,30369,12.15,0
800,Entry short,2021-12-10 09:30,[CC] SELL NY,16264.5,2,650580,-59,-0.01,9,355.5,0.05,-54.5,-0.01,30369,12.15,0
801,Exit short,2021-12-12 18:00,NQ09B SELL WEEKLY STOP,16322.75,2,652860,-59,-0.01,9,175.5,0.03,-54.5,-0.01,30310,12.12,0
801,Entry short,2021-12-12 18:00,[CC] SELL WEEKLY,16321.5,2,652860,-59,-0.01,9,175.5,0.03,-54.5,-0.01,30310,12.12,0
802,Exit short,2021-12-13 09:30,NQ09B SELL NY STOP,16326.5,2,653010,-59,-0.01,9,0,0.00,-54.5,-0.01,30251,12.10,0
802,Entry short,2021-12-13 09:30,[CC] SELL NY,16325.25,2,653010,-59,-0.01,9,0,0.00,-54.5,-0.01,30251,12.10,0
803,Exit short,2021-12-14 09:30,NQ09B SELL NY N130 TP2,15869.25,2,635280,501,0.08,9,505.5,0.08,-14.5,0.00,30752,12.30,0
803,Entry short,2021-12-14 09:30,[CC] SELL NY,15882,2,635280,501,0.08,9,505.5,0.08,-14.5,0.00,30752,12.30,0
804,Exit short,2021-12-15 09:30,NQ09B SELL NY STOP,15909,2,636310,-59,-0.01,9,0,0.00,-54.5,-0.01,30693,12.28,0
804,Entry short,2021-12-15 09:30,[CC] SELL NY,15907.75,2,636310,-59,-0.01,9,0,0.00,-54.5,-0.01,30693,12.28,0
805,Exit short,2021-12-16 09:30,NQ09B SELL NY STOP,16323.25,2,652880,-59,-0.01,9,0,0.00,-54.5,-0.01,30634,12.25,0
805,Entry short,2021-12-16 09:30,[CC] SELL NY,16322,2,652880,-59,-0.01,9,0,0.00,-54.5,-0.01,30634,12.25,0
806,Exit short,2021-12-17 09:30,NQ09B SELL NY N130 TP2,15700.25,2,628520,501,0.08,9,505.5,0.08,-14.5,0.00,31135,12.45,0
806,Entry short,2021-12-17 09:30,[CC] SELL NY,15713,2,628520,501,0.08,9,505.5,0.08,-14.5,0.00,31135,12.45,0
807,Exit short,2021-12-19 18:00,NQ09B SELL WEEKLY W80,15801.25,2,632370,311,0.05,9,315.5,0.05,-14.5,0.00,31446,12.58,0
807,Entry short,2021-12-19 18:00,[CC] SELL WEEKLY,15809.25,2,632370,311,0.05,9,315.5,0.05,-14.5,0.00,31446,12.58,0
808,Exit short,2021-12-20 09:30,NQ09B SELL NY STOP,15579,2,623110,-59,-0.01,9,0,0.00,-54.5,-0.01,31387,12.55,0
808,Entry short,2021-12-20 09:30,[CC] SELL NY,15577.75,2,623110,-59,-0.01,9,0,0.00,-54.5,-0.01,31387,12.55,0
809,Exit short,2021-12-21 09:30,NQ09B SELL NY STOP,15763.25,2,630480,-59,-0.01,9,415.5,0.07,-54.5,-0.01,31328,12.53,0
809,Entry short,2021-12-21 09:30,[CC] SELL NY,15762,2,630480,-59,-0.01,9,415.5,0.07,-54.5,-0.01,31328,12.53,0
810,Exit short,2021-12-22 09:30,NQ09B SELL NY STOP,15963.25,2,638480,-59,-0.01,9,0,0.00,-54.5,-0.01,31269,12.51,0
810,Entry short,2021-12-22 09:30,[CC] SELL NY,15962,2,638480,-59,-0.01,9,0,0.00,-54.5,-0.01,31269,12.51,0
811,Exit short,2021-12-23 09:30,NQ09B SELL NY STOP,16185.5,2,647370,-59,-0.01,9,305.5,0.05,-54.5,-0.01,31210,12.48,0
811,Entry short,2021-12-23 09:30,[CC] SELL NY,16184.25,2,647370,-59,-0.01,9,305.5,0.05,-54.5,-0.01,31210,12.48,0
812,Exit short,2021-12-26 18:00,NQ09B SELL WEEKLY STOP,16305.25,2,652160,-59,-0.01,9,0,0.00,-54.5,-0.01,31151,12.46,0
812,Entry short,2021-12-26 18:00,[CC] SELL WEEKLY,16304,2,652160,-59,-0.01,9,0,0.00,-54.5,-0.01,31151,12.46,0
813,Exit short,2021-12-27 09:30,NQ09B SELL NY STOP,16347.5,2,653850,-59,-0.01,9,65.5,0.01,-54.5,-0.01,31092,12.44,0
813,Entry short,2021-12-27 09:30,[CC] SELL NY,16346.25,2,653850,-59,-0.01,9,65.5,0.01,-54.5,-0.01,31092,12.44,0
814,Exit short,2021-12-28 09:30,NQ09B SELL NY STOP,16602.5,2,664050,-59,-0.01,9,0,0.00,-54.5,-0.01,31033,12.41,0
814,Entry short,2021-12-28 09:30,[CC] SELL NY,16601.25,2,664050,-59,-0.01,9,0,0.00,-54.5,-0.01,31033,12.41,0
815,Exit short,2021-12-29 09:30,NQ09B SELL NY STOP,16497.5,2,659850,-59,-0.01,9,165.5,0.03,-54.5,-0.01,30974,12.39,0
815,Entry short,2021-12-29 09:30,[CC] SELL NY,16496.25,2,659850,-59,-0.01,9,165.5,0.03,-54.5,-0.01,30974,12.39,0
816,Exit short,2021-12-30 09:30,NQ09B SELL NY N130 TP2,16462.5,2,659010,501,0.08,9,505.5,0.08,-14.5,0.00,31475,12.59,0
816,Entry short,2021-12-30 09:30,[CC] SELL NY,16475.25,2,659010,501,0.08,9,505.5,0.08,-14.5,0.00,31475,12.59,0
817,Exit short,2021-12-31 09:30,NQ09B SELL NY STOP,16409,2,656310,-59,-0.01,9,65.5,0.01,-54.5,-0.01,31416,12.57,0
817,Entry short,2021-12-31 09:30,[CC] SELL NY,16407.75,2,656310,-59,-0.01,9,65.5,0.01,-54.5,-0.01,31416,12.57,0
818,Exit short,2022-01-02 18:00,NQ09B SELL WEEKLY STOP,16357,2,654230,-59,-0.01,9,0,0.00,-54.5,-0.01,31357,12.54,0
818,Entry short,2022-01-02 18:00,[CC] SELL WEEKLY,16355.75,2,654230,-59,-0.01,9,0,0.00,-54.5,-0.01,31357,12.54,0
819,Exit short,2022-01-03 09:30,NQ09B SELL NY STOP,16384,2,655310,-59,-0.01,9,175.5,0.03,-54.5,-0.01,31298,12.52,0
819,Entry short,2022-01-03 09:30,[CC] SELL NY,16382.75,2,655310,-59,-0.01,9,175.5,0.03,-54.5,-0.01,31298,12.52,0
820,Exit short,2022-01-04 09:30,NQ09B SELL NY STOP,16510.75,2,660380,-59,-0.01,9,0,0.00,-54.5,-0.01,31239,12.50,0
820,Entry short,2022-01-04 09:30,[CC] SELL NY,16509.5,2,660380,-59,-0.01,9,0,0.00,-54.5,-0.01,31239,12.50,0
821,Exit short,2022-01-05 09:30,NQ09B SELL NY STOP,16201.25,2,648000,-59,-0.01,9,0,0.00,-54.5,-0.01,31180,12.47,0
821,Entry short,2022-01-05 09:30,[CC] SELL NY,16200,2,648000,-59,-0.01,9,0,0.00,-54.5,-0.01,31180,12.47,0
822,Exit short,2022-01-05 18:00,NQ09B SELL WEEKDAY 1800 STOP,15764.75,1,315270,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,31150.5,12.46,0
822,Entry short,2022-01-05 18:00,[CC] SELL WEAK,15763.5,1,315270,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,31150.5,12.46,0
823,Exit short,2022-01-06 09:30,NQ09B SELL NY N130 TP2,15678,2,627630,501,0.08,9,505.5,0.08,-14.5,0.00,31651.5,12.66,0
823,Entry short,2022-01-06 09:30,[CC] SELL NY,15690.75,2,627630,501,0.08,9,505.5,0.08,-14.5,0.00,31651.5,12.66,0
824,Exit short,2022-01-06 18:00,NQ09B SELL WEEKDAY 1800 STOP,15802.75,2,632060,-59,-0.01,9,95.5,0.02,-54.5,-0.01,31592.5,12.64,0
824,Entry short,2022-01-06 18:00,[CC] SELL PREMIUM,15801.5,2,632060,-59,-0.01,9,95.5,0.02,-54.5,-0.01,31592.5,12.64,0
825,Exit short,2022-01-07 09:30,NQ09B SELL NY STOP,15758,2,630270,-59,-0.01,9,0,0.00,-54.5,-0.01,31533.5,12.61,0
825,Entry short,2022-01-07 09:30,[CC] SELL NY,15756.75,2,630270,-59,-0.01,9,0,0.00,-54.5,-0.01,31533.5,12.61,0
826,Exit short,2022-01-09 18:00,NQ09B SELL WEEKLY STOP,15591,2,623590,-59,-0.01,9,0,0.00,-54.5,-0.01,31474.5,12.59,0
826,Entry short,2022-01-09 18:00,[CC] SELL WEEKLY,15589.75,2,623590,-59,-0.01,9,0,0.00,-54.5,-0.01,31474.5,12.59,0
827,Exit short,2022-01-10 09:30,NQ09B SELL NY STOP,15378,2,615070,-59,-0.01,9,0,0.00,-54.5,-0.01,31415.5,12.57,0
827,Entry short,2022-01-10 09:30,[CC] SELL NY,15376.75,2,615070,-59,-0.01,9,0,0.00,-54.5,-0.01,31415.5,12.57,0
828,Exit short,2022-01-10 18:00,NQ09B SELL WEEKDAY 1800 STOP,15623.25,1,312440,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,31386,12.55,0
828,Entry short,2022-01-10 18:00,[CC] SELL WEAK,15622,1,312440,-29.5,-0.01,4.5,0,0.00,-27.25,-0.01,31386,12.55,0
829,Exit short,2022-01-11 09:30,NQ09B SELL NY STOP,15566.5,2,622610,-59,-0.01,9,0,0.00,-54.5,-0.01,31327,12.53,0
829,Entry short,2022-01-11 09:30,[CC] SELL NY,15565.25,2,622610,-59,-0.01,9,0,0.00,-54.5,-0.01,31327,12.53,0
830,Exit short,2022-01-12 09:30,NQ09B SELL NY STOP,15939.5,2,637530,-59,-0.01,9,465.5,0.07,-54.5,-0.01,31268,12.51,0
830,Entry short,2022-01-12 09:30,[CC] SELL NY,15938.25,2,637530,-59,-0.01,9,465.5,0.07,-54.5,-0.01,31268,12.51,0
831,Exit short,2022-01-13 09:30,NQ09B SELL NY STOP,15951.5,2,638010,-59,-0.01,9,0,0.00,-54.5,-0.01,31209,12.48,0
831,Entry short,2022-01-13 09:30,[CC] SELL NY,15950.25,2,638010,-59,-0.01,9,0,0.00,-54.5,-0.01,31209,12.48,0
832,Exit short,2022-01-13 18:00,NQ09B SELL WEEKDAY 1800 STOP,15506,1,310095,-29.5,-0.01,4.5,37.75,0.01,-27.25,-0.01,31179.5,12.47,0
832,Entry short,2022-01-13 18:00,[CC] SELL WEAK,15504.75,1,310095,-29.5,-0.01,4.5,37.75,0.01,-27.25,-0.01,31179.5,12.47,0
833,Exit short,2022-01-14 09:30,NQ09B SELL NY STOP,15390.25,2,615560,-59,-0.01,9,365.5,0.06,-54.5,-0.01,31120.5,12.45,0
833,Entry short,2022-01-14 09:30,[CC] SELL NY,15389,2,615560,-59,-0.01,9,365.5,0.06,-54.5,-0.01,31120.5,12.45,0
834,Exit short,2022-01-16 18:00,NQ09B SELL WEEKLY W80,15608.5,2,624660,311,0.05,9,315.5,0.05,-14.5,0.00,31431.5,12.57,0
834,Entry short,2022-01-16 18:00,[CC] SELL WEEKLY,15616.5,2,624660,311,0.05,9,315.5,0.05,-14.5,0.00,31431.5,12.57,0
835,Exit short,2022-01-17 09:30,NQ09B SELL NY STOP,15598.75,2,623900,-59,-0.01,9,425.5,0.07,-54.5,-0.01,31372.5,12.55,0
835,Entry short,2022-01-17 09:30,[CC] SELL NY,15597.5,2,623900,-59,-0.01,9,425.5,0.07,-54.5,-0.01,31372.5,12.55,0
836,Exit short,2022-01-18 09:30,NQ09B SELL NY STOP,15348.75,2,613900,-59,-0.01,9,0,0.00,-54.5,-0.01,31313.5,12.53,0
836,Entry short,2022-01-18 09:30,[CC] SELL NY,15347.5,2,613900,-59,-0.01,9,0,0.00,-54.5,-0.01,31313.5,12.53,0
837,Exit short,2022-01-19 09:30,NQ09B SELL NY STOP,15268.25,2,610680,-59,-0.01,9,495.5,0.08,-54.5,-0.01,31254.5,12.50,0
837,Entry short,2022-01-19 09:30,[CC] SELL NY,15267,2,610680,-59,-0.01,9,495.5,0.08,-54.5,-0.01,31254.5,12.50,0
838,Exit short,2022-01-19 18:00,NQ09B SELL WEEKDAY 1800 STOP,15043.25,1,300840,-29.5,-0.01,4.5,37.75,0.01,-27.25,-0.01,31225,12.49,0
838,Entry short,2022-01-19 18:00,[CC] SELL WEAK,15042,1,300840,-29.5,-0.01,4.5,37.75,0.01,-27.25,-0.01,31225,12.49,0
839,Exit short,2022-01-20 09:30,NQ09B SELL NY STOP,15169.5,2,606730,-59,-0.01,9,315.5,0.05,-54.5,-0.01,31166,12.47,0
839,Entry short,2022-01-20 09:30,[CC] SELL NY,15168.25,2,606730,-59,-0.01,9,315.5,0.05,-54.5,-0.01,31166,12.47,0
840,Exit short,2022-01-20 18:00,NQ09B SELL WEEKDAY 1800 D80,14713.75,2,588870,311,0.05,9,315.5,0.05,-14.5,0.00,31477,12.59,0
840,Entry short,2022-01-20 18:00,[CC] SELL PREMIUM,14721.75,2,588870,311,0.05,9,315.5,0.05,-14.5,0.00,31477,12.59,0
841,Exit short,2022-01-21 09:30,NQ09B SELL NY N130 TP2,14732.5,2,589810,501,0.08,9,505.5,0.09,-14.5,0.00,31978,12.79,0
841,Entry short,2022-01-21 09:30,[CC] SELL NY,14745.25,2,589810,501,0.08,9,505.5,0.09,-14.5,0.00,31978,12.79,0
