trade_number,entry_time,route,quantity,buy_entry,buy_exit,buy_net,buy_commission,buy_exit_signal,sell_entry,sell_exit,sell_net,sell_commission,sell_exit_signal,entry_dt,month,year,control_pair_net,buy_target,sell_target,control_outcome,reference_price,target_points,derived_buy_target,derived_sell_target,scenario,entry_slip_ticks,candidate_direction,candidate_entry,candidate_exit,candidate_exit_reason,candidate_net,delta_vs_control,continuity_assumption,known_crisis_case
54,2020-02-20 09:30,NY,2,9705.0,9703.75,-59.0,9.0,NQ09B BUY NY STOP,9704.5,9705.75,-59.0,9.0,NQ09B SELL NY STOP,2020-02-20 09:30:00,2020-02,2020,-118.0,False,False,DOUBLE_STOP,9704.75,12.75,9717.75,9691.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,9705.5,9703.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
55,2020-02-20 18:00,WEEKDAY_PREMIUM,2,9617.5,9616.25,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,9617.0,9618.25,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-02-20 18:00:00,2020-02,2020,-118.0,False,False,DOUBLE_STOP,9617.25,8.0,9625.5,9609.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,9618.0,9616.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
56,2020-02-21 09:30,NY,2,9590.25,9603.0,501.0,9.0,NQ09B BUY NY N130 TP2,9589.75,9591.0,-59.0,9.0,NQ09B SELL NY STOP,2020-02-21 09:30:00,2020-02,2020,442.0,True,False,BUY_TARGET,9590.0,12.75,9603.0,9577.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,9590.75,9603.0,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
57,2020-02-23 18:00,WEEKLY,2,9355.5,9363.5,311.0,9.0,NQ09B BUY WEEKLY W80,9355.0,9356.25,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-02-23 18:00:00,2020-02,2020,252.0,True,False,BUY_TARGET,9355.25,8.0,9363.5,9347.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,9356.0,9363.5,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
58,2020-02-24 09:30,NY,2,9104.25,9117.0,501.0,9.0,NQ09B BUY NY N130 TP2,9103.75,9105.0,-59.0,9.0,NQ09B SELL NY STOP,2020-02-24 09:30:00,2020-02,2020,442.0,True,False,BUY_TARGET,9104.0,12.75,9117.0,9091.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,9104.75,9117.0,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
59,2020-02-24 18:00,WEEKDAY_PREMIUM,2,9091.25,9099.25,311.0,9.0,NQ09B BUY WEEKDAY 1800 D80,9090.75,9092.0,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-02-24 18:00:00,2020-02,2020,252.0,True,False,BUY_TARGET,9091.0,8.0,9099.25,9082.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,9091.75,9099.25,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
60,2020-02-25 09:30,NY,2,9159.5,9158.25,-59.0,9.0,NQ09B BUY NY STOP,9159.0,9146.25,501.0,9.0,NQ09B SELL NY N130 TP2,2020-02-25 09:30:00,2020-02,2020,442.0,False,True,SELL_TARGET,9159.25,12.75,9172.25,9146.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,9158.5,9146.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
61,2020-02-25 18:00,WEEKDAY_PREMIUM,2,8868.5,8867.25,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,8868.0,8869.25,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-02-25 18:00:00,2020-02,2020,-118.0,False,False,DOUBLE_STOP,8868.25,8.0,8876.5,8860.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8869.0,8867.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
62,2020-02-26 09:30,NY,2,8891.0,8889.75,-59.0,9.0,NQ09B BUY NY STOP,8890.5,8891.75,-59.0,9.0,NQ09B SELL NY STOP,2020-02-26 09:30:00,2020-02,2020,-118.0,False,False,DOUBLE_STOP,8890.75,12.75,8903.75,8877.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8891.5,8889.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
63,2020-02-26 18:00,WEEKDAY_PREMIUM,2,8811.75,8810.5,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,8811.25,8812.5,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-02-26 18:00:00,2020-02,2020,-118.0,False,False,DOUBLE_STOP,8811.5,8.0,8819.75,8803.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8812.25,8810.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
64,2020-02-27 09:30,NY,2,8658.25,8657.0,-59.0,9.0,NQ09B BUY NY STOP,8657.75,8645.0,501.0,9.0,NQ09B SELL NY N130 TP2,2020-02-27 09:30:00,2020-02,2020,442.0,False,True,SELL_TARGET,8658.0,12.75,8671.0,8645.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,8657.25,8645.0,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
65,2020-02-27 18:00,WEEKDAY_PREMIUM,2,8347.25,8355.25,311.0,9.0,NQ09B BUY WEEKDAY 1800 D80,8346.75,8348.0,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-02-27 18:00:00,2020-02,2020,252.0,True,False,BUY_TARGET,8347.0,8.0,8355.25,8338.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,8347.75,8355.25,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
66,2020-02-28 09:30,NY,2,8161.25,8160.0,-59.0,9.0,NQ09B BUY NY STOP,8160.75,8148.0,501.0,9.0,NQ09B SELL NY N130 TP2,2020-02-28 09:30:00,2020-02,2020,442.0,False,True,SELL_TARGET,8161.0,12.75,8174.0,8148.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,8160.25,8148.0,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
67,2020-03-01 18:00,WEEKLY,2,8349.5,8348.25,-59.0,9.0,NQ09B BUY WEEKLY STOP,8349.0,8350.25,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-03-01 18:00:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,8349.25,8.0,8357.5,8341.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8350.0,8348.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
68,2020-03-02 09:30,NY,2,8564.25,8577.0,501.0,9.0,NQ09B BUY NY N130 TP2,8563.75,8565.0,-59.0,9.0,NQ09B SELL NY STOP,2020-03-02 09:30:00,2020-03,2020,442.0,True,False,BUY_TARGET,8564.0,12.75,8577.0,8551.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,8564.75,8577.0,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
69,2020-03-02 18:00,WEEKDAY_PREMIUM,2,8830.75,8829.5,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,8830.25,8831.5,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-03-02 18:00:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,8830.5,8.0,8838.75,8822.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8831.25,8829.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
70,2020-03-03 09:30,NY,2,8901.25,8900.0,-59.0,9.0,NQ09B BUY NY STOP,8900.75,8902.0,-59.0,9.0,NQ09B SELL NY STOP,2020-03-03 09:30:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,8901.0,12.75,8914.0,8888.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8901.75,8900.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
71,2020-03-03 18:00,WEEKDAY_PREMIUM,2,8557.75,8565.75,311.0,9.0,NQ09B BUY WEEKDAY 1800 D80,8557.25,8558.5,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-03-03 18:00:00,2020-03,2020,252.0,True,False,BUY_TARGET,8557.5,8.0,8565.75,8549.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,8558.25,8565.75,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
72,2020-03-04 09:30,NY,2,8745.75,8744.5,-59.0,9.0,NQ09B BUY NY STOP,8745.25,8746.5,-59.0,9.0,NQ09B SELL NY STOP,2020-03-04 09:30:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,8745.5,12.75,8758.5,8732.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8746.25,8744.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
73,2020-03-05 09:30,NY,2,8716.5,8715.25,-59.0,9.0,NQ09B BUY NY STOP,8716.0,8703.25,501.0,9.0,NQ09B SELL NY N130 TP2,2020-03-05 09:30:00,2020-03,2020,442.0,False,True,SELL_TARGET,8716.25,12.75,8729.25,8703.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,8715.5,8703.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
74,2020-03-05 18:00,WEEKDAY_WEAK,1,8677.25,8676.0,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,8676.75,8678.0,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2020-03-05 18:00:00,2020-03,2020,-59.0,False,False,DOUBLE_STOP,8677.0,8.0,8685.25,8668.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8677.75,8676.0,ORIGINAL_SURVIVOR_STOP,-39.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
75,2020-03-06 09:30,NY,2,8384.75,8383.5,-59.0,9.0,NQ09B BUY NY STOP,8384.25,8385.5,-59.0,9.0,NQ09B SELL NY STOP,2020-03-06 09:30:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,8384.5,12.75,8397.5,8371.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8385.25,8383.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
76,2020-03-08 18:00,WEEKLY,2,8369.25,8368.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,8368.75,8370.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-03-08 18:00:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,8369.0,8.0,8377.25,8360.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8369.75,8368.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
77,2020-03-09 09:30,NY,2,7973.25,7972.0,-59.0,9.0,NQ09B BUY NY STOP,7972.75,7960.0,501.0,9.0,NQ09B SELL NY N130 TP2,2020-03-09 09:30:00,2020-03,2020,442.0,False,True,SELL_TARGET,7973.0,12.75,7986.0,7960.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,7972.25,7960.0,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
78,2020-03-09 18:00,WEEKDAY_WEAK,1,7894.0,7902.0,155.5,4.5,NQ09B BUY WEEKDAY 1800 D80,7893.5,7894.75,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2020-03-09 18:00:00,2020-03,2020,126.0,True,False,BUY_TARGET,7893.75,8.0,7902.0,7885.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,7894.5,7902.0,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
79,2020-03-10 09:30,NY,2,8237.75,8236.5,-59.0,9.0,NQ09B BUY NY STOP,8237.25,8238.5,-59.0,9.0,NQ09B SELL NY STOP,2020-03-10 09:30:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,8237.5,12.75,8250.5,8224.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,8238.25,8236.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
80,2020-03-10 18:00,WEEKDAY_WEAK,1,8317.25,8325.25,155.5,4.5,NQ09B BUY WEEKDAY 1800 D80,8316.75,8318.0,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2020-03-10 18:00:00,2020-03,2020,126.0,True,False,BUY_TARGET,8317.0,8.0,8325.25,8308.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,8317.75,8325.25,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
81,2020-03-11 09:30,NY,2,8164.0,8162.75,-59.0,9.0,NQ09B BUY NY STOP,8163.5,8150.75,501.0,9.0,NQ09B SELL NY N130 TP2,2020-03-11 09:30:00,2020-03,2020,442.0,False,True,SELL_TARGET,8163.75,12.75,8176.75,8150.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,8163.0,8150.75,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
82,2020-03-11 18:00,WEEKDAY_WEAK,1,7999.0,7997.75,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,7998.5,7990.5,155.5,4.5,NQ09B SELL WEEKDAY 1800 D80,2020-03-11 18:00:00,2020-03,2020,126.0,False,True,SELL_TARGET,7998.75,8.0,8007.0,7990.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,7998.0,7990.5,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
83,2020-03-12 09:30,NY,2,7505.75,7518.5,501.0,9.0,NQ09B BUY NY N130 TP2,7505.25,7506.5,-59.0,9.0,NQ09B SELL NY STOP,2020-03-12 09:30:00,2020-03,2020,442.0,True,False,BUY_TARGET,7505.5,12.75,7518.5,7492.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,7506.25,7518.5,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
84,2020-03-12 18:00,WEEKDAY_PREMIUM,2,7100.25,7108.25,311.0,9.0,NQ09B BUY WEEKDAY 1800 D80,7099.75,7101.0,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-03-12 18:00:00,2020-03,2020,252.0,True,False,BUY_TARGET,7100.0,8.0,7108.25,7091.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,7100.75,7108.25,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
85,2020-03-13 09:30,NY,2,7690.25,7703.0,501.0,9.0,NQ09B BUY NY N130 TP2,7689.75,7691.0,-59.0,9.0,NQ09B SELL NY STOP,2020-03-13 09:30:00,2020-03,2020,442.0,True,False,BUY_TARGET,7690.0,12.75,7703.0,7677.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,7690.75,7703.0,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
86,2020-03-15 18:00,WEEKLY,2,7903.25,7902.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,7902.75,7904.0,-59.0,9.0,NQ09B SELL WEEKLY STOP,2020-03-15 18:00:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,7903.0,8.0,7911.25,7894.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,7903.75,7902.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
87,2020-03-16 09:30,NY,2,7396.5,7228.75,-6719.0,9.0,NQ09B BUY NY STOP,7396.0,7229.0,6671.0,9.0,NQ09B SELL NY N130 TP2,2020-03-16 09:30:00,2020-03,2020,-48.0,False,True,SELL_TARGET,7396.25,12.75,7409.25,7383.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,7395.5,7383.25,ORIGINAL_TARGET,481.0,529.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,True
88,2020-03-16 18:00,WEEKDAY_PREMIUM,2,7036.5,7035.25,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,7036.0,7028.0,311.0,9.0,NQ09B SELL WEEKDAY 1800 D80,2020-03-16 18:00:00,2020-03,2020,252.0,False,True,SELL_TARGET,7036.25,8.0,7044.5,7028.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,7035.5,7028.0,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
89,2020-03-17 09:30,NY,2,7167.5,7166.25,-59.0,9.0,NQ09B BUY NY STOP,7167.0,7154.25,501.0,9.0,NQ09B SELL NY N130 TP2,2020-03-17 09:30:00,2020-03,2020,442.0,False,True,SELL_TARGET,7167.25,12.75,7180.25,7154.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,7166.5,7154.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
90,2020-03-17 18:00,WEEKDAY_PREMIUM,2,7343.5,7342.25,-59.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,7343.0,7335.0,311.0,9.0,NQ09B SELL WEEKDAY 1800 D80,2020-03-17 18:00:00,2020-03,2020,252.0,False,True,SELL_TARGET,7343.25,8.0,7351.5,7335.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,7342.5,7335.0,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
91,2020-03-18 09:30,NY,2,6974.25,6973.0,-59.0,9.0,NQ09B BUY NY STOP,6973.75,6975.0,-59.0,9.0,NQ09B SELL NY STOP,2020-03-18 09:30:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,6974.0,12.75,6987.0,6961.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,6974.75,6973.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
92,2020-03-18 18:00,WEEKDAY_WEAK,1,7234.5,7233.25,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,7234.0,7235.25,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2020-03-18 18:00:00,2020-03,2020,-59.0,False,False,DOUBLE_STOP,7234.25,8.0,7242.5,7226.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,7235.0,7233.25,ORIGINAL_SURVIVOR_STOP,-39.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
93,2020-03-19 09:30,NY,2,7177.5,7190.25,501.0,9.0,NQ09B BUY NY N130 TP2,7177.0,7178.25,-59.0,9.0,NQ09B SELL NY STOP,2020-03-19 09:30:00,2020-03,2020,442.0,True,False,BUY_TARGET,7177.25,12.75,7190.25,7164.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,7178.0,7190.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
94,2020-03-19 18:00,WEEKDAY_PREMIUM,2,7177.25,7185.25,311.0,9.0,NQ09B BUY WEEKDAY 1800 D80,7176.75,7178.0,-59.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2020-03-19 18:00:00,2020-03,2020,252.0,True,False,BUY_TARGET,7177.0,8.0,7185.25,7168.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,7177.75,7185.25,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
95,2020-03-20 09:30,NY,2,7429.25,7428.0,-59.0,9.0,NQ09B BUY NY STOP,7428.75,7430.0,-59.0,9.0,NQ09B SELL NY STOP,2020-03-20 09:30:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,7429.0,12.75,7442.0,7416.0,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,7429.75,7428.0,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
96,2020-03-22 18:00,WEEKLY,2,6798.25,6797.0,-59.0,9.0,NQ09B BUY WEEKLY STOP,6797.75,6789.75,311.0,9.0,NQ09B SELL WEEKLY W80,2020-03-22 18:00:00,2020-03,2020,252.0,False,True,SELL_TARGET,6798.0,8.0,6806.25,6789.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,6797.25,6789.75,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
97,2020-03-23 09:30,NY,2,7000.0,6998.75,-59.0,9.0,NQ09B BUY NY STOP,6999.5,7000.75,-59.0,9.0,NQ09B SELL NY STOP,2020-03-23 09:30:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,6999.75,12.75,7012.75,6986.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,7000.5,6998.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
98,2020-03-23 18:00,WEEKDAY_WEAK,1,7006.0,7014.0,155.5,4.5,NQ09B BUY WEEKDAY 1800 D80,7005.5,7006.75,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2020-03-23 18:00:00,2020-03,2020,126.0,True,False,BUY_TARGET,7005.75,8.0,7014.0,6997.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,7006.5,7014.0,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
99,2020-03-24 09:30,NY,2,7379.5,7392.25,501.0,9.0,NQ09B BUY NY N130 TP2,7379.0,7380.25,-59.0,9.0,NQ09B SELL NY STOP,2020-03-24 09:30:00,2020-03,2020,442.0,True,False,BUY_TARGET,7379.25,12.75,7392.25,7366.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,7380.0,7392.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
100,2020-03-24 18:00,WEEKDAY_WEAK,1,7545.0,7553.0,155.5,4.5,NQ09B BUY WEEKDAY 1800 D80,7544.5,7545.75,-29.5,4.5,NQ09B SELL WEEKDAY 1800 STOP,2020-03-24 18:00:00,2020-03,2020,126.0,True,False,BUY_TARGET,7544.75,8.0,7553.0,7536.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,7545.5,7553.0,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
101,2020-03-25 09:30,NY,2,7555.5,7568.25,501.0,9.0,NQ09B BUY NY N130 TP2,7555.0,7556.25,-59.0,9.0,NQ09B SELL NY STOP,2020-03-25 09:30:00,2020-03,2020,442.0,True,False,BUY_TARGET,7555.25,12.75,7568.25,7542.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,BUY,7556.0,7568.25,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
102,2020-03-25 18:00,WEEKDAY_WEAK,1,7483.75,7482.5,-29.5,4.5,NQ09B BUY WEEKDAY 1800 STOP,7483.25,7475.25,155.5,4.5,NQ09B SELL WEEKDAY 1800 D80,2020-03-25 18:00:00,2020-03,2020,126.0,False,True,SELL_TARGET,7483.5,8.0,7491.75,7475.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,7482.75,7475.25,ORIGINAL_TARGET,145.5,19.5,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
103,2020-03-26 09:30,NY,2,7527.5,7526.25,-59.0,9.0,NQ09B BUY NY STOP,7527.0,7528.25,-59.0,9.0,NQ09B SELL NY STOP,2020-03-26 09:30:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,7527.25,12.75,7540.25,7514.25,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,7528.0,7526.25,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
104,2020-03-27 09:30,NY,2,7655.0,7653.75,-59.0,9.0,NQ09B BUY NY STOP,7654.5,7641.75,501.0,9.0,NQ09B SELL NY N130 TP2,2020-03-27 09:30:00,2020-03,2020,442.0,False,True,SELL_TARGET,7654.75,12.75,7667.75,7641.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,7654.0,7641.75,ORIGINAL_TARGET,481.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
105,2020-03-29 18:00,WEEKLY,2,7396.0,7394.75,-59.0,9.0,NQ09B BUY WEEKLY STOP,7395.5,7387.5,311.0,9.0,NQ09B SELL WEEKLY W80,2020-03-29 18:00:00,2020-03,2020,252.0,False,True,SELL_TARGET,7395.75,8.0,7404.0,7387.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,SELL,7395.0,7387.5,ORIGINAL_TARGET,291.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
106,2020-03-30 09:30,NY,2,7661.75,7660.5,-59.0,9.0,NQ09B BUY NY STOP,7661.25,7662.5,-59.0,9.0,NQ09B SELL NY STOP,2020-03-30 09:30:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,7661.5,12.75,7674.5,7648.5,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,7662.25,7660.5,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
107,2020-03-31 09:30,NY,2,7845.0,7843.75,-59.0,9.0,NQ09B BUY NY STOP,7844.5,7845.75,-59.0,9.0,NQ09B SELL NY STOP,2020-03-31 09:30:00,2020-03,2020,-118.0,False,False,DOUBLE_STOP,7844.75,12.75,7857.75,7831.75,CONTROL_DERIVED_0T_ENTRY_SLIP,0,EITHER_FIRST_PROOF,7845.5,7843.75,ORIGINAL_SURVIVOR_STOP,-79.0,39.0,CONTINUOUS_PATH_NO_HALT_OR_GAP,False
