case_id,mode,direction,proof_time_utc,proof_trigger,first_executable,chase_points,original_target,target_already_passed,decision
FF-STRESS-COVID-2020-03-16,STOP_MARKET_NO_CHASE_CAP,SELL,2020-03-16 13:45:01.014882989+00:00,7380.5,7304.0,76.5,7368.25,True,REJECT_ENTRY_TARGET_ALREADY_PASSED
FF-STRESS-COVID-2020-03-16,STOP_LIMIT_BAND_0.5P,SELL,2020-03-16 13:45:01.014882989+00:00,7380.5,7304.0,76.5,7368.25,True,SKIP_GAP_OUTSIDE_LIMIT_BAND
FF-STRESS-COVID-2020-03-16,STOP_LIMIT_BAND_1P,SELL,2020-03-16 13:45:01.014882989+00:00,7380.5,7304.0,76.5,7368.25,True,SKIP_GAP_OUTSIDE_LIMIT_BAND
FF-STRESS-COVID-2020-03-16,STOP_LIMIT_BAND_2P,SELL,2020-03-16 13:45:01.014882989+00:00,7380.5,7304.0,76.5,7368.25,True,SKIP_GAP_OUTSIDE_LIMIT_BAND
FF-STRESS-COVID-2020-03-16,STOP_LIMIT_BAND_4P,SELL,2020-03-16 13:45:01.014882989+00:00,7380.5,7304.0,76.5,7368.25,True,SKIP_GAP_OUTSIDE_LIMIT_BAND
