trade_number,entry_time_et,route,source_status,active_symbol,control_pair_net,profile,execution_mode,stop_mode,extra_ticks,status,direction,proof_time_utc,proof_trigger,entry_time_utc,entry_price,target,stop,trade_taken,exit_reason,exit_time_utc,exit_price,candidate_net,delta_vs_control,chase_points,spread,max_gap_before_proof_seconds,entry_index,limit_price
2175,2025-08-03 18:00,WEEKLY,VALIDATED_SOURCE,NQU5,-118.0,CTRL_1S_CAP_2P0,CONTROLLER_MARKET,ONE_POINT_FROM_FILL,0,RESOLVED,SELL,2025-08-03 22:00:00.090916277+00:00,22849.25,2025-08-03 22:00:01.109249673+00:00,22856.75,22840.0,22857.75,True,LIVE_STOP,2025-08-03 22:00:01.109249673+00:00,22860.25,-149.0,-31.0,0.0,3.5,0.05724138,,
2175,2025-08-03 18:00,WEEKLY,VALIDATED_SOURCE,NQU5,-118.0,CTRL_1S_CAP_2P0,CONTROLLER_MARKET,ONE_POINT_FROM_FILL,1,RESOLVED,SELL,2025-08-03 22:00:00.090916277+00:00,22849.25,2025-08-03 22:00:01.109249673+00:00,22856.5,22840.0,22857.5,True,LIVE_STOP,2025-08-03 22:00:01.109249673+00:00,22860.5,-169.0,-51.0,0.0,3.5,0.05724138,,
2175,2025-08-03 18:00,WEEKLY,VALIDATED_SOURCE,NQU5,-118.0,CTRL_1S_CAP_2P0,CONTROLLER_MARKET,ONE_POINT_FROM_FILL,2,RESOLVED,SELL,2025-08-03 22:00:00.090916277+00:00,22849.25,2025-08-03 22:00:01.109249673+00:00,22856.25,22840.0,22857.25,True,LIVE_STOP,2025-08-03 22:00:01.109249673+00:00,22860.75,-189.0,-71.0,0.0,3.5,0.05724138,,
2175,2025-08-03 18:00,WEEKLY,VALIDATED_SOURCE,NQU5,-118.0,CTRL_1S_CAP_2P0,CONTROLLER_MARKET,ONE_POINT_FROM_FILL,4,RESOLVED,SELL,2025-08-03 22:00:00.090916277+00:00,22849.25,2025-08-03 22:00:01.109249673+00:00,22855.75,22840.0,22856.75,True,LIVE_STOP,2025-08-03 22:00:01.109249673+00:00,22861.25,-229.0,-111.0,0.0,3.5,0.05724138,,
2176,2025-08-04 09:30,NY,VALIDATED_SOURCE,NQU5,-118.0,OCO_LIMIT_0P5_TTL_1S,OCO_STOP_LIMIT,ORIGINAL_SURVIVOR_STOP,0,RESOLVED,BUY,2025-08-04 13:30:00.001358323+00:00,23094.75,2025-08-04 13:30:00.001358323+00:00,23094.75,23110.25,23093.25,True,LIVE_STOP,2025-08-04 13:30:01.633650431+00:00,23093.25,-69.0,49.0,0.0,1.0,0.000786522,,
2176,2025-08-04 09:30,NY,VALIDATED_SOURCE,NQU5,-118.0,OCO_LIMIT_0P5_TTL_1S,OCO_STOP_LIMIT,ORIGINAL_SURVIVOR_STOP,1,RESOLVED,BUY,2025-08-04 13:30:00.001358323+00:00,23094.75,2025-08-04 13:30:00.001358323+00:00,23095.0,23110.25,23093.25,True,LIVE_STOP,2025-08-04 13:30:01.633650431+00:00,23093.0,-89.0,29.0,0.25,1.0,0.000786522,,
2176,2025-08-04 09:30,NY,VALIDATED_SOURCE,NQU5,-118.0,OCO_LIMIT_0P5_TTL_1S,OCO_STOP_LIMIT,ORIGINAL_SURVIVOR_STOP,2,RESOLVED,BUY,2025-08-04 13:30:00.001358323+00:00,23094.75,2025-08-04 13:30:00.001358323+00:00,23095.25,23110.25,23093.25,True,LIVE_STOP,2025-08-04 13:30:01.633650431+00:00,23092.75,-109.0,9.0,0.5,1.0,0.000786522,,
2176,2025-08-04 09:30,NY,VALIDATED_SOURCE,NQU5,-118.0,OCO_LIMIT_0P5_TTL_1S,OCO_STOP_LIMIT,ORIGINAL_SURVIVOR_STOP,4,RESOLVED,BUY,2025-08-04 13:30:00.001358323+00:00,23094.75,2025-08-04 13:30:00.001358323+00:00,23095.25,23110.25,23093.25,True,LIVE_STOP,2025-08-04 13:30:01.633650431+00:00,23092.25,-129.0,-11.0,0.5,1.0,0.000786522,,
2176,2025-08-04 09:30,NY,VALIDATED_SOURCE,NQU5,-118.0,OCO_LIMIT_0P5_TTL_1S,OCO_STOP_LIMIT,ONE_POINT_FROM_FILL,0,RESOLVED,BUY,2025-08-04 13:30:00.001358323+00:00,23094.75,2025-08-04 13:30:00.001358323+00:00,23094.75,23110.25,23093.75,True,LIVE_STOP,2025-08-04 13:30:00.001358323+00:00,23093.75,-49.0,69.0,0.0,1.0,0.000786522,,
2176,2025-08-04 09:30,NY,VALIDATED_SOURCE,NQU5,-118.0,OCO_LIMIT_0P5_TTL_1S,OCO_STOP_LIMIT,ONE_POINT_FROM_FILL,1,RESOLVED,BUY,2025-08-04 13:30:00.001358323+00:00,23094.75,2025-08-04 13:30:00.001358323+00:00,23095.0,23110.25,23094.0,True,LIVE_STOP,2025-08-04 13:30:00.001358323+00:00,23093.5,-69.0,49.0,0.25,1.0,0.000786522,,
2176,2025-08-04 09:30,NY,VALIDATED_SOURCE,NQU5,-118.0,OCO_LIMIT_0P5_TTL_1S,OCO_STOP_LIMIT,ONE_POINT_FROM_FILL,2,RESOLVED,BUY,2025-08-04 13:30:00.001358323+00:00,23094.75,2025-08-04 13:30:00.001358323+00:00,23095.25,23110.25,23094.25,True,LIVE_STOP,2025-08-04 13:30:00.001358323+00:00,23093.25,-89.0,29.0,0.5,1.0,0.000786522,,
