trade_number,entry_time,route,quantity,buy_net,buy_mfe,buy_commission,buy_exit_signal,sell_net,sell_mfe,sell_commission,sell_exit_signal,entry_dt,month,year,pair_net,survivor,loser,survivor_net,survivor_mfe,survivor_commission,survivor_exit_signal,loser_net,loser_mfe,loser_commission,old_loser_false_leak_screen,survivor_mfe_minus_net,survivor_commission_component,survivor_market_giveback_upper,single_survivor_structure,rank
808,2021-12-20 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2021-12-20 09:30:00,2021-12,2021,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,270
812,2021-12-26 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2021-12-26 18:00:00,2021-12,2021,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,271
816,2021-12-30 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2021-12-30 09:30:00,2021-12,2021,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,272
818,2022-01-02 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2022-01-02 18:00:00,2022-01,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,273
821,2022-01-05 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-05 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,274
823,2022-01-06 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-01-06 09:30:00,2022-01,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,275
825,2022-01-07 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-07 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,276
826,2022-01-09 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2022-01-09 18:00:00,2022-01,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,277
827,2022-01-10 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-10 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,278
829,2022-01-11 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-11 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,279
831,2022-01-13 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-13 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,280
834,2022-01-16 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,311.0,315.5,9.0,NQ09B SELL WEEKLY W80,2022-01-16 18:00:00,2022-01,2022,252.0,SELL,BUY,311.0,315.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,281
836,2022-01-18 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-18 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,282
840,2022-01-20 18:00,WEEKDAY_PREMIUM,2,-59.0,0.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,311.0,315.5,9.0,NQ09B SELL WEEKDAY 1800 D80,2022-01-20 18:00:00,2022-01,2022,252.0,SELL,BUY,311.0,315.5,9.0,NQ09B SELL WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,283
841,2022-01-21 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-01-21 09:30:00,2022-01,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,284
842,2022-01-23 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,311.0,315.5,9.0,NQ09B SELL WEEKLY W80,2022-01-23 18:00:00,2022-01,2022,252.0,SELL,BUY,311.0,315.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,285
843,2022-01-24 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-24 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,286
845,2022-01-25 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-01-25 09:30:00,2022-01,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,287
846,2022-01-25 18:00,WEEKDAY_PREMIUM,2,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2022-01-25 18:00:00,2022-01,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,288
847,2022-01-26 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-26 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,289
849,2022-01-27 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-27 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,290
850,2022-01-27 18:00,WEEKDAY_PREMIUM,2,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2022-01-27 18:00:00,2022-01,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,291
851,2022-01-28 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-28 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,292
852,2022-01-30 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2022-01-30 18:00:00,2022-01,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,293
853,2022-01-31 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-01-31 09:30:00,2022-01,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,294
857,2022-02-02 18:00,WEEKDAY_PREMIUM,2,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2022-02-02 18:00:00,2022-02,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,295
858,2022-02-03 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-02-03 09:30:00,2022-02,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,296
860,2022-02-04 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-02-04 09:30:00,2022-02,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,297
861,2022-02-06 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2022-02-06 18:00:00,2022-02,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,298
862,2022-02-07 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-02-07 09:30:00,2022-02,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,299
863,2022-02-08 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-02-08 09:30:00,2022-02,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,300
864,2022-02-09 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-02-09 09:30:00,2022-02,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,301
868,2022-02-13 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2022-02-13 18:00:00,2022-02,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,302
869,2022-02-14 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-02-14 09:30:00,2022-02,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,303
870,2022-02-15 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-02-15 09:30:00,2022-02,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,304
874,2022-02-17 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-02-17 09:30:00,2022-02,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,305
875,2022-02-18 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-02-18 09:30:00,2022-02,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,306
880,2022-02-23 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-02-23 09:30:00,2022-02,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,307
882,2022-02-24 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-02-24 09:30:00,2022-02,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,308
885,2022-02-27 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,311.0,315.5,9.0,NQ09B SELL WEEKLY W80,2022-02-27 18:00:00,2022-02,2022,252.0,SELL,BUY,311.0,315.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,309
887,2022-03-01 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-03-01 09:30:00,2022-03,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,310
888,2022-03-02 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-03-02 09:30:00,2022-03,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,311
889,2022-03-02 18:00,WEEKDAY_PREMIUM,2,-59.0,0.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,311.0,315.5,9.0,NQ09B SELL WEEKDAY 1800 D80,2022-03-02 18:00:00,2022-03,2022,252.0,SELL,BUY,311.0,315.5,9.0,NQ09B SELL WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,312
891,2022-03-04 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-03-04 09:30:00,2022-03,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,313
892,2022-03-06 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,311.0,315.5,9.0,NQ09B SELL WEEKLY W80,2022-03-06 18:00:00,2022-03,2022,252.0,SELL,BUY,311.0,315.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,314
893,2022-03-07 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-03-07 09:30:00,2022-03,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,315
895,2022-03-08 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-03-08 09:30:00,2022-03,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,316
896,2022-03-09 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-03-09 09:30:00,2022-03,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,317
898,2022-03-10 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-03-10 09:30:00,2022-03,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,318
900,2022-03-13 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,311.0,315.5,9.0,NQ09B SELL WEEKLY W80,2022-03-13 18:00:00,2022-03,2022,252.0,SELL,BUY,311.0,315.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,319
901,2022-03-14 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-03-14 09:30:00,2022-03,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,320
905,2022-03-17 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-03-17 09:30:00,2022-03,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,321
907,2022-03-18 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-03-18 09:30:00,2022-03,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,322
909,2022-03-21 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-03-21 09:30:00,2022-03,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,323
910,2022-03-22 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-03-22 09:30:00,2022-03,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,324
911,2022-03-23 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-03-23 09:30:00,2022-03,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,325
913,2022-03-25 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-03-25 09:30:00,2022-03,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,326
914,2022-03-27 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2022-03-27 18:00:00,2022-03,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,327
919,2022-04-01 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-04-01 09:30:00,2022-04,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,328
927,2022-04-11 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-04-11 09:30:00,2022-04,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,329
929,2022-04-13 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-04-13 09:30:00,2022-04,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,330
931,2022-04-17 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2022-04-17 18:00:00,2022-04,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,331
933,2022-04-19 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-04-19 09:30:00,2022-04,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,332
934,2022-04-20 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-04-20 09:30:00,2022-04,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,333
937,2022-04-22 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-04-22 09:30:00,2022-04,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,334
938,2022-04-24 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2022-04-24 18:00:00,2022-04,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,335
939,2022-04-25 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-04-25 09:30:00,2022-04,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,336
944,2022-04-28 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-04-28 09:30:00,2022-04,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,337
945,2022-04-28 18:00,WEEKDAY_PREMIUM,2,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2022-04-28 18:00:00,2022-04,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,338
946,2022-04-29 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-04-29 09:30:00,2022-04,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,339
947,2022-05-01 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2022-05-01 18:00:00,2022-05,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,340
948,2022-05-02 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-05-02 09:30:00,2022-05,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,341
954,2022-05-06 09:30,NY,2,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2022-05-06 09:30:00,2022-05,2022,442.0,BUY,SELL,501.0,505.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,342
955,2022-05-08 18:00,WEEKLY,2,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2022-05-08 18:00:00,2022-05,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,343
956,2022-05-09 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-05-09 09:30:00,2022-05,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,344
957,2022-05-10 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-05-10 09:30:00,2022-05,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,345
959,2022-05-11 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-05-11 09:30:00,2022-05,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,346
960,2022-05-12 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,2022-05-12 09:30:00,2022-05,2022,442.0,SELL,BUY,501.0,505.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,347
961,2022-05-12 18:00,WEEKDAY_PREMIUM,2,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2022-05-12 18:00:00,2022-05,2022,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,348
