trade_number,entry_time,route,quantity,buy_net,buy_mfe,buy_commission,buy_exit_signal,sell_net,sell_mfe,sell_commission,sell_exit_signal,entry_dt,month,year,pair_net,survivor,loser,survivor_net,survivor_mfe,survivor_commission,survivor_exit_signal,loser_net,loser_mfe,loser_commission,old_loser_false_leak_screen,survivor_mfe_minus_net,survivor_commission_component,survivor_market_giveback_upper,single_survivor_structure,rank
1679,2024-05-01 18:00,WEEKDAY_PREMIUM,2,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2024-05-01 18:00:00,2024-05,2024,252.0,BUY,SELL,311.0,315.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,633
1680,2024-05-02 09:30,NY,2,511.0,515.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-05-02 09:30:00,2024-05,2024,452.0,BUY,SELL,511.0,515.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,634
1683,2024-05-05 18:00,WEEKLY,2,321.0,325.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-05-05 18:00:00,2024-05,2024,262.0,BUY,SELL,321.0,325.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,635
1685,2024-05-07 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,531.0,535.5,9.0,NQ09B SELL NY N130 TP2,2024-05-07 09:30:00,2024-05,2024,472.0,SELL,BUY,531.0,535.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,636
1687,2024-05-09 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,531.0,535.5,9.0,NQ09B SELL NY N130 TP2,2024-05-09 09:30:00,2024-05,2024,472.0,SELL,BUY,531.0,535.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,637
1688,2024-05-10 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,2024-05-10 09:30:00,2024-05,2024,482.0,SELL,BUY,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,638
1692,2024-05-15 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,2024-05-15 09:30:00,2024-05,2024,482.0,SELL,BUY,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,639
1695,2024-05-19 18:00,WEEKLY,2,331.0,335.5,9.0,NQ09B BUY WEEKLY W80,-59.0,5.5,9.0,NQ09B SELL WEEKLY STOP,2024-05-19 18:00:00,2024-05,2024,272.0,BUY,SELL,331.0,335.5,9.0,NQ09B BUY WEEKLY W80,-59.0,5.5,9.0,64.5,4.5,4.5,0.0,True,640
1705,2024-05-28 09:30,NY,2,541.0,545.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-05-28 09:30:00,2024-05,2024,482.0,BUY,SELL,541.0,545.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,641
1712,2024-06-03 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,2024-06-03 09:30:00,2024-06,2024,482.0,SELL,BUY,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,642
1717,2024-06-07 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,551.0,555.5,9.0,NQ09B SELL NY N130 TP2,2024-06-07 09:30:00,2024-06,2024,492.0,SELL,BUY,551.0,555.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,643
1718,2024-06-09 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,341.0,345.5,9.0,NQ09B SELL WEEKLY W80,2024-06-09 18:00:00,2024-06,2024,282.0,SELL,BUY,341.0,345.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,644
1721,2024-06-12 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,551.0,555.5,9.0,NQ09B SELL NY N130 TP2,2024-06-12 09:30:00,2024-06,2024,492.0,SELL,BUY,551.0,555.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,645
1726,2024-06-16 18:00,WEEKLY,2,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-06-16 18:00:00,2024-06,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,646
1727,2024-06-17 09:30,NY,2,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-06-17 09:30:00,2024-06,2024,512.0,BUY,SELL,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,647
1732,2024-06-23 18:00,WEEKLY,2,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-06-23 18:00:00,2024-06,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,648
1740,2024-06-30 18:00,WEEKLY,2,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-06-30 18:00:00,2024-06,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,649
1744,2024-07-03 09:30,NY,2,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-07-03 09:30:00,2024-07,2024,512.0,BUY,SELL,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,650
1748,2024-07-07 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,351.0,355.5,9.0,NQ09B SELL WEEKLY W80,2024-07-07 18:00:00,2024-07,2024,292.0,SELL,BUY,351.0,355.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,651
1754,2024-07-12 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,581.0,585.5,9.0,NQ09B SELL NY N130 TP2,2024-07-12 09:30:00,2024-07,2024,522.0,SELL,BUY,581.0,585.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,652
1755,2024-07-14 18:00,WEEKLY,2,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-07-14 18:00:00,2024-07,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,653
1757,2024-07-16 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,581.0,585.5,9.0,NQ09B SELL NY N130 TP2,2024-07-16 09:30:00,2024-07,2024,522.0,SELL,BUY,581.0,585.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,654
1761,2024-07-19 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,571.0,575.5,9.0,NQ09B SELL NY N130 TP2,2024-07-19 09:30:00,2024-07,2024,512.0,SELL,BUY,571.0,575.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,655
1762,2024-07-21 18:00,WEEKLY,2,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-07-21 18:00:00,2024-07,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,656
1764,2024-07-23 09:30,NY,2,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-07-23 09:30:00,2024-07,2024,512.0,BUY,SELL,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,657
1775,2024-07-31 09:30,NY,2,551.0,555.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-07-31 09:30:00,2024-07,2024,492.0,BUY,SELL,551.0,555.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,658
1776,2024-07-31 18:00,WEEKDAY_PREMIUM,2,-59.0,0.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,341.0,345.5,9.0,NQ09B SELL WEEKDAY 1800 D80,2024-07-31 18:00:00,2024-07,2024,282.0,SELL,BUY,341.0,345.5,9.0,NQ09B SELL WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,659
1778,2024-08-01 18:00,WEEKDAY_PREMIUM,2,-59.0,0.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,341.0,345.5,9.0,NQ09B SELL WEEKDAY 1800 D80,2024-08-01 18:00:00,2024-08,2024,282.0,SELL,BUY,341.0,345.5,9.0,NQ09B SELL WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,660
1780,2024-08-04 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,331.0,335.5,9.0,NQ09B SELL WEEKLY W80,2024-08-04 18:00:00,2024-08,2024,272.0,SELL,BUY,331.0,335.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,661
1781,2024-08-05 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,511.0,515.5,9.0,NQ09B SELL NY N130 TP2,2024-08-05 09:30:00,2024-08,2024,452.0,SELL,BUY,511.0,515.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,662
1785,2024-08-07 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,2024-08-07 09:30:00,2024-08,2024,482.0,SELL,BUY,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,663
1787,2024-08-08 09:30,NY,2,531.0,535.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-08-08 09:30:00,2024-08,2024,472.0,BUY,SELL,531.0,535.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,664
1788,2024-08-09 09:30,NY,2,541.0,545.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-08-09 09:30:00,2024-08,2024,482.0,BUY,SELL,541.0,545.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,665
1789,2024-08-11 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,331.0,335.5,9.0,NQ09B SELL WEEKLY W80,2024-08-11 18:00:00,2024-08,2024,272.0,SELL,BUY,331.0,335.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,666
1792,2024-08-14 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,551.0,555.5,9.0,NQ09B SELL NY N130 TP2,2024-08-14 09:30:00,2024-08,2024,492.0,SELL,BUY,551.0,555.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,667
1793,2024-08-15 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,551.0,555.5,9.0,NQ09B SELL NY N130 TP2,2024-08-15 09:30:00,2024-08,2024,492.0,SELL,BUY,551.0,555.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,668
1795,2024-08-18 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,351.0,355.5,9.0,NQ09B SELL WEEKLY W80,2024-08-18 18:00:00,2024-08,2024,292.0,SELL,BUY,351.0,355.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,669
1802,2024-08-25 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,351.0,355.5,9.0,NQ09B SELL WEEKLY W80,2024-08-25 18:00:00,2024-08,2024,292.0,SELL,BUY,351.0,355.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,670
1803,2024-08-26 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,571.0,575.5,9.0,NQ09B SELL NY N130 TP2,2024-08-26 09:30:00,2024-08,2024,512.0,SELL,BUY,571.0,575.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,671
1804,2024-08-27 09:30,NY,2,551.0,555.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-08-27 09:30:00,2024-08,2024,492.0,BUY,SELL,551.0,555.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,672
1806,2024-08-28 18:00,WEEKDAY_PREMIUM,2,-59.0,0.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,341.0,345.5,9.0,NQ09B SELL WEEKDAY 1800 D80,2024-08-28 18:00:00,2024-08,2024,282.0,SELL,BUY,341.0,345.5,9.0,NQ09B SELL WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,673
1807,2024-08-29 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,551.0,555.5,9.0,NQ09B SELL NY N130 TP2,2024-08-29 09:30:00,2024-08,2024,492.0,SELL,BUY,551.0,555.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,674
1808,2024-08-30 09:30,NY,2,551.0,555.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-08-30 09:30:00,2024-08,2024,492.0,BUY,SELL,551.0,555.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,675
1809,2024-09-01 18:00,WEEKLY,2,341.0,345.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-09-01 18:00:00,2024-09,2024,282.0,BUY,SELL,341.0,345.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,676
1814,2024-09-04 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,2024-09-04 09:30:00,2024-09,2024,482.0,SELL,BUY,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,677
1817,2024-09-06 09:30,NY,2,541.0,545.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-09-06 09:30:00,2024-09,2024,482.0,BUY,SELL,541.0,545.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,678
1819,2024-09-09 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,2024-09-09 09:30:00,2024-09,2024,482.0,SELL,BUY,541.0,545.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,679
1822,2024-09-12 09:30,NY,2,551.0,555.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-09-12 09:30:00,2024-09,2024,492.0,BUY,SELL,551.0,555.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,680
1827,2024-09-17 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,571.0,575.5,9.0,NQ09B SELL NY N130 TP2,2024-09-17 09:30:00,2024-09,2024,512.0,SELL,BUY,571.0,575.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,681
1834,2024-09-24 09:30,NY,2,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-09-24 09:30:00,2024-09,2024,512.0,BUY,SELL,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,682
1838,2024-09-29 18:00,WEEKLY,2,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-09-29 18:00:00,2024-09,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,683
1840,2024-09-30 18:00,WEEKDAY_PREMIUM,2,351.0,355.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2024-09-30 18:00:00,2024-09,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,684
1843,2024-10-02 09:30,NY,2,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-10-02 09:30:00,2024-10,2024,512.0,BUY,SELL,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,685
1845,2024-10-03 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,571.0,575.5,9.0,NQ09B SELL NY N130 TP2,2024-10-03 09:30:00,2024-10,2024,512.0,SELL,BUY,571.0,575.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,686
1846,2024-10-03 18:00,WEEKDAY_PREMIUM,2,-59.0,0.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,351.0,355.5,9.0,NQ09B SELL WEEKDAY 1800 D80,2024-10-03 18:00:00,2024-10,2024,292.0,SELL,BUY,351.0,355.5,9.0,NQ09B SELL WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,687
1848,2024-10-06 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,351.0,355.5,9.0,NQ09B SELL WEEKLY W80,2024-10-06 18:00:00,2024-10,2024,292.0,SELL,BUY,351.0,355.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,688
1849,2024-10-07 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,571.0,575.5,9.0,NQ09B SELL NY N130 TP2,2024-10-07 09:30:00,2024-10,2024,512.0,SELL,BUY,571.0,575.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,689
1854,2024-10-10 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,581.0,585.5,9.0,NQ09B SELL NY N130 TP2,2024-10-10 09:30:00,2024-10,2024,522.0,SELL,BUY,581.0,585.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,690
1864,2024-10-20 18:00,WEEKLY,2,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-10-20 18:00:00,2024-10,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,691
1866,2024-10-22 09:30,NY,2,581.0,585.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-10-22 09:30:00,2024-10,2024,522.0,BUY,SELL,581.0,585.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,692
1867,2024-10-23 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,581.0,585.5,9.0,NQ09B SELL NY N130 TP2,2024-10-23 09:30:00,2024-10,2024,522.0,SELL,BUY,581.0,585.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,693
1872,2024-10-27 18:00,WEEKLY,2,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-10-27 18:00:00,2024-10,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,694
1874,2024-10-29 09:30,NY,2,581.0,585.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-10-29 09:30:00,2024-10,2024,522.0,BUY,SELL,581.0,585.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,695
1876,2024-10-30 18:00,WEEKDAY_PREMIUM,2,351.0,355.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,NQ09B SELL WEEKDAY 1800 STOP,2024-10-30 18:00:00,2024-10,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,696
1880,2024-11-03 18:00,WEEKLY,2,-59.0,0.0,9.0,NQ09B BUY WEEKLY STOP,351.0,355.5,9.0,NQ09B SELL WEEKLY W80,2024-11-03 18:00:00,2024-11,2024,292.0,SELL,BUY,351.0,355.5,9.0,NQ09B SELL WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,697
1881,2024-11-04 09:30,NY,2,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-11-04 09:30:00,2024-11,2024,512.0,BUY,SELL,571.0,575.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,698
1885,2024-11-06 18:00,WEEKDAY_PREMIUM,2,-59.0,0.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,351.0,355.5,9.0,NQ09B SELL WEEKDAY 1800 D80,2024-11-06 18:00:00,2024-11,2024,292.0,SELL,BUY,351.0,355.5,9.0,NQ09B SELL WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,699
1887,2024-11-08 09:30,NY,2,591.0,595.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-11-08 09:30:00,2024-11,2024,532.0,BUY,SELL,591.0,595.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,700
1896,2024-11-15 09:30,NY,2,581.0,585.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-11-15 09:30:00,2024-11,2024,522.0,BUY,SELL,581.0,585.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,701
1897,2024-11-17 18:00,WEEKLY,2,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,NQ09B SELL WEEKLY STOP,2024-11-17 18:00:00,2024-11,2024,292.0,BUY,SELL,351.0,355.5,9.0,NQ09B BUY WEEKLY W80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,702
1901,2024-11-20 18:00,WEEKDAY_PREMIUM,2,-59.0,0.0,9.0,NQ09B BUY WEEKDAY 1800 STOP,351.0,355.5,9.0,NQ09B SELL WEEKDAY 1800 D80,2024-11-20 18:00:00,2024-11,2024,292.0,SELL,BUY,351.0,355.5,9.0,NQ09B SELL WEEKDAY 1800 D80,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,703
1902,2024-11-21 09:30,NY,2,581.0,585.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-11-21 09:30:00,2024-11,2024,522.0,BUY,SELL,581.0,585.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,704
1904,2024-11-22 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,581.0,585.5,9.0,NQ09B SELL NY N130 TP2,2024-11-22 09:30:00,2024-11,2024,522.0,SELL,BUY,581.0,585.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,705
1910,2024-11-28 09:30,NY,2,581.0,585.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-11-28 09:30:00,2024-11,2024,522.0,BUY,SELL,581.0,585.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,706
1913,2024-12-02 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,591.0,595.5,9.0,NQ09B SELL NY N130 TP2,2024-12-02 09:30:00,2024-12,2024,532.0,SELL,BUY,591.0,595.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,707
1915,2024-12-03 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,591.0,595.5,9.0,NQ09B SELL NY N130 TP2,2024-12-03 09:30:00,2024-12,2024,532.0,SELL,BUY,591.0,595.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,708
1916,2024-12-04 09:30,NY,2,-59.0,0.0,9.0,NQ09B BUY NY STOP,591.0,595.5,9.0,NQ09B SELL NY N130 TP2,2024-12-04 09:30:00,2024-12,2024,532.0,SELL,BUY,591.0,595.5,9.0,NQ09B SELL NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,709
1917,2024-12-05 09:30,NY,2,591.0,595.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,NQ09B SELL NY STOP,2024-12-05 09:30:00,2024-12,2024,532.0,BUY,SELL,591.0,595.5,9.0,NQ09B BUY NY N130 TP2,-59.0,0.0,9.0,59.0,4.5,4.5,0.0,True,710
