path,name,size_bytes,size_human,mtime,sha256,classification,csv_rows,columns,first_time,last_time,date_tokens,integrity_status,notes,block_hint,actual_schema,authority_type,authority_label,authority_rank,rows,start_utc,end_utc,decode_status,decode_error
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\manifest.json,manifest.json,19386,18.93 KB,2026-08-06T02:24:21.187761,C0F8F276AE79AF10498DC5F624C72CAFD8818EEA82D64764DE0F17BA576AC88B,MARKET_DATA_OTHER,,,,,,PASS,,SEP_2025,,,,-1,,,,,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\metadata.json,metadata.json,684,684.00 B,2026-08-06T02:24:21.148616,96B0F1BF0AA95A2D54AE01649F89BD3BFA90A672C09210E9D2D0EFAB272A3BE4,MARKET_DATA_OTHER,,,,,,PASS,,SEP_2025,,,,-1,,,,,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\condition.json,condition.json,242,242.00 B,2026-08-06T01:00:42.547145,5636C9660516029BA5F29A62BD74034332CF1A05DEA9272C0275652828EE3CBE,MARKET_DATA_OTHER,,,,,,PASS,,COVID_2020,,,,-1,,,,,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQH0-NQM0.dbn.zst,glbx-mdp3-20200316.tbbo.NQH0-NQM0.dbn.zst,624912,610.27 KB,2026-08-06T01:00:42.556163,FFF496109991EBBA4559E7813FCBA3626B2F99F400547E2371DDC7D6CE33D497,DBN_HIGH_DETAIL,,,1584316800000000000,1584403200000000000,2020-03-16,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,27426,2020-03-16T00:03:59.557972357+00:00,2020-03-16T23:59:23.610166781+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQH0-NQU0.dbn.zst,glbx-mdp3-20200316.tbbo.NQH0-NQU0.dbn.zst,630,630.00 B,2026-08-06T01:00:42.555160,706DCD0C9FC25DD26A7BB4C7C7BDE20430EF63381FAED6A83115374C7FC92F78,DBN_HIGH_DETAIL,,,1584316800000000000,1584403200000000000,2020-03-16,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,21,2020-03-16T14:13:11.040624879+00:00,2020-03-16T16:50:00.162234343+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQH0.dbn.zst,glbx-mdp3-20200316.tbbo.NQH0.dbn.zst,3854039,3.68 MB,2026-08-06T01:00:42.555160,19F521C6A38890CFD33C66012064D6452DC35C7FEE08317895F35DA63F6DDC62,DBN_HIGH_DETAIL,,,1584316800000000000,1584403200000000000,2020-03-16,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,171689,2020-03-16T00:01:25.720418855+00:00,2020-03-16T23:59:58.650835447+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQM0-NQU0.dbn.zst,glbx-mdp3-20200316.tbbo.NQM0-NQU0.dbn.zst,2722,2.66 KB,2026-08-06T01:00:42.548206,290FE3729D6661AEB4F817BDAE239D5B79AF369EF4A845ADA77373CF58E23649,DBN_HIGH_DETAIL,,,1584316800000000000,1584403200000000000,2020-03-16,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,93,2020-03-16T13:56:28.487019741+00:00,2020-03-16T20:36:26.669934727+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQM0.dbn.zst,glbx-mdp3-20200316.tbbo.NQM0.dbn.zst,5626873,5.37 MB,2026-08-06T01:00:42.552692,09752B2571A02DE3ADFD7DF8F0E704504DA5199A9732D19CAAB3933ED3B35861,DBN_HIGH_DETAIL,,,1584316800000000000,1584403200000000000,2020-03-16,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,254934,2020-03-16T00:01:00.030733251+00:00,2020-03-16T23:59:58.624015667+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQU0.dbn.zst,glbx-mdp3-20200316.tbbo.NQU0.dbn.zst,7780,7.60 KB,2026-08-06T01:00:42.549207,2447B6A79127A3104FB0B00F35D2BF75022E9BD84C8E04961A8B64CE3073267E,DBN_HIGH_DETAIL,,,1584316800000000000,1584403200000000000,2020-03-16,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,334,2020-03-16T13:50:09.045880229+00:00,2020-03-16T22:53:39.919043555+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQH0-NQM0.dbn.zst,glbx-mdp3-20200317.tbbo.NQH0-NQM0.dbn.zst,545828,533.04 KB,2026-08-06T01:00:42.566578,D970A37901494E1580FB2F9C5D010C123B40C3D5F6B7928D2DE46B7FF92314E3,DBN_HIGH_DETAIL,,,1584403200000000000,1584489600000000000,2020-03-17,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,24260,2020-03-17T00:01:35.953730651+00:00,2020-03-17T23:59:28.462008283+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQH0.dbn.zst,glbx-mdp3-20200317.tbbo.NQH0.dbn.zst,3992833,3.81 MB,2026-08-06T01:00:42.565577,D20FBAC24E3603ADF04508617482C032F91D5C45CF1B85353DDCCF3F19BBAE1C,DBN_HIGH_DETAIL,,,1584403200000000000,1584489600000000000,2020-03-17,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,173079,2020-03-17T00:00:00.011624105+00:00,2020-03-17T23:59:58.369495131+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQM0-NQU0.dbn.zst,glbx-mdp3-20200317.tbbo.NQM0-NQU0.dbn.zst,703,703.00 B,2026-08-06T01:00:42.556163,ACC49970A6351861490ED6AE03A01E83722E7063AB985EA48C6C428643A81831,DBN_HIGH_DETAIL,,,1584403200000000000,1584489600000000000,2020-03-17,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,17,2020-03-17T13:50:15.379422069+00:00,2020-03-17T20:44:08.996582695+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQM0-NQZ0.dbn.zst,glbx-mdp3-20200317.tbbo.NQM0-NQZ0.dbn.zst,287,287.00 B,2026-08-06T01:00:42.565577,9C9B5D10CD27BADD52CC16089CF0908293FC59EBC56D9F9D15333A69CFC11017,DBN_HIGH_DETAIL,,,1584403200000000000,1584489600000000000,2020-03-17,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,8,2020-03-17T09:53:58.529254497+00:00,2020-03-17T14:43:06.600022219+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQM0.dbn.zst,glbx-mdp3-20200317.tbbo.NQM0.dbn.zst,7748435,7.39 MB,2026-08-06T01:00:42.562067,99BA47437C2102A7F2A171E1D78970BB2924891EA4CA28872394DA75DD9DFE15,DBN_HIGH_DETAIL,,,1584403200000000000,1584489600000000000,2020-03-17,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,346487,2020-03-17T00:00:00.011432283+00:00,2020-03-17T23:59:59.448129923+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200317.tbbo.NQU0.dbn.zst,glbx-mdp3-20200317.tbbo.NQU0.dbn.zst,1087,1.06 KB,2026-08-06T01:00:42.557471,A44DF884EE1FDBAD097C629E624C257B0D44A4EC677BB07C78A13BE020B59BC2,DBN_HIGH_DETAIL,,,1584403200000000000,1584489600000000000,2020-03-17,PASS,DBN_SCHEMA:tbbo;,COVID_2020,tbbo,TBBO,L1_TRADE_SPACE_AUTHORITY,2,26,2020-03-17T12:55:12.300453819+00:00,2020-03-17T23:28:21.580404223+00:00,PASS,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\manifest.json,manifest.json,7101,6.93 KB,2026-08-06T01:00:42.566578,039229086B3373BC4FE7F193DDEDD59095712DD2C52F419A11920D26C4EC8AC1,MARKET_DATA_OTHER,,,,,,PASS,,COVID_2020,,,,-1,,,,,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\metadata.json,metadata.json,684,684.00 B,2026-08-06T01:00:42.548206,A1ED315D3B58E0B2B8D3028C198CAB0F7D02BADC8B0A0B561D1ACC51211EB222,MARKET_DATA_OTHER,,,,,,PASS,,COVID_2020,,,,-1,,,,,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\NQH0_TBBO.parquet,NQH0_TBBO.parquet,4185530,3.99 MB,2026-08-06T01:00:44.959229,B2BF60C4FC95CA4786FFF7ACDC7DF406E707AD5DB120DDAE4EAE5565F8A5EBEA,TBBO_HIGH_DETAIL,344115,ts_event|symbol|price|size|bid|ask|spread_points|source_file,,,,PASS,,COVID_2020,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,344115,2020-03-16T00:01:25.720418855+00:00,2020-03-17T23:59:58.369495131+00:00,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\NQM0_TBBO.parquet,NQM0_TBBO.parquet,6882376,6.56 MB,2026-08-06T01:00:45.360750,A0229C311DAB7B891393715719AAE83935DF806551EE597396F78FC4E611FDB5,TBBO_HIGH_DETAIL,599291,ts_event|symbol|price|size|bid|ask|spread_points|source_file,,,,PASS,,COVID_2020,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,599291,2020-03-16T00:01:00.030733251+00:00,2020-03-17T23:59:59.448129923+00:00,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\NQU0_TBBO.parquet,NQU0_TBBO.parquet,11700,11.43 KB,2026-08-06T01:00:45.367400,39C2F74A9BBC433BFF9A1DDB1B1DA10E02619536F5B920F7E9231B09BCF662AB,TBBO_HIGH_DETAIL,360,ts_event|symbol|price|size|bid|ask|spread_points|source_file,,,,PASS,,COVID_2020,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,360,2020-03-16T13:50:09.045880229+00:00,2020-03-17T23:28:21.580404223+00:00,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\surgical\COVID_FILL_SCENARIOS_2NQ.csv,COVID_FILL_SCENARIOS_2NQ.csv,864,864.00 B,2026-08-06T01:31:42.997976,D306F51BF86D41BA6E635C1CC8B75DCC5B6A586FEC1422DD219488ACC11C5A5B,MARKET_DATA_OTHER,6,scenario|exit_price|timestamp|estimated_buy_net_2_nq|note,2020-03-16T13:45:01+00:00,,,PASS,,COVID_2020,,,,-1,,,,,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\surgical\NQM0_1320_TO_1400_TBBO.parquet,NQM0_1320_TO_1400_TBBO.parquet,391955,382.77 KB,2026-08-06T01:31:42.995976,2AE32159C3FEE76E64B3BA28C8A82931C71780383F20935D3B023B33EBB1EBBA,TBBO_HIGH_DETAIL,14686,ts_event_utc|ts_recv_utc|price|size|bid|ask|spread_points|quote_state|action|side|flags|sequence|publisher_id|instrument_id|rtype|source_file,,,,PASS,,COVID_2020,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,14686,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\COVID_2020_03_16\surgical\NQM0_1344_TO_1347_RAW_EVENTS.csv,NQM0_1344_TO_1347_RAW_EVENTS.csv,681394,665.42 KB,2026-08-06T01:31:42.975818,8F52D8C68997AFA94D294798969DAE644548DFDE1795BFEB143EDF4A65701BBC,TBBO_LIKE_CSV,2724,ts_event_utc|ts_recv_utc|price|size|bid|ask|spread_points|quote_state|action|side|flags|sequence|publisher_id|instrument_id|rtype|source_file,,,,PASS,,COVID_2020,CSV,OTHER,NO_BOOK_AUTHORITY,0,2724,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250803_1800_WEEKLY_NQU5.parquet,20250803_1800_WEEKLY_NQU5.parquet,158055,154.35 KB,2026-08-06T02:24:21.296832,C9B54BC196555761AE5EAAB90C36F3099FFE0CC4AAA0D0D900421F6025371E42,COLUMNAR_MARKET_DATA,5919,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-03,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,5919,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250804_0930_NY_NQU5.parquet,20250804_0930_NY_NQU5.parquet,1440863,1.37 MB,2026-08-06T02:24:22.138128,6D4BB9B25ACFF2B53654433399E9BA7497BB8098670A995128CF9AA52F7BB016,COLUMNAR_MARKET_DATA,53489,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-04,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,53489,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250804_1800_WEEKDAY_PREMIUM_NQU5.parquet,20250804_1800_WEEKDAY_PREMIUM_NQU5.parquet,59073,57.69 KB,2026-08-06T02:24:22.158483,93D89DB40EA7D54096CAE9B9431A2D5009405DF849A775AF3D93801719CEBFF9,COLUMNAR_MARKET_DATA,1976,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-04,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,1976,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250805_0930_NY_NQU5.parquet,20250805_0930_NY_NQU5.parquet,1256143,1.20 MB,2026-08-06T02:24:23.150185,948EEB1A62788F2525C511B68DCB61705411D4DEB14195D50E2C671D1E9A84ED,COLUMNAR_MARKET_DATA,47553,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-05,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,47553,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250805_1800_WEEKDAY_PREMIUM_NQU5.parquet,20250805_1800_WEEKDAY_PREMIUM_NQU5.parquet,117966,115.20 KB,2026-08-06T02:24:23.172112,5709E26D17F13588A3285F6C419A29D8A2A827997B46D921BC55E7224D1DA45D,COLUMNAR_MARKET_DATA,4399,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-05,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,4399,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250806_0930_NY_NQU5.parquet,20250806_0930_NY_NQU5.parquet,1525594,1.45 MB,2026-08-06T02:24:24.152972,6F64CB29A18B9A5775A14943111FD2CE71DF07A7AA4493309992C9A8A3CC0E53,COLUMNAR_MARKET_DATA,57238,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-06,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,57238,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250807_0930_NY_NQU5.parquet,20250807_0930_NY_NQU5.parquet,1408108,1.34 MB,2026-08-06T02:24:25.216229,A79E0841AC5C0289A9BE999572517BC0212C06C5036EC4938F215F4F1660ABD2,COLUMNAR_MARKET_DATA,53165,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-07,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,53165,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250807_1800_WEEKDAY_WEAK_NQU5.parquet,20250807_1800_WEEKDAY_WEAK_NQU5.parquet,79500,77.64 KB,2026-08-06T02:24:25.238697,6A20A87AE27B85DD061E8DF8C7D19F358602956DBBBC38611428917D1CC40982,COLUMNAR_MARKET_DATA,2776,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-07,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,2776,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250808_0930_NY_NQU5.parquet,20250808_0930_NY_NQU5.parquet,1150138,1.10 MB,2026-08-06T02:24:26.001760,D7B99BC3E62D192C670651A875538C90E872B4A08E5FC6B3FAEF86FE30F66F17,COLUMNAR_MARKET_DATA,42385,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-08,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,42385,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250810_1800_WEEKLY_NQU5.parquet,20250810_1800_WEEKLY_NQU5.parquet,93694,91.50 KB,2026-08-06T02:24:26.057252,485B3ABD5BF36A59423E615EFDFBE80FC9D2A9BD7A40438ACB426DE500CC9380,COLUMNAR_MARKET_DATA,3478,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-10,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,3478,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250811_0930_NY_NQU5.parquet,20250811_0930_NY_NQU5.parquet,1097999,1.05 MB,2026-08-06T02:24:26.803432,D3D6F8D96DDAF2BEE65902E0BCAEE447E981D02FC66254AECA62383FD92A60B1,COLUMNAR_MARKET_DATA,40965,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-11,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,40965,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250812_0930_NY_NQU5.parquet,20250812_0930_NY_NQU5.parquet,1715095,1.64 MB,2026-08-06T02:24:27.685878,7132E1DF8E451F2B898FB06C488681C76C5F3EB2658F915163EC3BBEC15672B7,COLUMNAR_MARKET_DATA,64094,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-12,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,64094,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250812_1800_WEEKDAY_WEAK_NQU5.parquet,20250812_1800_WEEKDAY_WEAK_NQU5.parquet,47010,45.91 KB,2026-08-06T02:24:27.705703,2CD819AB147A7C075F1BBCA63AE251057367244E0B69401DEF5AFEF1AA91CCF9,COLUMNAR_MARKET_DATA,1518,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-12,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,1518,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250813_0930_NY_NQU5.parquet,20250813_0930_NY_NQU5.parquet,1167717,1.11 MB,2026-08-06T02:24:28.508380,065E04EF092D46ADCDEC2533E927967F577C6E0BF2C90FA54B2D371B17902DF0,COLUMNAR_MARKET_DATA,44346,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-13,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,44346,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250814_0930_NY_NQU5.parquet,20250814_0930_NY_NQU5.parquet,1312541,1.25 MB,2026-08-06T02:24:29.379545,45DF56940107A8EFC2C59729C9EA9D1F9DCF24753E79F3468FB437A0AAAFCADB,COLUMNAR_MARKET_DATA,49043,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-14,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,49043,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250814_1800_WEEKDAY_WEAK_NQU5.parquet,20250814_1800_WEEKDAY_WEAK_NQU5.parquet,49421,48.26 KB,2026-08-06T02:24:29.404888,6150AFCC4EAE6AF270A5CB6EF0EEF19C2DD5DA6E70191E2DB5680638BBD30AC3,COLUMNAR_MARKET_DATA,1687,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-14,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,1687,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250815_0930_NY_NQU5.parquet,20250815_0930_NY_NQU5.parquet,1453281,1.39 MB,2026-08-06T02:24:30.171355,140DEDFF578C23106F8D9573671B883F63A29FD2C497809B34A9BE33140EB35A,COLUMNAR_MARKET_DATA,54682,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-08-15,PASS,,AUG_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,54682,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250914_1800_WEEKLY_NQU5.parquet,20250914_1800_WEEKLY_NQU5.parquet,49716,48.55 KB,2026-08-06T02:24:30.267965,D24FA04A6938D71291978EB04131589BF19CE0267CEDB2B779748658F05931F6,COLUMNAR_MARKET_DATA,1679,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-09-14,PASS,,AUG_2025|SEP_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,1679,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250915_0930_NY_NQZ5.parquet,20250915_0930_NY_NQZ5.parquet,757092,739.35 KB,2026-08-06T02:24:31.189071,040E84E5A4906FB1567125A68765AA3B5E31F20A2B282C083C4B065C8DFA2B11,COLUMNAR_MARKET_DATA,27289,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-09-15,PASS,,AUG_2025|SEP_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,27289,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250916_0930_NY_NQZ5.parquet,20250916_0930_NY_NQZ5.parquet,1013346,989.60 KB,2026-08-06T02:24:32.038677,AC430346A6B246C99E2C5838E46718E258C84E659230ECB2BEBE1292278E8940,COLUMNAR_MARKET_DATA,37721,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-09-16,PASS,,AUG_2025|SEP_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,37721,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250917_0930_NY_NQZ5.parquet,20250917_0930_NY_NQZ5.parquet,1203271,1.15 MB,2026-08-06T02:24:33.336119,B58CD9D657333A3EF3BA1FFA7ADE15B572FAD330DAD57B80545E30EBFB7F8782,COLUMNAR_MARKET_DATA,44113,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-09-17,PASS,,AUG_2025|SEP_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,44113,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250917_1800_WEEKDAY_WEAK_NQZ5.parquet,20250917_1800_WEEKDAY_WEAK_NQZ5.parquet,54755,53.47 KB,2026-08-06T02:24:33.358317,9DCFCEE78209434E65B650C97A0195AD07CAA4408FCB2A7C19D1554BB154CDD0,COLUMNAR_MARKET_DATA,1797,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-09-17,PASS,,AUG_2025|SEP_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,1797,,,PASS,
C:\FLIP_FLOP_HQ\02_VALIDATED\market_data\GIVEBACK_BLOCKS_2025\20250918_0930_NY_NQZ5.parquet,20250918_0930_NY_NQZ5.parquet,1612417,1.54 MB,2026-08-06T02:24:34.507911,2D310028BA96FB37E1A40C87C8811AA05A8F76DD84C31741624320918F85F898,COLUMNAR_MARKET_DATA,59997,ts_event_utc|symbol|instrument_id|price|size|bid|ask|quote_state|spread_points|side|flags|sequence|source_file|gap_seconds,,,2025-09-18,PASS,,AUG_2025|SEP_2025,PARQUET,OTHER,NO_BOOK_AUTHORITY,0,59997,,,PASS,
