path,exists,classification,suffix,size_bytes,filename_date_tokens,parser,schema,columns,market_columns,rows,candidate_start_utc,candidate_end_utc,decode_note,block_hint,x3b_authority_rank,x3b_authority_type,x3b_start_utc,x3b_end_utc,alias_flag
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250915.tbbo.NQZ5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,3500012,2025-09-15,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,150692,2025-09-15T00:00:00.845084915+00:00,2025-09-15T23:59:52.147680009+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-15T00:00:00.845084915+00:00,2025-09-15T23:59:52.147680009+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250915.tbbo.NQZ7.dbn.zst,True,DBN_HIGH_DETAIL,.zst,171,2025-09-15,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,1,2025-09-15T18:56:26.338746159+00:00,2025-09-15T18:56:26.338746159+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-15T18:56:26.338746159+00:00,2025-09-15T18:56:26.338746159+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,1329,2025-09-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,33,2025-09-16T00:33:16.170385003+00:00,2025-09-16T19:59:32.910843421+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-16T00:33:16.170385003+00:00,2025-09-16T19:59:32.910843421+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQU5-NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,317,2025-09-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,4,2025-09-16T08:57:35.647804617+00:00,2025-09-16T18:05:39.748688473+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-16T08:57:35.647804617+00:00,2025-09-16T18:05:39.748688473+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQU5-NQZ5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,646123,2025-09-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,28469,2025-09-16T00:01:47.045918255+00:00,2025-09-16T23:53:10.408786005+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-16T00:01:47.045918255+00:00,2025-09-16T23:53:10.408786005+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQU5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,1522140,2025-09-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,65526,2025-09-16T00:00:01.046166575+00:00,2025-09-16T23:59:51.036327247+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-16T00:00:01.046166575+00:00,2025-09-16T23:59:51.036327247+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQZ5-NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,264,2025-09-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,3,2025-09-16T06:00:35.918859489+00:00,2025-09-16T14:50:16.194084277+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-16T06:00:35.918859489+00:00,2025-09-16T14:50:16.194084277+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250916.tbbo.NQZ5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,4674697,2025-09-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,204051,2025-09-16T00:00:00.113187137+00:00,2025-09-16T23:59:51.036309499+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-16T00:00:00.113187137+00:00,2025-09-16T23:59:51.036309499+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,2295,2025-09-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,63,2025-09-17T00:00:34.863905755+00:00,2025-09-17T23:46:01.035871237+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-17T00:00:34.863905755+00:00,2025-09-17T23:46:01.035871237+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQU5-NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,317,2025-09-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,6,2025-09-17T15:39:56.646610545+00:00,2025-09-17T16:31:36.660740781+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-17T15:39:56.646610545+00:00,2025-09-17T16:31:36.660740781+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQU5-NQZ5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,439747,2025-09-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,18761,2025-09-17T00:02:23.010299311+00:00,2025-09-17T23:59:45.638253041+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-17T00:02:23.010299311+00:00,2025-09-17T23:59:45.638253041+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQU5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,1871980,2025-09-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,78779,2025-09-17T00:00:00.499088521+00:00,2025-09-17T23:59:56.992775631+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-17T00:00:00.499088521+00:00,2025-09-17T23:59:56.992775631+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQZ5-NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,816,2025-09-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,20,2025-09-17T13:37:47.467464789+00:00,2025-09-17T19:05:00.242776955+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-17T13:37:47.467464789+00:00,2025-09-17T19:05:00.242776955+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250917.tbbo.NQZ5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,8400191,2025-09-17,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,369634,2025-09-17T00:00:00.497708661+00:00,2025-09-17T23:59:44.187053281+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-17T00:00:00.497708661+00:00,2025-09-17T23:59:44.187053281+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,2605,2025-09-18,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,79,2025-09-18T00:06:22.523671705+00:00,2025-09-18T23:13:32.713566645+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-18T00:06:22.523671705+00:00,2025-09-18T23:13:32.713566645+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQU5-NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,784,2025-09-18,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,23,2025-09-18T12:45:23.796977797+00:00,2025-09-18T15:33:16.379737767+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-18T12:45:23.796977797+00:00,2025-09-18T15:33:16.379737767+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQU5-NQZ5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,256046,2025-09-18,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,11044,2025-09-18T00:00:11.552288041+00:00,2025-09-18T23:58:32.006645691+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-18T00:00:11.552288041+00:00,2025-09-18T23:58:32.006645691+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQU5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,1171308,2025-09-18,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,48127,2025-09-18T00:00:00.511025783+00:00,2025-09-18T23:59:57.472882843+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-18T00:00:00.511025783+00:00,2025-09-18T23:59:57.472882843+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQZ5-NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,1991,2025-09-18,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,63,2025-09-18T04:32:11.188929285+00:00,2025-09-18T20:36:57.065908779+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-18T04:32:11.188929285+00:00,2025-09-18T20:36:57.065908779+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250918.tbbo.NQZ5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,7570562,2025-09-18,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,331877,2025-09-18T00:00:00.054296839+00:00,2025-09-18T23:59:59.736483905+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-18T00:00:00.054296839+00:00,2025-09-18T23:59:59.736483905+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,4399,2025-09-19,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,143,2025-09-19T01:02:51.330426475+00:00,2025-09-19T20:53:11.359608663+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-19T01:02:51.330426475+00:00,2025-09-19T20:53:11.359608663+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQM6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,184,2025-09-19,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,1,2025-09-19T18:01:24.538430901+00:00,2025-09-19T18:01:24.538430901+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-19T18:01:24.538430901+00:00,2025-09-19T18:01:24.538430901+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQU5-NQZ5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,39563,2025-09-19,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,1648,2025-09-19T00:03:22.084580513+00:00,2025-09-19T13:29:58.011511121+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-19T00:03:22.084580513+00:00,2025-09-19T13:29:58.011511121+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQU5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,37351,2025-09-19,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,1533,2025-09-19T00:02:22.927917377+00:00,2025-09-19T13:29:54.643817769+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-19T00:02:22.927917377+00:00,2025-09-19T13:29:54.643817769+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQZ5-NQH6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,2625,2025-09-19,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,85,2025-09-19T05:06:03.441655629+00:00,2025-09-19T20:36:40.278265909+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-19T05:06:03.441655629+00:00,2025-09-19T20:36:40.278265909+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQZ5-NQM6.dbn.zst,True,DBN_HIGH_DETAIL,.zst,189,2025-09-19,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,1,2025-09-19T20:33:27.164091925+00:00,2025-09-19T20:33:27.164091925+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-19T20:33:27.164091925+00:00,2025-09-19T20:33:27.164091925+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\glbx-mdp3-20250919.tbbo.NQZ5.dbn.zst,True,DBN_HIGH_DETAIL,.zst,6784879,2025-09-19,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,299109,2025-09-19T00:00:00.052952529+00:00,2025-09-19T20:59:59.698146129+00:00,clock=ts_event,SEP_2025,2,TBBO,2025-09-19T00:00:00.052952529+00:00,2025-09-19T20:59:59.698146129+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\manifest.json,True,MARKET_DATA_OTHER,.json,19386,,NONE,,,,,,,UNSUPPORTED_FOR_PROBE,SEP_2025,-1,NOT_IN_X3B,,,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_09_14_TO_09_19\EXTRACTED_696a2d5ed7ad\metadata.json,True,MARKET_DATA_OTHER,.json,684,,NONE,,,,,,,UNSUPPORTED_FOR_PROBE,SEP_2025,-1,NOT_IN_X3B,,,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\condition.json,True,MARKET_DATA_OTHER,.json,242,,NONE,,,,,,,UNSUPPORTED_FOR_PROBE,COVID_2020,-1,NOT_IN_X3B,,,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQH0-NQM0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,624912,2020-03-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,27426,2020-03-16T00:03:59.557972357+00:00,2020-03-16T23:59:23.610166781+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-16T00:03:59.557972357+00:00,2020-03-16T23:59:23.610166781+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQH0-NQU0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,630,2020-03-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,21,2020-03-16T14:13:11.040624879+00:00,2020-03-16T16:50:00.162234343+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-16T14:13:11.040624879+00:00,2020-03-16T16:50:00.162234343+00:00,
C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\COVID_2020_03_16\EXTRACTED_c77e649a361f\glbx-mdp3-20200316.tbbo.NQH0.dbn.zst,True,DBN_HIGH_DETAIL,.zst,3854039,2020-03-16,DATABENTO_DBN,tbbo,ts_recv|ts_event|rtype|publisher_id|instrument_id|action|side|depth|price|size|flags|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,ts_recv|ts_event|instrument_id|action|side|price|size|ts_in_delta|sequence|bid_px_00|ask_px_00|bid_sz_00|ask_sz_00|bid_ct_00|ask_ct_00|symbol,171689,2020-03-16T00:01:25.720418855+00:00,2020-03-16T23:59:58.650835447+00:00,clock=ts_event,COVID_2020,2,TBBO,2020-03-16T00:01:25.720418855+00:00,2020-03-16T23:59:58.650835447+00:00,
