challenger,Q,alpha,extra_ticks_on_Q_side,net,PF,closed_DD,dev_net,dev_PF,late_net,late_PF,worst_100_active_sessions,max_buy_qty,max_sell_qty,max_gross
SIGNAL_SCALE,3,1.0,2.0,169840.0,1.736631636472461,7266.0,61314.0,1.4215643134127225,108526.0,2.2749914825127173,-6624.0,3,3,4
SIGNAL_SCALE,4,0.0,0.0,383332.5,2.985684907380548,4857.5,180596.0,2.4830180002627777,202736.5,3.844546245369851,-1811.0,4,4,5
SIGNAL_SCALE,4,0.1,0.30000000000000004,356152.5,2.7138536533723436,5349.5,164228.0,2.2528072745026244,191924.5,3.5016227841501566,-2963.0,4,4,5
SIGNAL_SCALE,4,0.25,0.75,315382.5,2.371538347800372,6087.5,139676.0,1.9629108757996911,175706.5,3.069765113320454,-4691.0,4,4,5
SIGNAL_SCALE,4,0.35,1.0499999999999998,288202.5,2.1760751179839586,6579.5,123308.0,1.7971426262626262,164894.5,2.8247203071917846,-5843.0,4,4,5
SIGNAL_SCALE,4,0.5,1.5,247432.5,1.9206431004556102,8123.5,98756.0,1.5811449772999437,148676.5,2.5044117498254526,-7571.0,4,4,5
SIGNAL_SCALE,4,0.75,2.25,179482.5,1.5802476719131129,11660.5,57836.0,1.2960733272415002,121646.5,2.0672898918202796,-10451.0,4,4,5
SIGNAL_SCALE,4,1.0,3.0,111532.5,1.318309143655436,22036.0,16916.0,1.0766284566269617,94616.5,1.7298572166896797,-13331.0,4,4,5
SIGNAL_SCALE,5,0.0,0.0,460925.0,3.0098503050149783,6067.0,218038.0,2.5071612243205132,242887.0,3.868800566940294,-2758.0,5,5,6
SIGNAL_SCALE,5,0.1,0.4,415625.0,2.630630948737867,6887.0,190758.0,2.184538002980626,224867.0,3.3961276985699977,-4678.0,5,5,6
SIGNAL_SCALE,5,0.25,1.0,347675.0,2.178775097814515,8379.0,149838.0,1.8036363636363637,197837.0,2.8234497124317945,-7558.0,5,5,6
SIGNAL_SCALE,5,0.35,1.4,302375.0,1.9381030385386224,10181.0,122558.0,1.6025763311863908,179817.0,2.511880339005852,-9478.0,5,5,6
SIGNAL_SCALE,5,0.5,2.0,234425.0,1.6450951578993716,13582.0,81638.0,1.3568094405594406,152787.0,2.1351526048322387,-12358.0,5,5,6
SIGNAL_SCALE,5,0.75,3.0,121175.0,1.2733297393132414,29551.0,13438.0,1.0477635919017287,107737.0,1.6651047936537333,-17158.0,5,5,6
SIGNAL_SCALE,5,1.0,4.0,7925.0,1.0149903059535632,88368.0,-54762.0,0.8363085274283801,62687.0,1.3229108179528257,-21958.0,5,5,6
SIGNAL_SCALE,6,0.0,0.0,538517.5,3.013680240960702,7276.5,255480.0,2.5109426240415407,283037.5,3.878064529249667,-3705.0,6,6,7
SIGNAL_SCALE,6,0.1,0.5,470567.5,2.5280571778348215,8506.5,214560.0,2.1031560979246415,256007.5,3.256467321845666,-6585.0,6,6,7
SIGNAL_SCALE,6,0.25,1.25,368642.5,1.9966368061554016,11763.5,153180.0,1.657606934108369,215462.5,2.5732816846901447,-10905.0,6,6,7
SIGNAL_SCALE,6,0.35,1.75,300692.5,1.719323049173308,15036.5,112260.0,1.4238593629649767,188432.5,2.2302220742380174,-13785.0,6,6,7
SIGNAL_SCALE,6,0.5,2.5,198767.5,1.403108376412276,26070.0,50880.0,1.1626952150723302,147887.5,1.8199800393668044,-18105.0,6,6,7
SIGNAL_SCALE,6,0.75,3.75,28892.5,1.046355049920823,89838.5,-51420.0,0.8690043104765981,80312.5,1.348042295941583,-25305.0,6,6,7
SIGNAL_SCALE,6,1.0,5.0,-140982.5,0.8128932549599396,220189.5,-153720.0,0.6745509514494042,12737.5,1.0453041916380643,-32505.0,6,6,7
SIGNAL_SCALE,7,0.0,0.0,616110.0,3.005129089684216,8486.0,292922.0,2.5093392692440473,323188.0,3.8551690018905598,-4652.0,7,7,8
SIGNAL_SCALE,7,0.1,0.6000000000000001,520980.0,2.428262031719052,10572.0,235634.0,2.0260704472516515,285346.0,3.1118281798132004,-8684.0,7,7,8
SIGNAL_SCALE,7,0.25,1.5,378285.0,1.8109437804812691,15886.0,149702.0,1.5053402646502836,228583.0,2.3427497283167384,-14732.0,7,7,8
SIGNAL_SCALE,7,0.35,2.0999999999999996,283155.0,1.5252452739889926,22334.0,92414.0,1.2710660315374507,190741.0,1.9625459848710405,-18764.0,7,7,8
SIGNAL_SCALE,7,0.5,3.0,140460.0,1.2166058301295841,46151.0,6482.0,1.0158888126286891,133978.0,1.557083397436164,-24812.0,7,7,8
SIGNAL_SCALE,7,0.75,4.5,-97365.0,0.8827971240064569,198858.0,-136738.0,0.7368803879310345,39373.0,1.1265772731218193,-34892.0,7,7,8
SIGNAL_SCALE,7,1.0,6.0,-335190.0,0.6691177559354761,406260.0,-279958.0,0.5566075388026608,-55232.0,0.8552692607024284,-44972.0,7,7,8
SIGNAL_SCALE,8,0.0,0.0,693702.5,2.995390512077434,9695.5,330364.0,2.508101680137132,363338.5,3.825492056332771,-5599.0,8,8,9
SIGNAL_SCALE,8,0.1,0.7000000000000001,566862.5,2.305243077022265,12982.5,253980.0,1.9219142479636433,312882.5,2.970236989505965,-10975.0,8,8,9
SIGNAL_SCALE,8,0.25,1.75,376602.5,1.65139124553966,20970.5,139404.0,1.38206693927667,237198.5,2.112130362007286,-19039.0,8,8,9
SIGNAL_SCALE,8,0.35,2.4499999999999997,249762.5,1.3698174474026714,35960.0,63020.0,1.1484737968015228,186742.5,1.7442460594225135,-24415.0,8,8,9
SIGNAL_SCALE,8,0.5,3.5,59502.5,1.0724587824269871,100724.5,-51556.0,0.8996629222230007,111058.5,1.3613268350452072,-32479.0,8,8,9
SIGNAL_SCALE,8,0.75,5.25,-257597.5,0.7579496368739493,351098.5,-242516.0,0.6340971773779851,-15081.5,0.9624317773631624,-45919.0,8,8,9
SIGNAL_SCALE,8,1.0,7.0,-574697.5,0.5603838071830554,632918.5,-433476.0,0.4659968364566343,-141221.5,0.7150051561683313,-59359.0,8,8,9
SIGNAL_SCALE,9,0.0,0.0,771295.0,2.9705148971176594,10920.0,367806.0,2.4873107531055902,403489.0,3.799635031431704,-6546.0,9,9,10
SIGNAL_SCALE,9,0.1,0.8,608215.0,2.189511357969158,15539.0,269598.0,1.8323392116182573,338617.0,2.8068149681715586,-13458.0,9,9,10
SIGNAL_SCALE,9,0.25,2.0,363595.0,1.5203111606561506,28064.0,122286.0,1.2786726099321812,241309.0,1.9281579463588565,-23826.0,9,9,10
SIGNAL_SCALE,9,0.35,2.8,200515.0,1.2434040022092876,53191.0,24078.0,1.0467149376047682,176437.0,1.5721582120238284,-30738.0,9,9,10
SIGNAL_SCALE,9,0.5,4.0,-44105.0,0.9563870845253011,189590.0,-123234.0,0.8044947456594578,79129.0,1.2077165589963959,-41106.0,9,9,10
SIGNAL_SCALE,9,0.75,6.0,-451805.0,0.6586964585050346,537497.0,-368754.0,0.5513155589300316,-83051.0,0.834529105989755,-58386.0,9,9,10
SIGNAL_SCALE,9,1.0,8.0,-859505.0,0.47470821876701685,904949.0,-614274.0,0.39383407540735127,-245231.0,0.6062867353704724,-75666.0,9,9,10
SIGNAL_SCALE,10,0.0,0.0,848887.5,2.932744553616863,12159.0,405248.0,2.4541487850038037,443639.5,3.7636010826670487,-7493.0,10,10,11
SIGNAL_SCALE,10,0.1,0.9,645037.5,2.086333207022862,18241.5,282488.0,1.7544198865517941,362549.5,2.6529788310817897,-16133.0,10,10,11
SIGNAL_SCALE,10,0.25,2.25,339262.5,1.4096705247332861,40334.0,98348.0,1.1898302205819906,240914.5,1.7770157167691767,-29093.0,10,10,11
SIGNAL_SCALE,10,0.35,3.15,135412.5,1.1375619047619048,83808.5,-24412.0,0.9602309381536677,159824.5,1.4313390782417665,-37733.0,10,10,11
SIGNAL_SCALE,10,0.5,4.5,-170362.5,0.8602136641681744,306904.5,-208552.0,0.7246780130009347,38189.5,1.0827954844542342,-50693.0,10,10,11
SIGNAL_SCALE,10,0.75,6.75,-679987.5,0.5774729935035279,754090.5,-515452.0,0.48293683116591296,-164535.5,0.7313491201745119,-72293.0,10,10,11
SIGNAL_SCALE,10,1.0,9.0,-1189612.5,0.40517441816859046,1219401.5,-822352.0,0.3348195074918061,-367260.5,0.5190728487227805,-93893.0,10,10,11
SIGNAL_CORE_BONUS,1,0.0,0.0,144865.0,2.9955505964680276,1119.0,67774.0,2.479523227383863,77091.0,3.8780333009781227,-215.0,1,1,2
SIGNAL_CORE_BONUS,1,0.1,0.0,144865.0,2.9955505964680276,1119.0,67774.0,2.479523227383863,77091.0,3.8780333009781227,-215.0,1,1,2
SIGNAL_CORE_BONUS,1,0.25,0.0,144865.0,2.9955505964680276,1119.0,67774.0,2.479523227383863,77091.0,3.8780333009781227,-215.0,1,1,2
SIGNAL_CORE_BONUS,1,0.35,0.0,144865.0,2.9955505964680276,1119.0,67774.0,2.479523227383863,77091.0,3.8780333009781227,-215.0,1,1,2
SIGNAL_CORE_BONUS,1,0.5,0.0,144865.0,2.9955505964680276,1119.0,67774.0,2.479523227383863,77091.0,3.8780333009781227,-215.0,1,1,2
SIGNAL_CORE_BONUS,1,0.75,0.0,144865.0,2.9955505964680276,1119.0,67774.0,2.479523227383863,77091.0,3.8780333009781227,-215.0,1,1,2
SIGNAL_CORE_BONUS,1,1.0,0.0,144865.0,2.9955505964680276,1119.0,67774.0,2.479523227383863,77091.0,3.8780333009781227,-215.0,1,1,2
SIGNAL_CORE_BONUS,2,0.0,0.0,222457.5,3.0436130632492766,2328.5,105216.0,2.5320636030054167,117241.5,3.917979541551557,380.0,2,2,3
SIGNAL_CORE_BONUS,2,0.1,0.1,217927.5,2.9577550195391455,2410.5,102488.0,2.459360938656946,115439.5,3.809635651179205,180.0,2,2,3
SIGNAL_CORE_BONUS,2,0.25,0.25,211132.5,2.835854962827703,2533.5,98396.0,2.3561387066541704,112736.5,3.6558105020141816,-120.0,2,2,3
SIGNAL_CORE_BONUS,2,0.35,0.35,206602.5,2.758843059634785,2615.5,95668.0,2.29092675554596,110934.5,3.5586295177249347,-320.0,2,2,3
SIGNAL_CORE_BONUS,2,0.5,0.5,199807.5,2.64918905534233,2738.5,91576.0,2.198074205871579,108231.5,3.420257608622733,-620.0,2,2,3
SIGNAL_CORE_BONUS,2,0.75,0.75,188482.5,2.4805585012371862,2943.5,84756.0,2.0552816375317495,103726.5,3.2074634488922937,-1120.0,2,2,3
SIGNAL_CORE_BONUS,2,1.0,1.0,177157.5,2.327469933685512,3148.5,77936.0,1.9256496745688632,99221.5,3.014281654113969,-1620.0,2,2,3
SIGNAL_CORE_BONUS,3,0.0,0.0,300050.0,3.0673143172109687,3538.0,142658.0,2.5579460073388085,157392.0,3.9379526618382736,-270.0,3,3,4
SIGNAL_CORE_BONUS,3,0.1,0.2,286460.0,2.8781799108313666,3784.0,134474.0,2.3975099767209844,151986.0,3.6997655250817107,-870.0,3,3,4
SIGNAL_CORE_BONUS,3,0.25,0.5,266075.0,2.6264747233938506,4153.0,122198.0,2.1839973645453843,143877.0,3.3827796363154583,-1770.0,3,3,4
SIGNAL_CORE_BONUS,3,0.35,0.7,252485.0,2.4767795519681814,4399.0,114014.0,2.0570162426759624,138471.0,3.194260450670301,-2370.0,3,3,4
SIGNAL_CORE_BONUS,3,0.5,1.0,232100.0,2.2749945067018236,4768.0,101738.0,1.8858491223181946,130362.0,2.940141683533754,-3270.0,3,3,4
SIGNAL_CORE_BONUS,3,0.75,1.5,198125.0,1.9882039004439125,5383.0,81278.0,1.6425747897033711,116847.0,2.578970838625983,-4770.0,3,3,4
SIGNAL_CORE_BONUS,3,1.0,2.0,164150.0,1.7497487896227277,7043.0,60818.0,1.440301749102282,103332.0,2.278671484433005,-6270.0,3,3,4
SIGNAL_CORE_BONUS,4,0.0,0.0,377642.5,3.081535069587984,4747.5,180100.0,2.5734754499388433,197542.5,3.949936534010304,-1245.0,4,4,5
SIGNAL_CORE_BONUS,4,0.1,0.30000000000000004,350462.5,2.786387848204501,5239.5,163732.0,2.3228516950521927,186730.5,3.5786875284824546,-2445.0,4,4,5
SIGNAL_CORE_BONUS,4,0.25,0.75,309692.5,2.418493072254666,5977.5,139180.0,2.0104544794540438,170512.5,3.11593348638084,-4245.0,4,4,5
SIGNAL_CORE_BONUS,4,0.35,1.0499999999999998,282512.5,2.210258684025078,6469.5,122812.0,1.8333497318002463,159700.5,2.855687892168255,-5445.0,4,4,5
SIGNAL_CORE_BONUS,4,0.5,1.5,241742.5,1.9401293082494775,7887.5,98260.0,1.6042400110689194,143482.5,2.518012060939484,-7245.0,4,4,5
SIGNAL_CORE_BONUS,4,0.75,2.25,173792.5,1.5837889132424692,11437.5,57340.0,1.3049553921633803,116452.5,2.061844624783441,-10245.0,4,4,5
SIGNAL_CORE_BONUS,4,1.0,3.0,105842.5,1.3124340439977271,21805.0,16420.0,1.076931185944363,89422.5,1.7134963695842975,-13245.0,4,4,5
SIGNAL_CORE_BONUS,5,0.0,0.0,455235.0,3.091015571172661,5957.0,217542.0,2.5838284116722,237693.0,3.9579257821249905,-2220.0,5,5,6
SIGNAL_CORE_BONUS,5,0.1,0.4,409935.0,2.6851514615868424,6777.0,190262.0,2.237685722463636,219673.0,3.4533778576932956,-4220.0,5,5,6
SIGNAL_CORE_BONUS,5,0.25,1.0,341985.0,2.2070499041729756,8261.0,149342.0,1.8336887469715408,192643.0,2.8489763794642426,-7220.0,5,5,6
SIGNAL_CORE_BONUS,5,0.35,1.4,296685.0,1.9548829589672452,9945.0,122062.0,1.6225302691840835,174623.0,2.5233754111088817,-9220.0,5,5,6
SIGNAL_CORE_BONUS,5,0.5,2.0,228735.0,1.6502346683798927,13287.0,81142.0,1.366356034747431,147593.0,2.132812440037148,-12220.0,5,5,6
SIGNAL_CORE_BONUS,5,0.75,3.0,115485.0,1.2675084432460981,29312.0,12942.0,1.04722875034668,102543.0,1.6503316886312611,-17220.0,5,5,6
SIGNAL_CORE_BONUS,5,1.0,4.0,2235.0,1.0043225826415911,88208.0,-55258.0,0.8311330326255699,57493.0,1.3028752950101146,-22220.0,5,5,6
SIGNAL_CORE_BONUS,6,0.0,0.0,532827.5,3.082931825422732,7166.5,254984.0,2.5762082703583165,277843.5,3.954650346675741,-3195.0,6,6,7
SIGNAL_CORE_BONUS,6,0.1,0.5,464877.5,2.5687910545222614,8396.5,214064.0,2.1436234009418715,250813.5,3.2979211712537104,-6195.0,6,6,7
SIGNAL_CORE_BONUS,6,0.25,1.25,362952.5,2.0130881320592247,11527.5,152684.0,1.6767322859947833,210268.5,2.5852092819878774,-10695.0,6,6,7
SIGNAL_CORE_BONUS,6,0.35,1.75,295002.5,1.7258946575836278,14741.5,111764.0,1.4339742793240557,183238.5,2.2309245108741287,-13695.0,6,6,7
SIGNAL_CORE_BONUS,6,0.5,2.5,193077.5,1.4010216755562201,25839.0,50384.0,1.1649684364931765,142693.5,1.8105374670544396,-18195.0,6,6,7
SIGNAL_CORE_BONUS,6,0.75,3.75,23202.5,1.037933407884067,89678.5,-51916.0,0.8652288586143878,75118.5,1.3317251642761252,-25695.0,6,6,7
SIGNAL_CORE_BONUS,6,1.0,5.0,-146672.5,0.8022919295180788,223075.5,-154216.0,0.668364099299809,7543.5,1.0272478038490436,-33195.0,6,6,7
SIGNAL_CORE_BONUS,7,0.0,0.0,610420.0,3.064712965593755,8376.0,292426.0,2.565810116889862,317994.0,3.9204037212890426,-4170.0,7,7,8
SIGNAL_CORE_BONUS,7,0.1,0.6000000000000001,515290.0,2.459158072390143,10454.0,235138.0,2.057603303183092,280152.0,3.141654753805108,-8370.0,7,7,8
SIGNAL_CORE_BONUS,7,0.25,1.5,372595.0,1.8191565608153861,15591.0,149206.0,1.5164195428555607,223389.0,2.346300805168507,-14670.0,7,7,8
SIGNAL_CORE_BONUS,7,0.35,2.0999999999999996,277465.0,1.526031910940569,21725.0,91918.0,1.2755236622183854,185547.0,1.957138288213932,-18870.0,7,7,8
SIGNAL_CORE_BONUS,7,0.5,3.0,134770.0,1.2116243428449396,45580.0,5986.0,1.0149409450784237,128784.0,1.5452513209592196,-25170.0,7,7,8
SIGNAL_CORE_BONUS,7,0.75,4.5,-103055.0,0.8741875387612987,201202.0,-137234.0,0.7321552646165617,34179.0,1.111422256415606,-35670.0,7,7,8
SIGNAL_CORE_BONUS,7,1.0,6.0,-340880.0,0.6595952050936892,409253.0,-280454.0,0.5506149813166177,-60426.0,0.8398513696887456,-46170.0,7,7,8
SIGNAL_CORE_BONUS,8,0.0,0.0,688012.5,3.0474764864394346,9585.5,329868.0,2.557866002970575,358144.5,3.8816157893889898,-5145.0,8,8,9
SIGNAL_CORE_BONUS,8,0.1,0.7000000000000001,561172.5,2.3276737245178607,12864.5,253484.0,1.9452150826323011,307688.5,2.991543552484668,-10745.0,8,8,9
SIGNAL_CORE_BONUS,8,0.25,1.75,370912.5,1.654711682388161,20675.5,138908.0,1.388497337450217,232004.5,2.110196864711737,-19145.0,8,8,9
SIGNAL_CORE_BONUS,8,0.35,2.4499999999999997,244072.5,1.3677208381544692,35729.0,62524.0,1.149888765294772,181548.5,1.7361825244923117,-24745.0,8,8,9
SIGNAL_CORE_BONUS,8,0.5,3.5,53812.5,1.0664706361911538,100564.5,-52052.0,0.8972344189278832,105864.5,1.3493232273903173,-33145.0,8,8,9
SIGNAL_CORE_BONUS,8,0.75,5.25,-263287.5,0.7498712721164954,354091.5,-243012.0,0.629256474723558,-20275.5,0.9489457012207405,-47145.0,8,8,9
SIGNAL_CORE_BONUS,8,1.0,7.0,-580387.5,0.5520484730420608,635911.5,-433972.0,0.4605236987091513,-146415.5,0.7019325510569688,-61145.0,8,8,9
SIGNAL_CORE_BONUS,9,0.0,0.0,765605.0,3.0158374912781896,10810.0,367310.0,2.5305858821568465,398295.0,3.84872867718056,-6120.0,9,9,10
SIGNAL_CORE_BONUS,9,0.1,0.8,602525.0,2.205792768345301,15421.0,269102.0,1.8500069490947224,333423.0,2.82094875043691,-13320.0,9,9,10
SIGNAL_CORE_BONUS,9,0.25,2.0,357905.0,1.52083151430484,27455.0,121790.0,1.2822479721900348,236115.0,1.9234785669586985,-24120.0,9,9,10
SIGNAL_CORE_BONUS,9,0.35,2.8,194825.0,1.239881453682225,52752.0,23582.0,1.046411392853488,171243.0,1.563180777731004,-31320.0,9,9,10
SIGNAL_CORE_BONUS,9,0.5,4.0,-49795.0,0.9501880639417402,190475.0,-123730.0,0.8014028442104587,73935.0,1.196301508071368,-42120.0,9,9,10
SIGNAL_CORE_BONUS,9,0.75,6.0,-457495.0,0.6513367476031521,540490.0,-369250.0,0.5466766518525794,-88245.0,0.8226587620578778,-60120.0,9,9,10
SIGNAL_CORE_BONUS,9,1.0,8.0,-865195.0,0.46744777240216173,908595.0,-614770.0,0.3889330656223287,-250425.0,0.5951484092084842,-78120.0,9,9,10
SIGNAL_CORE_BONUS,10,0.0,0.0,843197.5,2.971974353967172,12049.0,404752.0,2.491524424397866,438445.5,3.8065451519467426,-7095.0,10,10,11
SIGNAL_CORE_BONUS,10,0.1,0.9,639347.5,2.09824839560802,18123.5,281992.0,1.7681026780850275,357355.5,2.661933086539177,-16095.0,10,10,11
SIGNAL_CORE_BONUS,10,0.25,2.25,333572.5,1.4085334936902336,39725.0,97852.0,1.191578172477524,235720.5,1.7709734287508503,-29595.0,10,10,11
SIGNAL_CORE_BONUS,10,0.35,3.15,129722.5,1.1333561894501374,83237.5,-24908.0,0.9589334705075446,154630.5,1.4222292913626633,-38595.0,10,10,11
SIGNAL_CORE_BONUS,10,0.5,4.5,-176052.5,0.8541539641723386,309581.5,-209048.0,0.7213317550202089,32995.5,1.0722090671942295,-52095.0,10,10,11
SIGNAL_CORE_BONUS,10,0.75,6.75,-685677.5,0.5708378606407162,757083.5,-515948.0,0.4786128896649851,-169729.5,0.7209057394301349,-74595.0,10,10,11
SIGNAL_CORE_BONUS,10,1.0,9.0,-1195302.5,0.398835544924539,1223047.5,-822848.0,0.33045612253533047,-372454.5,0.5095049147685371,-97095.0,10,10,11
