run_utc,dataset_sha256,files,decode_pass,decode_fail,decoded_rows,valid_bbo_rows,best_authority_rank,best_authority,spread_median_ticks,depth_median,q6_buy_top_coverage_pct,q6_sell_top_coverage_pct,q6_both_top_coverage_pct,exact_depth_ready,l1_update_ready
2026-08-08T06:07:37.723694+00:00,7D026E920879E5DB27BF9177723E91B46ED3972967807E698224FBF06C9CD425,89,89,0,7627921,5856860,2,L1 TRADE-SPACE AUTHORITY,2.0,4.0,6.850308868574628,6.508026485181479,1.2303691739259603,False,False
2026-08-08T06:22:23.315452+00:00,7D026E920879E5DB27BF9177723E91B46ED3972967807E698224FBF06C9CD425,89,89,0,7627921,5856860,2,L1 TRADE-SPACE AUTHORITY,2.0,4.0,6.850308868574628,6.508026485181479,1.2303691739259603,False,False
