trade_number,buy_entry_time,buy_entry_price,buy_entry_signal,clock,trade,class,side,q,tim,tm,sp,tp,ref,risk,s60,r1,r2,r60,rg60,ef60,al,wc,cp,pdl,pwl,dh,dl,wh,wl,pdr,pwr,r30,gate,route,buy_exit_time,buy_exit_signal,buy_exit_price,buy_net,buy_commission,sell_entry_time,sell_entry_price,sell_entry_signal,sell_exit_time,sell_exit_signal,sell_exit_price,sell_net,sell_commission,entry_time,label,pair_net,year,month,day_of_week,hour_minute,route_class
1117,2022-10-18 18:00:00,11320.5,NQ09B|clock20221018|trade20221019|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref11322.75|r300.065|gate.06|risk118.00|s60SHOCK|r10.011|r20.308|r600.32|rg600.485|ef601|al1|wc0.385|cp0.1|pdl1.407|pwl1.09|dh0.471|dl1.627|wh0.185|wl2.236,20221018.0,20221019.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,8.0,11322.75,118.0,SHOCK,0.011,0.308,0.32,0.485,1.0,1.0,0.385,0.1,1.407,1.09,0.471,1.627,0.185,2.236,,,0.065,0.06,IMM1800_PREMIUM,2022-10-18 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,11319.25,-59.0,9.0,2022-10-18 18:00:00,11320.0,NQ09B|clock20221018|trade20221019|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref11322.75|r300.065|gate.06|risk118.00|s60SHOCK|r10.011|r20.308|r600.32|rg600.485|ef601|al1|wc0.385|cp0.1|pdl1.407|pwl1.09|dh0.471|dl1.627|wh0.185|wl2.236,2022-10-18 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,11321.25,-59.0,9.0,2022-10-18 18:00:00,SKIP,-118.0,2022,2022-10,Tuesday,18:00,WEEKDAY_PREMIUM
1118,2022-10-19 09:30:00,11130.0,NQ09B|clock20221019|trade20221019|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11129.25|risk118.00|s60CHOP|r1-0.004|r2-0.038|r60-0.041|rg600.115|ef600.968|al1|wc0.799|cp54.1|pdl0.136|pwl0.838|dh0.811|dl0.128|wh0.333|wl1.728,20221019.0,20221019.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11129.25,118.0,CHOP,-0.004,-0.038,-0.041,0.115,0.968,1.0,0.799,54.1,0.136,0.838,0.811,0.128,0.333,1.728,,,,,,2022-10-19 09:30:00,NQ09B BUY NY STOP,11128.75,-59.0,9.0,2022-10-19 09:30:00,11129.5,NQ09B|clock20221019|trade20221019|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11129.25|risk118.00|s60CHOP|r1-0.004|r2-0.038|r60-0.041|rg600.115|ef600.968|al1|wc0.799|cp54.1|pdl0.136|pwl0.838|dh0.811|dl0.128|wh0.333|wl1.728,2022-10-19 09:30:00,NQ09B SELL NY STOP,11130.75,-59.0,9.0,2022-10-19 09:30:00,SKIP,-118.0,2022,2022-10,Wednesday,09:30,NY
1119,2022-10-19 18:00:00,11134.25,NQ09B|clock20221019|trade20221020|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref11151.00|r300.077|gate.06|risk59.00|s60CHOP|r10.021|r2-0.03|r60-0.011|rg600.278|ef600.205|al0|wc0.857|cp0.1|pdl0.198|pwl0.867|dh0.753|dl0.186|wh0.275|wl1.786,20221019.0,20221020.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,8.0,11151.0,59.0,CHOP,0.021,-0.03,-0.011,0.278,0.205,0.0,0.857,0.1,0.198,0.867,0.753,0.186,0.275,1.786,,,0.077,0.06,IMM1800_WEAK,2022-10-19 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,11133.0,-29.5,4.5,2022-10-19 18:00:00,11133.75,NQ09B|clock20221019|trade20221020|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref11151.00|r300.077|gate.06|risk59.00|s60CHOP|r10.021|r2-0.03|r60-0.011|rg600.278|ef600.205|al0|wc0.857|cp0.1|pdl0.198|pwl0.867|dh0.753|dl0.186|wh0.275|wl1.786,2022-10-19 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,11135.0,-29.5,4.5,2022-10-19 18:00:00,SKIP,-59.0,2022,2022-10,Wednesday,18:00,WEEKDAY_WEAK
1120,2022-10-20 09:30:00,11111.25,NQ09B|clock20221020|trade20221020|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11111.25|risk118.00|s60SHOCK|r10.074|r2-0.284|r60-0.209|rg600.368|ef600.585|al0|wc0.278|cp0.1|pdl0.187|pwl0.815|dh0.733|dl0.168|wh0.384|wl1.692,20221020.0,20221020.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11111.25,118.0,SHOCK,0.074,-0.284,-0.209,0.368,0.585,0.0,0.278,0.1,0.187,0.815,0.733,0.168,0.384,1.692,,,,,,2022-10-20 09:30:00,NQ09B BUY NY STOP,11110.0,-59.0,9.0,2022-10-20 09:30:00,11110.75,NQ09B|clock20221020|trade20221020|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11111.25|risk118.00|s60SHOCK|r10.074|r2-0.284|r60-0.209|rg600.368|ef600.585|al0|wc0.278|cp0.1|pdl0.187|pwl0.815|dh0.733|dl0.168|wh0.384|wl1.692,2022-10-20 09:30:00,NQ09B SELL NY STOP,11112.0,-59.0,9.0,2022-10-20 09:30:00,SKIP,-118.0,2022,2022-10,Thursday,09:30,NY
1121,2022-10-20 18:00:00,11061.5,NQ09B|clock20221020|trade20221021|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref11059.75|r300.067|gate.06|risk59.00|s60CHOP|r1-0.004|r2-0.068|r60-0.074|rg600.207|ef601|al1|wc0.736|cp17.1|pdl0.032|pwl0.748|dh0.872|dl0.029|wh0.523|wl1.553,20221020.0,20221021.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,8.0,11059.75,59.0,CHOP,-0.004,-0.068,-0.074,0.207,1.0,1.0,0.736,17.1,0.032,0.748,0.872,0.029,0.523,1.553,,,0.067,0.06,IMM1800_WEAK,2022-10-20 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,11060.25,-29.5,4.5,2022-10-20 18:00:00,11061.0,NQ09B|clock20221020|trade20221021|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref11059.75|r300.067|gate.06|risk59.00|s60CHOP|r1-0.004|r2-0.068|r60-0.074|rg600.207|ef601|al1|wc0.736|cp17.1|pdl0.032|pwl0.748|dh0.872|dl0.029|wh0.523|wl1.553,2022-10-20 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,11062.25,-29.5,4.5,2022-10-20 18:00:00,SKIP,-59.0,2022,2022-10,Thursday,18:00,WEEKDAY_WEAK
1122,2022-10-21 09:30:00,11044.0,NQ09B|clock20221021|trade20221021|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11044.00|risk118.00|s60SHOCK|r10.172|r20.091|r600.26|rg600.453|ef600.979|al1|wc0.463|cp0.1|pdl0.112|pwl0.727|dh0.777|dl0.098|wh0.571|wl1.525,20221021.0,20221021.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11044.0,118.0,SHOCK,0.172,0.091,0.26,0.453,0.979,1.0,0.463,0.1,0.112,0.727,0.777,0.098,0.571,1.525,,,,,,2022-10-21 09:30:00,NQ09B BUY NY N130 TP2,11056.75,501.0,9.0,2022-10-21 09:30:00,11043.5,NQ09B|clock20221021|trade20221021|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11044.00|risk118.00|s60SHOCK|r10.172|r20.091|r600.26|rg600.453|ef600.979|al1|wc0.463|cp0.1|pdl0.112|pwl0.727|dh0.777|dl0.098|wh0.571|wl1.525,2022-10-21 09:30:00,NQ09B SELL NY STOP,11044.75,-59.0,9.0,2022-10-21 09:30:00,BUY,442.0,2022,2022-10,Friday,09:30,NY
1123,2022-10-23 18:00:00,11394.0,NQ09B|clock20221023|trade20221024|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref11378.00|pdr-0.118|pwr-0.883|r300.035|gate.06|risk118.00|s60NORMAL|r10.007|r20.061|r600.067|rg600.103|ef600.98|al1|wc0.421|cp59.1|pdl1.154|pwl1.162|dh0.134|dl1.009|wh0.34|wl2.436,20221023.0,20221024.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,8.0,11378.0,118.0,NORMAL,0.007,0.061,0.067,0.103,0.98,1.0,0.421,59.1,1.154,1.162,0.134,1.009,0.34,2.436,-0.118,-0.883,0.035,0.06,,2022-10-23 18:00:00,NQ09B BUY WEEKLY STOP,11392.75,-59.0,9.0,2022-10-23 18:00:00,11393.5,NQ09B|clock20221023|trade20221024|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref11378.00|pdr-0.118|pwr-0.883|r300.035|gate.06|risk118.00|s60NORMAL|r10.007|r20.061|r600.067|rg600.103|ef600.98|al1|wc0.421|cp59.1|pdl1.154|pwl1.162|dh0.134|dl1.009|wh0.34|wl2.436,2022-10-23 18:00:00,NQ09B SELL WEEKLY STOP,11394.75,-59.0,9.0,2022-10-23 18:00:00,SKIP,-118.0,2022,2022-10,Sunday,18:00,WEEKLY
1124,2022-10-24 09:30:00,11359.75,NQ09B|clock20221024|trade20221024|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11358.75|risk118.00|s60CHOP|r1-0.122|r20.07|r60-0.053|rg600.166|ef600.273|al0|wc0.351|cp34.1|pdl0.939|pwl0.898|dh0.074|dl1.136|wh0.196|wl1.733,20221024.0,20221024.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11358.75,118.0,CHOP,-0.122,0.07,-0.053,0.166,0.273,0.0,0.351,34.1,0.939,0.898,0.074,1.136,0.196,1.733,,,,,,2022-10-24 09:30:00,NQ09B BUY NY STOP,11358.5,-59.0,9.0,2022-10-24 09:30:00,11359.25,NQ09B|clock20221024|trade20221024|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11358.75|risk118.00|s60CHOP|r1-0.122|r20.07|r60-0.053|rg600.166|ef600.273|al0|wc0.351|cp34.1|pdl0.939|pwl0.898|dh0.074|dl1.136|wh0.196|wl1.733,2022-10-24 09:30:00,NQ09B SELL NY STOP,11360.5,-59.0,9.0,2022-10-24 09:30:00,SKIP,-118.0,2022,2022-10,Monday,09:30,NY
1125,2022-10-25 09:30:00,11516.0,NQ09B|clock20221025|trade20221025|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11515.00|risk118.00|s60EXPANSION|r10.102|r20.024|r600.125|rg600.212|ef600.989|al1|wc0.434|cp15.1|pdl0.953|pwl1.116|dh0.041|dl0.832|wh0.226|wl2.173,20221025.0,20221025.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11515.0,118.0,EXPANSION,0.102,0.024,0.125,0.212,0.989,1.0,0.434,15.1,0.953,1.116,0.041,0.832,0.226,2.173,,,,,,2022-10-25 09:30:00,NQ09B BUY NY STOP,11514.75,-59.0,9.0,2022-10-25 09:30:00,11515.5,NQ09B|clock20221025|trade20221025|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11515.00|risk118.00|s60EXPANSION|r10.102|r20.024|r600.125|rg600.212|ef600.989|al1|wc0.434|cp15.1|pdl0.953|pwl1.116|dh0.041|dl0.832|wh0.226|wl2.173,2022-10-25 09:30:00,NQ09B SELL NY STOP,11516.75,-59.0,9.0,2022-10-25 09:30:00,SKIP,-118.0,2022,2022-10,Tuesday,09:30,NY
1126,2022-10-25 18:00:00,11510.25,NQ09B|clock20221025|trade20221026|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref11585.75|r300.094|gate.06|risk118.00|s60SHOCK|r10.046|r2-0.387|r60-0.343|rg600.526|ef600.788|al0|wc0.301|cp0.1|pdl1.172|pwl1.214|dh0.15|dl1.024|wh0.417|wl2.364,20221025.0,20221026.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,8.0,11585.75,118.0,SHOCK,0.046,-0.387,-0.343,0.526,0.788,0.0,0.301,0.1,1.172,1.214,0.15,1.024,0.417,2.364,,,0.094,0.06,IMM1800_PREMIUM,2022-10-25 18:00:00,NQ09B BUY WEEKDAY 1800 D80,11518.25,311.0,9.0,2022-10-25 18:00:00,11509.75,NQ09B|clock20221025|trade20221026|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref11585.75|r300.094|gate.06|risk118.00|s60SHOCK|r10.046|r2-0.387|r60-0.343|rg600.526|ef600.788|al0|wc0.301|cp0.1|pdl1.172|pwl1.214|dh0.15|dl1.024|wh0.417|wl2.364,2022-10-25 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,11511.0,-59.0,9.0,2022-10-25 18:00:00,BUY,252.0,2022,2022-10,Tuesday,18:00,WEEKDAY_PREMIUM
1127,2022-10-26 09:30:00,11474.75,NQ09B|clock20221026|trade20221026|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11474.25|risk118.00|s60NORMAL|r1-0.089|r20.022|r60-0.067|rg600.125|ef600.605|al0|wc0.458|cp50.1|pdl0.145|pwl1.059|dh0.713|dl0.121|wh0.117|wl2.089,20221026.0,20221026.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11474.25,118.0,NORMAL,-0.089,0.022,-0.067,0.125,0.605,0.0,0.458,50.1,0.145,1.059,0.713,0.121,0.117,2.089,,,,,,2022-10-26 09:30:00,NQ09B BUY NY N130 TP2,11487.5,501.0,9.0,2022-10-26 09:30:00,11474.25,NQ09B|clock20221026|trade20221026|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11474.25|risk118.00|s60NORMAL|r1-0.089|r20.022|r60-0.067|rg600.125|ef600.605|al0|wc0.458|cp50.1|pdl0.145|pwl1.059|dh0.713|dl0.121|wh0.117|wl2.089,2022-10-26 09:30:00,NQ09B SELL NY STOP,11475.5,-59.0,9.0,2022-10-26 09:30:00,BUY,442.0,2022,2022-10,Wednesday,09:30,NY
1128,2022-10-26 18:00:00,11418.0,NQ09B|clock20221026|trade20221027|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref11474.25|r300.119|gate.06|risk59.00|s60CHOP|r10.061|r2-0.001|r600.058|rg600.336|ef600.914|al0|wc0.863|cp0.1|pdl0.145|pwl1.059|dh0.713|dl0.121|wh0.117|wl2.089,20221026.0,20221027.0,DAILY_REOPEN,BUY,1.0,18:00,D80,1.0,8.0,11474.25,59.0,CHOP,0.061,-0.001,0.058,0.336,0.914,0.0,0.863,0.1,0.145,1.059,0.713,0.121,0.117,2.089,,,0.119,0.06,IMM1800_WEAK,2022-10-26 18:00:00,NQ09B BUY WEEKDAY 1800 STOP,11416.75,-29.5,4.5,2022-10-26 18:00:00,11417.5,NQ09B|clock20221026|trade20221027|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref11474.25|r300.119|gate.06|risk59.00|s60CHOP|r10.061|r2-0.001|r600.058|rg600.336|ef600.914|al0|wc0.863|cp0.1|pdl0.145|pwl1.059|dh0.713|dl0.121|wh0.117|wl2.089,2022-10-26 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,11418.75,-29.5,4.5,2022-10-26 18:00:00,SKIP,-59.0,2022,2022-10,Wednesday,18:00,WEEKDAY_WEAK
1129,2022-10-27 09:30:00,11401.25,NQ09B|clock20221027|trade20221027|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11400.75|risk118.00|s60CHOP|r1-0.101|r20.135|r600.034|rg600.218|ef600.145|al0|wc0.319|cp13.1|pdl-0.049|pwl0.957|dh0.842|dl0.04|wh0.086|wl1.912,20221027.0,20221027.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11400.75,118.0,CHOP,-0.101,0.135,0.034,0.218,0.145,0.0,0.319,13.1,-0.049,0.957,0.842,0.04,0.086,1.912,,,,,,2022-10-27 09:30:00,NQ09B BUY NY N130 TP2,11414.0,501.0,9.0,2022-10-27 09:30:00,11400.75,NQ09B|clock20221027|trade20221027|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11400.75|risk118.00|s60CHOP|r1-0.101|r20.135|r600.034|rg600.218|ef600.145|al0|wc0.319|cp13.1|pdl-0.049|pwl0.957|dh0.842|dl0.04|wh0.086|wl1.912,2022-10-27 09:30:00,NQ09B SELL NY STOP,11402.0,-59.0,9.0,2022-10-27 09:30:00,BUY,442.0,2022,2022-10,Thursday,09:30,NY
1130,2022-10-27 18:00:00,11123.0,NQ09B|clock20221027|trade20221028|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref11095.50|r300.552|gate.06|risk118.00|s60SHOCK|r10.229|r2-0.63|r60-0.402|rg600.916|ef600.467|al0|wc0.325|cp0.1|pdl-1.107|pwl0.532|dh1.69|dl0.888|wh0.935|wl1.063,20221027.0,20221028.0,DAILY_REOPEN,BUY,2.0,18:00,D80,1.0,8.0,11095.5,118.0,SHOCK,0.229,-0.63,-0.402,0.916,0.467,0.0,0.325,0.1,-1.107,0.532,1.69,0.888,0.935,1.063,,,0.552,0.06,IMM1800_PREMIUM,2022-10-27 18:00:00,NQ09B BUY WEEKDAY 1800 D80,11131.0,311.0,9.0,2022-10-27 18:00:00,11122.5,NQ09B|clock20221027|trade20221028|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref11095.50|r300.552|gate.06|risk118.00|s60SHOCK|r10.229|r2-0.63|r60-0.402|rg600.916|ef600.467|al0|wc0.325|cp0.1|pdl-1.107|pwl0.532|dh1.69|dl0.888|wh0.935|wl1.063,2022-10-27 18:00:00,NQ09B SELL WEEKDAY 1800 STOP,11123.75,-59.0,9.0,2022-10-27 18:00:00,BUY,252.0,2022,2022-10,Thursday,18:00,WEEKDAY_PREMIUM
1131,2022-10-28 09:30:00,11214.0,NQ09B|clock20221028|trade20221028|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11213.50|risk118.00|s60SHOCK|r10.167|r20.114|r600.28|rg600.41|ef600.986|al1|wc0.552|cp0.1|pdl0.474|pwl0.696|dh0.857|dl0.772|wh0.577|wl1.324,20221028.0,20221028.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11213.5,118.0,SHOCK,0.167,0.114,0.28,0.41,0.986,1.0,0.552,0.1,0.474,0.696,0.857,0.772,0.577,1.324,,,,,,2022-10-28 09:30:00,NQ09B BUY NY STOP,11212.75,-59.0,9.0,2022-10-28 09:30:00,11213.5,NQ09B|clock20221028|trade20221028|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11213.50|risk118.00|s60SHOCK|r10.167|r20.114|r600.28|rg600.41|ef600.986|al1|wc0.552|cp0.1|pdl0.474|pwl0.696|dh0.857|dl0.772|wh0.577|wl1.324,2022-10-28 09:30:00,NQ09B SELL NY STOP,11214.75,-59.0,9.0,2022-10-28 09:30:00,SKIP,-118.0,2022,2022-10,Friday,09:30,NY
1132,2022-10-30 18:00:00,11592.75,NQ09B|clock20221030|trade20221031|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref11625.50|pdr-0.483|pwr1.689|r300.038|gate.06|risk118.00|s60EXPANSION|r10.03|r20.079|r600.108|rg600.116|ef600.976|al1|wc0.141|cp53.1|pdl1.143|pwl1.27|dh0.233|dl1.862|wh0.513|wl2.414,20221030.0,20221031.0,WEEKLY_OPEN,BUY,2.0,WEEKLY 18:00,W80,1.0,8.0,11625.5,118.0,EXPANSION,0.03,0.079,0.108,0.116,0.976,1.0,0.141,53.1,1.143,1.27,0.233,1.862,0.513,2.414,-0.483,1.689,0.038,0.06,,2022-10-30 18:00:00,NQ09B BUY WEEKLY STOP,11591.5,-59.0,9.0,2022-10-30 18:00:00,11592.25,NQ09B|clock20221030|trade20221031|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref11625.50|pdr-0.483|pwr1.689|r300.038|gate.06|risk118.00|s60EXPANSION|r10.03|r20.079|r600.108|rg600.116|ef600.976|al1|wc0.141|cp53.1|pdl1.143|pwl1.27|dh0.233|dl1.862|wh0.513|wl2.414,2022-10-30 18:00:00,NQ09B SELL WEEKLY STOP,11593.5,-59.0,9.0,2022-10-30 18:00:00,SKIP,-118.0,2022,2022-10,Sunday,18:00,WEEKLY
1133,2022-10-31 09:30:00,11488.5,NQ09B|clock20221031|trade20221031|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11488.50|risk118.00|s60CHOP|r1-0.041|r2-0.014|r60-0.054|rg600.084|ef600.977|al1|wc0.613|cp67.1|pdl0.756|pwl0.698|dh0.351|dl1.09|wh0.627|wl1.449,20221031.0,20221031.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11488.5,118.0,CHOP,-0.041,-0.014,-0.054,0.084,0.977,1.0,0.613,67.1,0.756,0.698,0.351,1.09,0.627,1.449,,,,,,2022-10-31 09:30:00,NQ09B BUY NY N130 TP2,11501.25,501.0,9.0,2022-10-31 09:30:00,11488.0,NQ09B|clock20221031|trade20221031|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11488.50|risk118.00|s60CHOP|r1-0.041|r2-0.014|r60-0.054|rg600.084|ef600.977|al1|wc0.613|cp67.1|pdl0.756|pwl0.698|dh0.351|dl1.09|wh0.627|wl1.449,2022-10-31 09:30:00,NQ09B SELL NY STOP,11489.25,-59.0,9.0,2022-10-31 09:30:00,BUY,442.0,2022,2022-10,Monday,09:30,NY
1134,2022-11-01 09:30:00,11595.5,NQ09B|clock20221101|trade20221101|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11594.75|risk118.00|s60CHOP|r1-0.02|r2-0.003|r60-0.024|rg600.083|ef601|al1|wc0.783|cp67.1|pdl0.999|pwl0.829|dh0.001|dl0.599|wh0.367|wl1.773,20221101.0,20221101.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11594.75,118.0,CHOP,-0.02,-0.003,-0.024,0.083,1.0,1.0,0.783,67.1,0.999,0.829,0.001,0.599,0.367,1.773,,,,,,2022-11-01 09:30:00,NQ09B BUY NY STOP,11594.25,-59.0,9.0,2022-11-01 09:30:00,11595.0,NQ09B|clock20221101|trade20221101|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11594.75|risk118.00|s60CHOP|r1-0.02|r2-0.003|r60-0.024|rg600.083|ef601|al1|wc0.783|cp67.1|pdl0.999|pwl0.829|dh0.001|dl0.599|wh0.367|wl1.773,2022-11-01 09:30:00,NQ09B SELL NY N130 TP2,11582.25,501.0,9.0,2022-11-01 09:30:00,SELL,442.0,2022,2022-11,Tuesday,09:30,NY
1135,2022-11-02 09:30:00,11330.25,NQ09B|clock20221102|trade20221102|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11329.50|risk118.00|s60CHOP|r1-0.009|r20.004|r60-0.003|rg600.11|ef600.238|al0|wc0.922|cp56.1|pdl0.123|pwl0.502|dh0.77|dl0.108|wh1.075|wl1.085,20221102.0,20221102.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,11329.5,118.0,CHOP,-0.009,0.004,-0.003,0.11,0.238,0.0,0.922,56.1,0.123,0.502,0.77,0.108,1.075,1.085,,,,,,2022-11-02 09:30:00,NQ09B BUY NY STOP,11329.0,-59.0,9.0,2022-11-02 09:30:00,11329.75,NQ09B|clock20221102|trade20221102|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11329.50|risk118.00|s60CHOP|r1-0.009|r20.004|r60-0.003|rg600.11|ef600.238|al0|wc0.922|cp56.1|pdl0.123|pwl0.502|dh0.77|dl0.108|wh1.075|wl1.085,2022-11-02 09:30:00,NQ09B SELL NY STOP,11331.0,-59.0,9.0,2022-11-02 09:30:00,SKIP,-118.0,2022,2022-11,Wednesday,09:30,NY
1136,2022-11-03 09:30:00,10829.5,NQ09B|clock20221103|trade20221103|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref10829.50|risk118.00|s60CHOP|r10.064|r2-0.069|r60-0.006|rg600.112|ef600.048|al0|wc0.329|cp55.1|pdl-0.144|pwl-0.113|dh1.622|dl0.205|wh2.328|wl0.237,20221103.0,20221103.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,10829.5,118.0,CHOP,0.064,-0.069,-0.006,0.112,0.048,0.0,0.329,55.1,-0.144,-0.113,1.622,0.205,2.328,0.237,,,,,,2022-11-03 09:30:00,NQ09B BUY NY N130 TP2,10842.25,501.0,9.0,2022-11-03 09:30:00,10829.0,NQ09B|clock20221103|trade20221103|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref10829.50|risk118.00|s60CHOP|r10.064|r2-0.069|r60-0.006|rg600.112|ef600.048|al0|wc0.329|cp55.1|pdl-0.144|pwl-0.113|dh1.622|dl0.205|wh2.328|wl0.237,2022-11-03 09:30:00,NQ09B SELL NY STOP,10830.25,-59.0,9.0,2022-11-03 09:30:00,BUY,442.0,2022,2022-11,Thursday,09:30,NY
1137,2022-11-04 09:30:00,10932.5,NQ09B|clock20221104|trade20221104|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref10932.50|risk118.00|s60SHOCK|r10.157|r20.21|r600.366|rg600.789|ef600.996|al1|wc0.547|cp0.1|pdl0.78|pwl0.014|dh0.166|dl0.589|wh2.101|wl0.029,20221104.0,20221104.0,NY,BUY,2.0,NY0930,N130 TP2,1.0,12.75,10932.5,118.0,SHOCK,0.157,0.21,0.366,0.789,0.996,1.0,0.547,0.1,0.78,0.014,0.166,0.589,2.101,0.029,,,,,,2022-11-04 09:30:00,NQ09B BUY NY N130 TP2,10945.25,501.0,9.0,2022-11-04 09:30:00,10932.0,NQ09B|clock20221104|trade20221104|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref10932.50|risk118.00|s60SHOCK|r10.157|r20.21|r600.366|rg600.789|ef600.996|al1|wc0.547|cp0.1|pdl0.78|pwl0.014|dh0.166|dl0.589|wh2.101|wl0.029,2022-11-04 09:30:00,NQ09B SELL NY STOP,10933.25,-59.0,9.0,2022-11-04 09:30:00,BUY,442.0,2022,2022-11,Friday,09:30,NY
