trade_number,entry_time,buy_entry,quantity,route,buy_entry_signal,buy_exit,buy_net,buy_commission,buy_favorable_usd,buy_adverse_usd,buy_exit_signal,sell_entry,sell_entry_signal,sell_exit,sell_net,sell_commission,sell_favorable_usd,sell_adverse_usd,sell_exit_signal,buy_stop,sell_stop,outcome,pair_net,buy_mfe_points,sell_mfe_points,max_mfe_points,mfe_side,year,month
21,2020-01-26 18:00:00,9077.25,2,WEEKLY,NQ09B|clock20200126|trade20200127|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9136.75|pdr0.521|pwr1.75|r300.085|gate.06|risk118.00|s60EXPANSION|r1-0.074|r2-0.081|r60-0.136|rg600.19|ef600.792|al1|wc0.289|cp24.1|pdl-0.147|pwl0.75|dh1.045|dl0.134|wh0.47|wl1.412,9076.0,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKLY STOP,9076.75,NQ09B|clock20200126|trade20200127|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9136.75|pdr0.521|pwr1.75|r300.085|gate.06|risk118.00|s60EXPANSION|r1-0.074|r2-0.081|r60-0.136|rg600.19|ef600.792|al1|wc0.289|cp24.1|pdl-0.147|pwl0.75|dh1.045|dl0.134|wh0.47|wl1.412,9068.75,311.0,9.0,315.5,-14.5,NQ09B SELL WEEKLY W80,True,False,SELL_TARGET,252.0,0.0,8.0,8.0,SELL,2020,2020-01
22,2020-01-27 09:30:00,8947.5,2,NY,NQ09B|clock20200127|trade20200127|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref8947.00|risk118.00|s60SHOCK|r1-0.255|r2-0.069|r60-0.328|rg600.363|ef601|al1|wc0.294|cp0.1|pdl-0.914|pwl-0.914|dh2.922|dl1.395|wh2.922|wl1.395,8960.25,501.0,9.0,505.5,-14.5,NQ09B BUY NY N130 TP2,8947.0,NQ09B|clock20200127|trade20200127|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref8947.00|risk118.00|s60SHOCK|r1-0.255|r2-0.069|r60-0.328|rg600.363|ef601|al1|wc0.294|cp0.1|pdl-0.914|pwl-0.914|dh2.922|dl1.395|wh2.922|wl1.395,8948.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,False,True,BUY_TARGET,442.0,12.75,0.0,12.75,BUY,2020,2020-01
23,2020-01-27 18:00:00,8952.75,1,WEEKDAY_WEAK,NQ09B|clock20200127|trade20200128|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref8960.25|r300.088|gate.06|risk59.00|s60CHOP|r10.041|r2-0.058|r60-0.004|rg600.127|ef600.038|al0|wc0.511|cp49.1|pdl-0.84|pwl-0.84|dh2.808|dl1.282|wh2.808|wl1.282,8960.75,155.5,4.5,157.75,-7.25,NQ09B BUY WEEKDAY 1800 D80,8952.25,NQ09B|clock20200127|trade20200128|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref8960.25|r300.088|gate.06|risk59.00|s60CHOP|r10.041|r2-0.058|r60-0.004|rg600.127|ef600.038|al0|wc0.511|cp49.1|pdl-0.84|pwl-0.84|dh2.808|dl1.282|wh2.808|wl1.282,8953.5,-29.5,4.5,0.0,-27.25,NQ09B SELL WEEKDAY 1800 STOP,False,True,BUY_TARGET,126.0,8.0,0.0,8.0,BUY,2020,2020-01
24,2020-01-28 09:30:00,9024.0,2,NY,NQ09B|clock20200128|trade20200128|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9023.75|risk118.00|s60CHOP|r1-0.034|r2-0.028|r60-0.063|rg600.141|ef601|al1|wc0.677|cp43.1|pdl0.649|pwl-0.482|dh0.43|dl0.794|wh2.129|wl0.693,9022.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,9023.5,NQ09B|clock20200128|trade20200128|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9023.75|risk118.00|s60CHOP|r1-0.034|r2-0.028|r60-0.063|rg600.141|ef601|al1|wc0.677|cp43.1|pdl0.649|pwl-0.482|dh0.43|dl0.794|wh2.129|wl0.693,9024.75,-59.0,9.0,315.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,8.0,8.0,SELL,2020,2020-01
25,2020-01-28 18:00:00,9119.75,2,WEEKDAY_PREMIUM,NQ09B|clock20200128|trade20200129|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9124.50|r300.301|gate.06|risk118.00|s60EXPANSION|r10.186|r20.044|r600.212|rg600.325|ef600.854|al1|wc0.415|cp0.1|pdl1.314|pwl0.084|dh0.384|dl1.608|wh1.315|wl0.121,9118.5,-59.0,9.0,245.5,-54.5,NQ09B BUY WEEKDAY 1800 STOP,9119.25,NQ09B|clock20200128|trade20200129|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9124.50|r300.301|gate.06|risk118.00|s60EXPANSION|r10.186|r20.044|r600.212|rg600.325|ef600.854|al1|wc0.415|cp0.1|pdl1.314|pwl0.084|dh0.384|dl1.608|wh1.315|wl0.121,9120.5,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-118.0,6.25,0.0,6.25,BUY,2020,2020-01
26,2020-01-29 09:30:00,9149.25,2,NY,NQ09B|clock20200129|trade20200129|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9149.00|risk118.00|s60CHOP|r10.094|r2-0.08|r600.016|rg600.125|ef600.089|al0|wc0.246|cp50.1|pdl1.069|pwl0.222|dh0.1|dl1.534|wh1.08|wl0.308,9148.0,-59.0,9.0,145.5,-54.5,NQ09B BUY NY STOP,9148.75,NQ09B|clock20200129|trade20200129|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9149.00|risk118.00|s60CHOP|r10.094|r2-0.08|r600.016|rg600.125|ef600.089|al0|wc0.246|cp50.1|pdl1.069|pwl0.222|dh0.1|dl1.534|wh1.08|wl0.308,9150.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,3.75,0.0,3.75,BUY,2020,2020-01
27,2020-01-29 18:00:00,9111.5,2,WEEKDAY_PREMIUM,NQ09B|clock20200129|trade20200130|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9104.75|r300.205|gate.06|risk118.00|s60SHOCK|r10.096|r2-0.107|r60-0.037|rg600.424|ef600.162|al0|wc0.653|cp0.1|pdl0.829|pwl-0.027|dh0.246|dl1.189|wh1.425|wl0.037,9110.25,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKDAY 1800 STOP,9111.0,NQ09B|clock20200129|trade20200130|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9104.75|r300.205|gate.06|risk118.00|s60SHOCK|r10.096|r2-0.107|r60-0.037|rg600.424|ef600.162|al0|wc0.653|cp0.1|pdl0.829|pwl-0.027|dh0.246|dl1.189|wh1.425|wl0.037,9112.25,-59.0,9.0,165.5,-54.5,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-118.0,0.0,4.25,4.25,SELL,2020,2020-01
28,2020-01-30 09:30:00,9052.0,2,NY,NQ09B|clock20200130|trade20200130|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9051.75|risk118.00|s60CHOP|r1-0.062|r20.076|r600.014|rg600.256|ef600.101|al0|wc0.692|cp0.1|pdl-0.237|pwl-0.325|dh0.855|dl0.164|wh1.883|wl0.462,9050.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,9051.5,NQ09B|clock20200130|trade20200130|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9051.75|risk118.00|s60CHOP|r1-0.062|r20.076|r600.014|rg600.256|ef600.101|al0|wc0.692|cp0.1|pdl-0.237|pwl-0.325|dh0.855|dl0.164|wh1.883|wl0.462,9052.75,-59.0,9.0,275.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,7.0,7.0,SELL,2020,2020-01
29,2020-01-30 18:00:00,9226.75,2,WEEKDAY_PREMIUM,NQ09B|clock20200130|trade20200131|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9237.50|r300.17|gate.06|risk118.00|s60SHOCK|r10.15|r20.596|r600.745|rg600.779|ef601|al1|wc0.086|cp0.1|pdl1.91|pwl0.72|dh0.63|dl1.321|wh0.398|wl1.023,9225.5,-59.0,9.0,65.5,-54.5,NQ09B BUY WEEKDAY 1800 STOP,9226.25,NQ09B|clock20200130|trade20200131|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9237.50|r300.17|gate.06|risk118.00|s60SHOCK|r10.15|r20.596|r600.745|rg600.779|ef601|al1|wc0.086|cp0.1|pdl1.91|pwl0.72|dh0.63|dl1.321|wh0.398|wl1.023,9227.5,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-118.0,1.75,0.0,1.75,BUY,2020,2020-01
30,2020-01-31 09:30:00,9181.75,2,NY,NQ09B|clock20200131|trade20200131|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9181.75|risk118.00|s60CHOP|r1-0.039|r20.036|r60-0.002|rg600.197|ef600.024|al0|wc0.755|cp21.1|pdl0.754|pwl0.406|dh0.438|dl1.34|wh0.793|wl0.543,9180.5,-59.0,9.0,85.5,-54.5,NQ09B BUY NY STOP,9181.25,NQ09B|clock20200131|trade20200131|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9181.75|risk118.00|s60CHOP|r1-0.039|r20.036|r60-0.002|rg600.197|ef600.024|al0|wc0.755|cp21.1|pdl0.754|pwl0.406|dh0.438|dl1.34|wh0.793|wl0.543,9182.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,2.25,0.0,2.25,BUY,2020,2020-01
31,2020-02-02 18:00:00,8983.0,2,WEEKLY,NQ09B|clock20200202|trade20200203|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9013.25|pdr0.789|pwr-0.222|r300.075|gate.06|risk118.00|s60NORMAL|r1-0.008|r20.158|r600.135|rg600.203|ef600.75|al0|wc0.405|cp19.1|pdl0.041|pwl-0.541|dh1.704|dl0.073|wh2.059|wl0.723,8981.75,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKLY STOP,8982.5,NQ09B|clock20200202|trade20200203|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9013.25|pdr0.789|pwr-0.222|r300.075|gate.06|risk118.00|s60NORMAL|r1-0.008|r20.158|r600.135|rg600.203|ef600.75|al0|wc0.405|cp19.1|pdl0.041|pwl-0.541|dh1.704|dl0.073|wh2.059|wl0.723,8983.75,-59.0,9.0,295.5,-54.5,NQ09B SELL WEEKLY STOP,True,True,DOUBLE_STOP,-118.0,0.0,7.5,7.5,SELL,2020,2020-02
32,2020-02-03 09:30:00,9041.75,2,NY,NQ09B|clock20200203|trade20200203|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9041.25|risk118.00|s60EXPANSION|r1-0.113|r2-0.08|r60-0.195|rg600.224|ef601|al1|wc0.201|cp10.1|pdl0.266|pwl0.358|dh1.444|dl0.524|wh1.444|wl0.805,9040.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,9041.25,NQ09B|clock20200203|trade20200203|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9041.25|risk118.00|s60EXPANSION|r1-0.113|r2-0.08|r60-0.195|rg600.224|ef601|al1|wc0.201|cp10.1|pdl0.266|pwl0.358|dh1.444|dl0.524|wh1.444|wl0.805,9042.5,-59.0,9.0,215.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,5.5,5.5,SELL,2020,2020-02
33,2020-02-03 18:00:00,9099.25,2,WEEKDAY_PREMIUM,NQ09B|clock20200203|trade20200204|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9105.50|r300.068|gate.06|risk118.00|s60SHOCK|r1-0.038|r2-0.123|r60-0.181|rg600.351|ef601|al1|wc0.614|cp0.1|pdl0.493|pwl0.557|dh0.997|dl0.971|wh0.997|wl1.252,9098.0,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKDAY 1800 STOP,9098.75,NQ09B|clock20200203|trade20200204|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9105.50|r300.068|gate.06|risk118.00|s60SHOCK|r1-0.038|r2-0.123|r60-0.181|rg600.351|ef601|al1|wc0.614|cp0.1|pdl0.493|pwl0.557|dh0.997|dl0.971|wh0.997|wl1.252,9090.75,311.0,9.0,315.5,-24.5,NQ09B SELL WEEKDAY 1800 D80,True,False,SELL_TARGET,252.0,0.0,8.0,8.0,SELL,2020,2020-02
34,2020-02-04 09:30:00,9258.25,2,NY,NQ09B|clock20200204|trade20200204|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9258.00|risk118.00|s60CHOP|r1-0.024|r20.031|r600.003|rg600.145|ef600.059|al0|wc0.744|cp42.1|pdl1.566|pwl1.029|dh0.699|dl1.933|wh0.063|wl2.271,9257.0,-59.0,9.0,455.5,-54.5,NQ09B BUY NY STOP,9257.75,NQ09B|clock20200204|trade20200204|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9258.00|risk118.00|s60CHOP|r1-0.024|r20.031|r600.003|rg600.145|ef600.059|al0|wc0.744|cp42.1|pdl1.566|pwl1.029|dh0.699|dl1.933|wh0.063|wl2.271,9259.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,11.5,0.0,11.5,BUY,2020,2020-02
35,2020-02-04 18:00:00,9357.25,2,WEEKDAY_PREMIUM,NQ09B|clock20200204|trade20200205|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9360.25|r300.128|gate.06|risk118.00|s60EXPANSION|r10.036|r20.116|r600.135|rg600.243|ef600.798|al1|wc0.489|cp3.1|pdl2.131|pwl1.345|dh1.397|dl2.632|wh0.762|wl2.97,9356.0,-59.0,9.0,85.5,-54.5,NQ09B BUY WEEKDAY 1800 STOP,9356.75,NQ09B|clock20200204|trade20200205|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9360.25|r300.128|gate.06|risk118.00|s60EXPANSION|r10.036|r20.116|r600.135|rg600.243|ef600.798|al1|wc0.489|cp3.1|pdl2.131|pwl1.345|dh1.397|dl2.632|wh0.762|wl2.97,9358.0,-59.0,9.0,0.0,-54.5,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-118.0,2.25,0.0,2.25,BUY,2020,2020-02
36,2020-02-05 09:30:00,9457.25,2,NY,NQ09B|clock20200205|trade20200205|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9456.75|risk118.00|s60CHOP|r1-0.016|r20.03|r600.011|rg600.103|ef600.226|al0|wc0.726|cp59.1|pdl1.295|pwl1.643|dh0.557|dl2.443|wh1.324|wl3.382,9456.0,-59.0,9.0,15.5,-54.5,NQ09B BUY NY STOP,9456.75,NQ09B|clock20200205|trade20200205|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9456.75|risk118.00|s60CHOP|r1-0.016|r20.03|r600.011|rg600.103|ef600.226|al0|wc0.726|cp59.1|pdl1.295|pwl1.643|dh0.557|dl2.443|wh1.324|wl3.382,9458.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.5,0.0,0.5,BUY,2020,2020-02
37,2020-02-05 18:00:00,9390.25,1,WEEKDAY_WEAK,NQ09B|clock20200205|trade20200206|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref9388.25|r300.084|gate.06|risk59.00|s60CHOP|r10.006|r20.048|r600.08|rg600.188|ef601|al1|wc0.732|cp25.1|pdl1.064|pwl1.432|dh0.121|dl2.007|wh0.888|wl2.946,9389.0,-29.5,4.5,127.75,-27.25,NQ09B BUY WEEKDAY 1800 STOP,9389.75,NQ09B|clock20200205|trade20200206|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref9388.25|r300.084|gate.06|risk59.00|s60CHOP|r10.006|r20.048|r600.08|rg600.188|ef601|al1|wc0.732|cp25.1|pdl1.064|pwl1.432|dh0.121|dl2.007|wh0.888|wl2.946,9391.0,-29.5,4.5,0.0,-27.25,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-59.0,6.5,0.0,6.5,BUY,2020,2020-02
38,2020-02-06 09:30:00,9396.75,2,NY,NQ09B|clock20200206|trade20200206|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9396.50|risk118.00|s60EXPANSION|r1-0.072|r2-0.07|r60-0.144|rg600.194|ef601|al1|wc0.414|cp23.1|pdl0.543|pwl1.457|dh0.424|dl0.504|wh0.946|wl3.015,9395.5,-59.0,9.0,455.5,-54.5,NQ09B BUY NY STOP,9396.25,NQ09B|clock20200206|trade20200206|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9396.50|risk118.00|s60EXPANSION|r1-0.072|r2-0.07|r60-0.144|rg600.194|ef601|al1|wc0.414|cp23.1|pdl0.543|pwl1.457|dh0.424|dl0.504|wh0.946|wl3.015,9397.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,11.5,0.0,11.5,BUY,2020,2020-02
39,2020-02-06 18:00:00,9467.25,1,WEEKDAY_WEAK,NQ09B|clock20200206|trade20200207|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref9464.00|r300.09|gate.06|risk59.00|s60CHOP|r10.059|r20.011|r600.07|rg600.126|ef601|al1|wc0.596|cp49.1|pdl1.009|pwl1.666|dh0.008|dl0.936|wh1.378|wl3.447,9466.0,-29.5,4.5,72.75,-27.25,NQ09B BUY WEEKDAY 1800 STOP,9466.75,NQ09B|clock20200206|trade20200207|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref9464.00|r300.09|gate.06|risk59.00|s60CHOP|r10.059|r20.011|r600.07|rg600.126|ef601|al1|wc0.596|cp49.1|pdl1.009|pwl1.666|dh0.008|dl0.936|wh1.378|wl3.447,9468.0,-29.5,4.5,0.0,-27.25,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-59.0,3.75,0.0,3.75,BUY,2020,2020-02
40,2020-02-07 09:30:00,9411.5,2,NY,NQ09B|clock20200207|trade20200207|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9411.25|risk118.00|s60EXPANSION|r1-0.01|r2-0.169|r60-0.177|rg600.346|ef600.982|al1|wc0.613|cp0.1|pdl0.48|pwl1.503|dh0.346|dl0.32|wh1.067|wl3.189,9410.25,-59.0,9.0,495.5,-54.5,NQ09B BUY NY STOP,9411.0,NQ09B|clock20200207|trade20200207|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9411.25|risk118.00|s60EXPANSION|r1-0.01|r2-0.169|r60-0.177|rg600.346|ef600.982|al1|wc0.613|cp0.1|pdl0.48|pwl1.503|dh0.346|dl0.32|wh1.067|wl3.189,9412.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,12.5,0.0,12.5,BUY,2020,2020-02
41,2020-02-09 18:00:00,9401.75,2,WEEKLY,NQ09B|clock20200209|trade20200210|classWEEKLY_OPEN|sideBUY|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9400.50|pdr0.43|pwr-0.52|r300.062|gate.06|risk118.00|s60CHOP|r1-0.038|r2-0.01|r60-0.069|rg600.094|ef601|al1|wc0.646|cp63.1|pdl0.374|pwl1.469|dh0.417|dl0.249|wh0.996|wl3.119,9400.5,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKLY STOP,9401.25,NQ09B|clock20200209|trade20200210|classWEEKLY_OPEN|sideSELL|q2|timWEEKLY 18:00|tmW80|sp1.00|tp8.00|ref9400.50|pdr0.43|pwr-0.52|r300.062|gate.06|risk118.00|s60CHOP|r1-0.038|r2-0.01|r60-0.069|rg600.094|ef601|al1|wc0.646|cp63.1|pdl0.374|pwl1.469|dh0.417|dl0.249|wh0.996|wl3.119,9393.25,311.0,9.0,315.5,-14.5,NQ09B SELL WEEKLY W80,True,False,SELL_TARGET,252.0,0.0,8.0,8.0,SELL,2020,2020-02
42,2020-02-10 09:30:00,9380.5,2,NY,NQ09B|clock20200210|trade20200210|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9380.50|risk118.00|s60EXPANSION|r1-0.132|r2-0.102|r60-0.235|rg600.261|ef601|al1|wc0.211|cp0.1|pdl-0.052|pwl0.818|dh0.613|dl0.03|wh0.613|wl2.748,9379.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,9380.0,NQ09B|clock20200210|trade20200210|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9380.50|risk118.00|s60EXPANSION|r1-0.132|r2-0.102|r60-0.235|rg600.261|ef601|al1|wc0.211|cp0.1|pdl-0.052|pwl0.818|dh0.613|dl0.03|wh0.613|wl2.748,9381.25,-59.0,9.0,45.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,1.25,1.25,SELL,2020,2020-02
43,2020-02-11 09:30:00,9577.0,2,NY,NQ09B|clock20200211|trade20200211|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9576.50|risk118.00|s60CHOP|r10.002|r20.048|r600.05|rg600.155|ef601|al1|wc0.746|cp38.1|pdl1.224|pwl1.213|dh0.297|dl1.623|wh0.697|wl3.974,9575.75,-59.0,9.0,175.5,-54.5,NQ09B BUY NY STOP,9576.5,NQ09B|clock20200211|trade20200211|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9576.50|risk118.00|s60CHOP|r10.002|r20.048|r600.05|rg600.155|ef601|al1|wc0.746|cp38.1|pdl1.224|pwl1.213|dh0.297|dl1.623|wh0.697|wl3.974,9577.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,4.5,0.0,4.5,BUY,2020,2020-02
44,2020-02-11 18:00:00,9536.5,1,WEEKDAY_WEAK,NQ09B|clock20200211|trade20200212|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp8.00|ref9532.75|r300.063|gate.06|risk59.00|s60CHOP|r10.043|r20.007|r600.051|rg600.078|ef601|al1|wc0.552|cp69.1|pdl1.006|pwl1.124|dh0.008|dl1.334|wh0.408|wl3.685,9535.25,-29.5,4.5,0.0,-27.25,NQ09B BUY WEEKDAY 1800 STOP,9536.0,NQ09B|clock20200211|trade20200212|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp8.00|ref9532.75|r300.063|gate.06|risk59.00|s60CHOP|r10.043|r20.007|r600.051|rg600.078|ef601|al1|wc0.552|cp69.1|pdl1.006|pwl1.124|dh0.008|dl1.334|wh0.408|wl3.685,9537.25,-29.5,4.5,52.75,-27.25,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-59.0,0.0,2.75,2.75,SELL,2020,2020-02
45,2020-02-12 09:30:00,9580.75,2,NY,NQ09B|clock20200212|trade20200212|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9580.50|risk118.00|s60CHOP|r10.03|r20.008|r600.04|rg600.101|ef601|al1|wc0.72|cp60.1|pdl0.732|pwl1.221|dh0.196|dl0.534|wh0.738|wl4.083,9579.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,9580.25,NQ09B|clock20200212|trade20200212|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9580.50|risk118.00|s60CHOP|r10.03|r20.008|r600.04|rg600.101|ef601|al1|wc0.72|cp60.1|pdl0.732|pwl1.221|dh0.196|dl0.534|wh0.738|wl4.083,9581.5,-59.0,9.0,25.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,0.75,0.75,SELL,2020,2020-02
46,2020-02-13 09:30:00,9550.0,2,NY,NQ09B|clock20200213|trade20200213|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9549.50|risk118.00|s60CHOP|r1-0.086|r20.05|r60-0.034|rg600.148|ef600.25|al0|wc0.5|cp41.1|pdl0.246|pwl1.158|dh0.542|dl0.177|wh0.541|wl3.957,9548.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,9549.5,NQ09B|clock20200213|trade20200213|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref9549.50|risk118.00|s60CHOP|r1-0.086|r20.05|r60-0.034|rg600.148|ef600.25|al0|wc0.5|cp41.1|pdl0.246|pwl1.158|dh0.542|dl0.177|wh0.541|wl3.957,9550.75,-59.0,9.0,405.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,10.25,10.25,SELL,2020,2020-02
47,2020-02-13 18:00:00,9626.5,2,WEEKDAY_PREMIUM,NQ09B|clock20200213|trade20200214|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideBUY|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9625.25|r300.064|gate.06|risk118.00|s60EXPANSION|r10.038|r20.06|r600.141|rg600.162|ef601|al1|wc0.288|cp35.1|pdl0.971|pwl1.311|dh0.021|dl0.699|wh1.063|wl4.479,9625.25,-59.0,9.0,0.0,-54.5,NQ09B BUY WEEKDAY 1800 STOP,9626.0,NQ09B|clock20200213|trade20200214|classDAILY_REOPEN|routeIMM1800_PREMIUM|sideSELL|q2|tim18:00|tmD80|sp1.00|tp8.00|ref9625.25|r300.064|gate.06|risk118.00|s60EXPANSION|r10.038|r20.06|r600.141|rg600.162|ef601|al1|wc0.288|cp35.1|pdl0.971|pwl1.311|dh0.021|dl0.699|wh1.063|wl4.479,9618.0,311.0,9.0,315.5,-24.5,NQ09B SELL WEEKDAY 1800 D80,True,False,SELL_TARGET,252.0,0.0,8.0,8.0,SELL,2020,2020-02
