trade_number,entry_time,buy_entry,quantity,route,buy_entry_signal,buy_exit,buy_net,buy_commission,buy_favorable_usd,buy_adverse_usd,buy_exit_signal,sell_entry,sell_entry_signal,sell_exit,sell_net,sell_commission,sell_favorable_usd,sell_adverse_usd,sell_exit_signal,buy_stop,sell_stop,outcome,pair_net,buy_mfe_points,sell_mfe_points,max_mfe_points,mfe_side,year,month
2567,2026-07-23 18:00:00,28700.5,1,WEEKDAY_WEAK,NQ09B|clock20260723|trade20260724|classDAILY_REOPEN|routeIMM1800_WEAK|sideBUY|q1|tim18:00|tmD80|sp1.00|tp10.00|ref28739.25|r300.085|gate.06|risk59.00|s60NORMAL|r1-0.044|r20.23|r600.185|rg600.256|ef600.672|al0|wc0.179|cp0.1|pdl-0.545|pwl0.2|dh0.899|dl0.317|wh1.973|wl0.493,28699.25,-29.5,4.5,172.75,-27.25,NQ09B BUY WEEKDAY 1800 STOP,28700.0,NQ09B|clock20260723|trade20260724|classDAILY_REOPEN|routeIMM1800_WEAK|sideSELL|q1|tim18:00|tmD80|sp1.00|tp10.00|ref28739.25|r300.085|gate.06|risk59.00|s60NORMAL|r1-0.044|r20.23|r600.185|rg600.256|ef600.672|al0|wc0.179|cp0.1|pdl-0.545|pwl0.2|dh0.899|dl0.317|wh1.973|wl0.493,28701.25,-29.5,4.5,0.0,-27.25,NQ09B SELL WEEKDAY 1800 STOP,True,True,DOUBLE_STOP,-59.0,8.75,0.0,8.75,BUY,2026,2026-07
