trade_number,entry_time,buy_entry,quantity,route,buy_entry_signal,buy_exit,buy_net,buy_commission,buy_favorable_usd,buy_adverse_usd,buy_exit_signal,sell_entry,sell_entry_signal,sell_exit,sell_net,sell_commission,sell_favorable_usd,sell_adverse_usd,sell_exit_signal,buy_stop,sell_stop,outcome,pair_net,buy_mfe_points,sell_mfe_points,max_mfe_points,mfe_side,year,month
2206,2025-08-29 09:30:00,23652.25,2,NY,NQ09B|clock20250829|trade20250829|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23652.50|risk118.00|s60NORMAL|r1-0.043|r20.123|r600.077|rg600.184|ef600.454|al0|wc0.347|cp27.1|pdl0.522|pwl0.729|dh0.5|dl0.546|wh0.759|wl2.043,23651.0,-59.0,9.0,625.5,-54.5,NQ09B BUY NY STOP,23651.75,NQ09B|clock20250829|trade20250829|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23652.50|risk118.00|s60NORMAL|r1-0.043|r20.123|r600.077|rg600.184|ef600.454|al0|wc0.347|cp27.1|pdl0.522|pwl0.729|dh0.5|dl0.546|wh0.759|wl2.043,23653.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,15.75,0.0,15.75,BUY,2025,2025-08
2180,2025-08-06 09:30:00,23169.5,2,NY,NQ09B|clock20250806|trade20250806|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23168.75|risk118.00|s60NORMAL|r1-0.03|r20.092|r600.06|rg600.149|ef600.478|al0|wc0.414|cp40.1|pdl0.263|pwl0.368|dh0.748|dl0.268|wh2.148|wl1.251,23168.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,23169.0,NQ09B|clock20250806|trade20250806|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23168.75|risk118.00|s60NORMAL|r1-0.03|r20.092|r600.06|rg600.149|ef600.478|al0|wc0.414|cp40.1|pdl0.263|pwl0.368|dh0.748|dl0.268|wh2.148|wl1.251,23170.25,-59.0,9.0,625.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,15.75,15.75,SELL,2025,2025-08
2188,2025-08-13 09:30:00,24044.75,2,NY,NQ09B|clock20250813|trade20250813|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref24044.50|risk118.00|s60EXPANSION|r10.079|r20.043|r600.124|rg600.137|ef601|al1|wc0.341|cp45.1|pdl1.255|pwl1.293|dh0.289|dl1.425|wh0.879|wl3.885,24043.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,24044.25,NQ09B|clock20250813|trade20250813|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref24044.50|risk118.00|s60EXPANSION|r10.079|r20.043|r600.124|rg600.137|ef601|al1|wc0.341|cp45.1|pdl1.255|pwl1.293|dh0.289|dl1.425|wh0.879|wl3.885,24045.5,-59.0,9.0,615.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,15.5,15.5,SELL,2025,2025-08
2229,2025-09-19 09:30:00,24768.0,2,NY,NQ09B|clock20250919|trade20250919|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref24768.50|risk118.00|s60CHOP|r10.102|r2-0.044|r600.058|rg600.172|ef600.399|al0|wc0.387|cp31.1|pdl0.852|pwl2.198|dh0.161|dl0.925|wh2.063|wl3.785,24766.75,-59.0,9.0,605.5,-54.5,NQ09B BUY NY STOP,24767.5,NQ09B|clock20250919|trade20250919|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref24768.50|risk118.00|s60CHOP|r10.102|r2-0.044|r600.058|rg600.172|ef600.399|al0|wc0.387|cp31.1|pdl0.852|pwl2.198|dh0.161|dl0.925|wh2.063|wl3.785,24768.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,15.25,0.0,15.25,BUY,2025,2025-09
2157,2025-07-16 09:30:00,23074.5,2,NY,NQ09B|clock20250716|trade20250716|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23074.50|risk118.00|s60EXPANSION|r10.004|r20.153|r600.155|rg600.193|ef600.979|al1|wc0.393|cp23.1|pdl0.346|pwl0.887|dh0.503|dl0.267|wh0.127|wl1.001,23073.25,-59.0,9.0,595.5,-54.5,NQ09B BUY NY STOP,23074.0,NQ09B|clock20250716|trade20250716|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23074.50|risk118.00|s60EXPANSION|r10.004|r20.153|r600.155|rg600.193|ef600.979|al1|wc0.393|cp23.1|pdl0.346|pwl0.887|dh0.503|dl0.267|wh0.127|wl1.001,23075.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,15.0,0.0,15.0,BUY,2025,2025-07
2475,2026-05-01 09:30:00,27633.0,2,NY,NQ09B|clock20260501|trade20260501|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref27632.50|risk118.00|s60CHOP|r10.122|r2-0.078|r600.043|rg600.158|ef600.214|al0|wc0.173|cp37.1|pdl1.021|pwl1.183|dh0.021|dl1.024|wh0.371|wl2.395,27631.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,27632.5,NQ09B|clock20260501|trade20260501|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref27632.50|risk118.00|s60CHOP|r10.122|r2-0.078|r600.043|rg600.158|ef600.214|al0|wc0.173|cp37.1|pdl1.021|pwl1.183|dh0.021|dl1.024|wh0.371|wl2.395,27633.75,-59.0,9.0,585.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,14.75,14.75,SELL,2026,2026-05
1990,2025-02-12 09:30:00,21551.25,2,NY,NQ09B|clock20250212|trade20250212|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21551.00|risk118.00|s60SHOCK|r10.016|r2-0.7|r60-0.684|rg600.845|ef600.955|al0|wc0.264|cp0.1|pdl-0.587|pwl0.593|dh0.798|dl0.295|wh1.038|wl1.514,21550.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21550.75,NQ09B|clock20250212|trade20250212|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21551.00|risk118.00|s60SHOCK|r10.016|r2-0.7|r60-0.684|rg600.845|ef600.955|al0|wc0.264|cp0.1|pdl-0.587|pwl0.593|dh0.798|dl0.295|wh1.038|wl1.514,21552.0,-59.0,9.0,575.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,14.5,14.5,SELL,2025,2025-02
1911,2024-11-29 09:30:00,20830.75,2,NY,NQ09B|clock20241129|trade20241129|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20830.50|risk118.00|s60CHOP|r10.006|r2-0.036|r60-0.029|rg600.195|ef600.698|al0|wc0.841|cp22.1|pdl0.452|pwl0.856|dh0.596|dl0.492|wh0.238|wl1.417,20829.5,-59.0,9.0,575.5,-54.5,NQ09B BUY NY STOP,20830.25,NQ09B|clock20241129|trade20241129|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20830.50|risk118.00|s60CHOP|r10.006|r2-0.036|r60-0.029|rg600.195|ef600.698|al0|wc0.841|cp22.1|pdl0.452|pwl0.856|dh0.596|dl0.492|wh0.238|wl1.417,20831.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.5,0.0,14.5,BUY,2024,2024-11
2104,2025-05-28 09:30:00,21505.5,2,NY,NQ09B|clock20250528|trade20250528|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21505.25|risk118.00|s60CHOP|r1-0.004|r2-0.013|r60-0.017|rg600.102|ef601|al1|wc0.877|cp59.1|pdl1.031|pwl0.932|dh0.034|dl1.134|wh0.117|wl1.601,21504.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21505.0,NQ09B|clock20250528|trade20250528|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21505.25|risk118.00|s60CHOP|r1-0.004|r2-0.013|r60-0.017|rg600.102|ef601|al1|wc0.877|cp59.1|pdl1.031|pwl0.932|dh0.034|dl1.134|wh0.117|wl1.601,21506.25,-59.0,9.0,575.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,14.5,14.5,SELL,2025,2025-05
2576,2026-07-30 09:30:00,27877.5,2,NY,NQ09B|clock20260730|trade20260730|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref27876.25|risk118.00|s60EXPANSION|r10.099|r20.093|r600.194|rg600.24|ef601|al1|wc0.316|cp4.1|pdl0.691|pwl-0.292|dh0.431|dl0.964|wh2.126|wl0.48,27876.25,-59.0,9.0,575.5,-54.5,NQ09B BUY NY STOP,27877.0,NQ09B|clock20260730|trade20260730|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref27876.25|risk118.00|s60EXPANSION|r10.099|r20.093|r600.194|rg600.24|ef601|al1|wc0.316|cp4.1|pdl0.691|pwl-0.292|dh0.431|dl0.964|wh2.126|wl0.48,27878.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.5,0.0,14.5,BUY,2026,2026-07
1884,2024-11-06 09:30:00,20685.0,2,NY,NQ09B|clock20241106|trade20241106|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20685.75|risk118.00|s60CHOP|r1-0.003|r2-0.058|r60-0.062|rg600.214|ef601|al1|wc0.774|cp15.1|pdl1.873|pwl0.868|dh0.968|dl2.076|wh0.331|wl2.183,20683.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,20684.5,NQ09B|clock20241106|trade20241106|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20685.75|risk118.00|s60CHOP|r1-0.003|r2-0.058|r60-0.062|rg600.214|ef601|al1|wc0.774|cp15.1|pdl1.873|pwl0.868|dh0.968|dl2.076|wh0.331|wl2.183,20685.75,-59.0,9.0,575.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,14.5,14.5,SELL,2024,2024-11
1970,2025-01-27 09:30:00,21123.75,2,NY,NQ09B|clock20250127|trade20250127|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21123.75|risk118.00|s60EXPANSION|r1-0.093|r2-0.01|r60-0.107|rg600.193|ef601|al1|wc0.644|cp23.1|pdl-3.075|pwl-0.355|dh2.564|dl1.935|wh2.605|wl0.682,21122.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,21123.25,NQ09B|clock20250127|trade20250127|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21123.75|risk118.00|s60EXPANSION|r1-0.093|r2-0.01|r60-0.107|rg600.193|ef601|al1|wc0.644|cp23.1|pdl-3.075|pwl-0.355|dh2.564|dl1.935|wh2.605|wl0.682,21124.5,-59.0,9.0,565.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,14.25,14.25,SELL,2025,2025-01
1836,2024-09-26 09:30:00,20503.25,2,NY,NQ09B|clock20240926|trade20240926|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20503.50|risk118.00|s60CHOP|r1-0.038|r20.06|r600.023|rg600.161|ef600.231|al0|wc0.551|cp36.1|pdl2.125|pwl1.333|dh0.637|dl1.204|wh0.823|wl3.3,20502.0,-59.0,9.0,565.5,-54.5,NQ09B BUY NY STOP,20502.75,NQ09B|clock20240926|trade20240926|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.75|ref20503.50|risk118.00|s60CHOP|r1-0.038|r20.06|r600.023|rg600.161|ef600.231|al0|wc0.551|cp36.1|pdl2.125|pwl1.333|dh0.637|dl1.204|wh0.823|wl3.3,20504.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.25,0.0,14.25,BUY,2024,2024-09
2532,2026-06-19 09:30:00,30646.5,2,NY,NQ09B|clock20260619|trade20260619|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref30646.25|risk118.00|s60NORMAL|r1-0.01|r20.123|r600.114|rg600.197|ef600.852|al0|wc0.465|cp21.1|pdl0.801|pwl0.687|dh0.186|dl0.747|wh0.447|wl0.982,30645.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,30646.0,NQ09B|clock20260619|trade20260619|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref30646.25|risk118.00|s60NORMAL|r1-0.01|r20.123|r600.114|rg600.197|ef600.852|al0|wc0.465|cp21.1|pdl0.801|pwl0.687|dh0.186|dl0.747|wh0.447|wl0.982,30647.25,-59.0,9.0,565.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,14.25,14.25,SELL,2026,2026-06
2185,2025-08-11 09:30:00,23716.0,2,NY,NQ09B|clock20250811|trade20250811|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23715.00|risk118.00|s60CHOP|r1-0.024|r2-0.035|r60-0.058|rg600.109|ef601|al1|wc0.656|cp56.1|pdl0.801|pwl0.944|dh0.166|dl0.665|wh0.166|wl2.803,23714.75,-59.0,9.0,565.5,-54.5,NQ09B BUY NY STOP,23715.5,NQ09B|clock20250811|trade20250811|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23715.00|risk118.00|s60CHOP|r1-0.024|r2-0.035|r60-0.058|rg600.109|ef601|al1|wc0.656|cp56.1|pdl0.801|pwl0.944|dh0.166|dl0.665|wh0.166|wl2.803,23716.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.25,0.0,14.25,BUY,2025,2025-08
2278,2025-11-04 09:30:00,25742.25,2,NY,NQ09B|clock20251104|trade20251104|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25740.75|risk118.00|s60CHOP|r10.064|r20.01|r600.073|rg600.172|ef600.966|al1|wc0.755|cp31.1|pdl-1.074|pwl0.058|dh1.341|dl0.694|wh1.68|wl0.104,25741.0,-59.0,9.0,565.5,-54.5,NQ09B BUY NY STOP,25741.75,NQ09B|clock20251104|trade20251104|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25740.75|risk118.00|s60CHOP|r10.064|r20.01|r600.073|rg600.172|ef600.966|al1|wc0.755|cp31.1|pdl-1.074|pwl0.058|dh1.341|dl0.694|wh1.68|wl0.104,25743.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.25,0.0,14.25,BUY,2025,2025-11
2543,2026-06-30 09:30:00,30047.75,2,NY,NQ09B|clock20260630|trade20260630|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref30047.00|risk118.00|s60CHOP|r10.042|r2-0.031|r600.012|rg600.08|ef600.165|al0|wc0.484|cp68.1|pdl0.972|pwl0.49|dh0.029|dl0.993|wh1.182|wl1.138,30046.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,30047.25,NQ09B|clock20260630|trade20260630|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref30047.00|risk118.00|s60CHOP|r10.042|r2-0.031|r600.012|rg600.08|ef600.165|al0|wc0.484|cp68.1|pdl0.972|pwl0.49|dh0.029|dl0.993|wh1.182|wl1.138,30048.5,-59.0,9.0,565.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,14.25,14.25,SELL,2026,2026-06
2222,2025-09-12 09:30:00,24041.0,2,NY,NQ09B|clock20250912|trade20250912|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref24040.25|risk118.00|s60CHOP|r1-0.005|r20.019|r600.013|rg600.123|ef600.517|al0|wc0.84|cp51.1|pdl0.972|pwl1.158|dh0.019|dl0.681|wh0.465|wl3.416,24039.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,24040.5,NQ09B|clock20250912|trade20250912|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref24040.25|risk118.00|s60CHOP|r1-0.005|r20.019|r600.013|rg600.123|ef600.517|al0|wc0.84|cp51.1|pdl0.972|pwl1.158|dh0.019|dl0.681|wh0.465|wl3.416,24041.75,-59.0,9.0,565.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,14.25,14.25,SELL,2025,2025-09
2212,2025-09-03 09:30:00,23423.75,2,NY,NQ09B|clock20250903|trade20250903|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23423.50|risk118.00|s60CHOP|r10.004|r2-0.04|r60-0.039|rg600.177|ef600.833|al0|wc0.822|cp29.1|pdl0.755|pwl0.12|dh0.399|dl1.233|wh1.178|wl0.161,23422.5,-59.0,9.0,555.5,-54.5,NQ09B BUY NY STOP,23423.25,NQ09B|clock20250903|trade20250903|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref23423.50|risk118.00|s60CHOP|r10.004|r2-0.04|r60-0.039|rg600.177|ef600.833|al0|wc0.822|cp29.1|pdl0.755|pwl0.12|dh0.399|dl1.233|wh1.178|wl0.161,23424.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.0,0.0,14.0,BUY,2025,2025-09
1951,2025-01-07 09:30:00,21792.0,2,NY,NQ09B|clock20250107|trade20250107|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21791.75|risk118.00|s60EXPANSION|r10.034|r20.081|r600.115|rg600.159|ef601|al1|wc0.354|cp36.1|pdl0.749|pwl1.065|dh0.268|dl0.8|wh0.125|wl2.062,21790.75,-59.0,9.0,555.5,-54.5,NQ09B BUY NY STOP,21791.5,NQ09B|clock20250107|trade20250107|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.50|ref21791.75|risk118.00|s60EXPANSION|r10.034|r20.081|r600.115|rg600.159|ef601|al1|wc0.354|cp36.1|pdl0.749|pwl1.065|dh0.268|dl0.8|wh0.125|wl2.062,21792.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.0,0.0,14.0,BUY,2025,2025-01
2137,2025-06-26 09:30:00,22552.5,2,NY,NQ09B|clock20250626|trade20250626|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.75|ref22552.25|risk118.00|s60CHOP|r1-0.006|r2-0.054|r60-0.059|rg600.157|ef600.978|al1|wc0.762|cp37.1|pdl1.024|pwl1.578|dh0.01|dl0.438|wh0.863|wl2.356,22551.25,-59.0,9.0,555.5,-54.5,NQ09B BUY NY STOP,22552.0,NQ09B|clock20250626|trade20250626|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.75|ref22552.25|risk118.00|s60CHOP|r1-0.006|r2-0.054|r60-0.059|rg600.157|ef600.978|al1|wc0.762|cp37.1|pdl1.024|pwl1.578|dh0.01|dl0.438|wh0.863|wl2.356,22553.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.0,0.0,14.0,BUY,2025,2025-06
2456,2026-04-16 09:30:00,26439.25,2,NY,NQ09B|clock20260416|trade20260416|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref26439.75|risk118.00|s60CHOP|r10.072|r2-0.049|r600.023|rg600.111|ef600.189|al0|wc0.339|cp56.1|pdl1.14|pwl1.721|dh0.119|dl0.964|wh1.994|wl4.76,26438.0,-59.0,9.0,555.5,-54.5,NQ09B BUY NY STOP,26438.75,NQ09B|clock20260416|trade20260416|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref26439.75|risk118.00|s60CHOP|r10.072|r2-0.049|r600.023|rg600.111|ef600.189|al0|wc0.339|cp56.1|pdl1.14|pwl1.721|dh0.119|dl0.964|wh1.994|wl4.76,26440.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.0,0.0,14.0,BUY,2026,2026-04
2487,2026-05-12 09:30:00,29213.25,2,NY,NQ09B|clock20260512|trade20260512|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref29213.25|risk118.00|s60CHOP|r1-0.02|r20.137|r600.114|rg600.263|ef600.714|al0|wc0.568|cp0.1|pdl-0.049|pwl0.902|dh0.566|dl0.027|wh0.368|wl3.395,29212.0,-59.0,9.0,555.5,-54.5,NQ09B BUY NY STOP,29212.75,NQ09B|clock20260512|trade20260512|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref29213.25|risk118.00|s60CHOP|r1-0.02|r20.137|r600.114|rg600.263|ef600.714|al0|wc0.568|cp0.1|pdl-0.049|pwl0.902|dh0.566|dl0.027|wh0.368|wl3.395,29214.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,14.0,0.0,14.0,BUY,2026,2026-05
2304,2025-11-26 09:30:00,25222.5,2,NY,NQ09B|clock20251126|trade20251126|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25222.00|risk118.00|s60CHOP|r10.014|r20.031|r600.046|rg600.1|ef601|al1|wc0.744|cp60.1|pdl1.163|pwl0.904|dh0.153|dl1.096|wh0.246|wl2.328,25221.25,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,25222.0,NQ09B|clock20251126|trade20251126|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25222.00|risk118.00|s60CHOP|r10.014|r20.031|r600.046|rg600.1|ef601|al1|wc0.744|cp60.1|pdl1.163|pwl0.904|dh0.153|dl1.096|wh0.246|wl2.328,25223.25,-59.0,9.0,555.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,14.0,14.0,SELL,2025,2025-11
2330,2025-12-22 09:30:00,25781.0,2,NY,NQ09B|clock20251222|trade20251222|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25780.50|risk118.00|s60NORMAL|r10.062|r20.007|r600.07|rg600.123|ef601|al1|wc0.483|cp51.1|pdl1.462|pwl1.253|dh0.408|dl1.291|wh0.408|wl2.02,25779.75,-59.0,9.0,545.5,-54.5,NQ09B BUY NY STOP,25780.5,NQ09B|clock20251222|trade20251222|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref25780.50|risk118.00|s60NORMAL|r10.062|r20.007|r600.07|rg600.123|ef601|al1|wc0.483|cp51.1|pdl1.462|pwl1.253|dh0.408|dl1.291|wh0.408|wl2.02,25781.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,13.75,0.0,13.75,BUY,2025,2025-12
1841,2024-10-01 09:30:00,20252.25,2,NY,NQ09B|clock20241001|trade20241001|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref20252.00|risk118.00|s60NORMAL|r1-0.067|r20.025|r60-0.045|rg600.114|ef600.477|al0|wc0.492|cp54.1|pdl0.848|pwl0.511|dh0.101|dl0.568|wh0.829|wl0.867,20251.0,-59.0,9.0,545.5,-54.5,NQ09B BUY NY STOP,20251.75,NQ09B|clock20241001|trade20241001|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref20252.00|risk118.00|s60NORMAL|r1-0.067|r20.025|r60-0.045|rg600.114|ef600.477|al0|wc0.492|cp54.1|pdl0.848|pwl0.511|dh0.101|dl0.568|wh0.829|wl0.867,20253.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,13.75,0.0,13.75,BUY,2024,2024-10
1741,2024-07-01 09:30:00,19972.0,2,NY,NQ09B|clock20240701|trade20240701|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref19971.25|risk118.00|s60CHOP|r1-0.029|r20.002|r60-0.027|rg600.156|ef600.879|al0|wc0.877|cp38.1|pdl0.177|pwl0.448|dh1.129|dl0.243|wh1.129|wl0.917,19970.75,-59.0,9.0,545.5,-54.5,NQ09B BUY NY STOP,19971.5,NQ09B|clock20240701|trade20240701|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp14.50|ref19971.25|risk118.00|s60CHOP|r1-0.029|r20.002|r60-0.027|rg600.156|ef600.879|al0|wc0.877|cp38.1|pdl0.177|pwl0.448|dh1.129|dl0.243|wh1.129|wl0.917,19972.75,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,13.75,0.0,13.75,BUY,2024,2024-07
2233,2025-09-24 09:30:00,24885.5,2,NY,NQ09B|clock20250924|trade20250924|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref24885.00|risk118.00|s60CHOP|r10.012|r20.004|r600.017|rg600.066|ef601|al1|wc0.85|cp74.1|pdl0.426|pwl0.996|dh0.491|dl0.364|wh0.01|wl2.82,24884.25,-59.0,9.0,545.5,-54.5,NQ09B BUY NY STOP,24885.0,NQ09B|clock20250924|trade20250924|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp16.00|ref24885.00|risk118.00|s60CHOP|r10.012|r20.004|r600.017|rg600.066|ef601|al1|wc0.85|cp74.1|pdl0.426|pwl0.996|dh0.491|dl0.364|wh0.01|wl2.82,24886.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,13.75,0.0,13.75,BUY,2025,2025-09
1653,2024-04-09 09:30:00,18391.5,2,NY,NQ09B|clock20240409|trade20240409|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp13.75|ref18391.50|risk118.00|s60EXPANSION|r10.113|r20.03|r600.142|rg600.176|ef601|al1|wc0.411|cp30.1|pdl1.112|pwl0.607|dh0.059|dl0.588|wh0.843|wl1.299,18390.25,-59.0,9.0,535.5,-54.5,NQ09B BUY NY STOP,18391.0,NQ09B|clock20240409|trade20240409|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp13.75|ref18391.50|risk118.00|s60EXPANSION|r10.113|r20.03|r600.142|rg600.176|ef601|al1|wc0.411|cp30.1|pdl1.112|pwl0.607|dh0.059|dl0.588|wh0.843|wl1.299,18392.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,13.5,0.0,13.5,BUY,2024,2024-04
