trade_number,entry_time,buy_entry,quantity,route,buy_entry_signal,buy_exit,buy_net,buy_commission,buy_favorable_usd,buy_adverse_usd,buy_exit_signal,sell_entry,sell_entry_signal,sell_exit,sell_net,sell_commission,sell_favorable_usd,sell_adverse_usd,sell_exit_signal,buy_stop,sell_stop,outcome,pair_net,buy_mfe_points,sell_mfe_points,max_mfe_points,mfe_side,year,month
1366,2023-06-26 09:30:00,15036.75,2,NY,NQ09B|clock20230626|trade20230626|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref15036.00|risk118.00|s60EXPANSION|r1-0.09|r2-0.014|r60-0.101|rg600.136|ef600.944|al1|wc0.477|cp46.1|pdl0.202|pwl0.201|dh0.8|dl0.203|wh1.146|wl0.288,15035.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,15036.25,NQ09B|clock20230626|trade20230626|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref15036.00|risk118.00|s60EXPANSION|r1-0.09|r2-0.014|r60-0.101|rg600.136|ef600.944|al1|wc0.477|cp46.1|pdl0.202|pwl0.201|dh0.8|dl0.203|wh1.146|wl0.288,15037.5,-59.0,9.0,465.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,11.75,11.75,SELL,2023,2023-06
1619,2024-03-07 09:30:00,18182.5,2,NY,NQ09B|clock20240307|trade20240307|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp13.50|ref18182.50|risk118.00|s60EXPANSION|r10.116|r20.055|r600.169|rg600.207|ef600.978|al1|wc0.421|cp17.1|pdl1.036|pwl0.652|dh0.031|dl0.913|wh0.723|wl1.356,18181.25,-59.0,9.0,465.5,-54.5,NQ09B BUY NY STOP,18182.0,NQ09B|clock20240307|trade20240307|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp13.50|ref18182.50|risk118.00|s60EXPANSION|r10.116|r20.055|r600.169|rg600.207|ef600.978|al1|wc0.421|cp17.1|pdl1.036|pwl0.652|dh0.031|dl0.913|wh0.723|wl1.356,18183.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,11.75,0.0,11.75,BUY,2024,2024-03
1675,2024-04-29 09:30:00,17921.75,2,NY,NQ09B|clock20240429|trade20240429|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp13.50|ref17921.75|risk118.00|s60CHOP|r1-0.001|r20.027|r600.026|rg600.077|ef600.895|al0|wc0.806|cp69.1|pdl1.087|pwl1.027|dh0.062|dl0.77|wh0.062|wl2.35,17920.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,17921.25,NQ09B|clock20240429|trade20240429|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp13.50|ref17921.75|risk118.00|s60CHOP|r1-0.001|r20.027|r600.026|rg600.077|ef600.895|al0|wc0.806|cp69.1|pdl1.087|pwl1.027|dh0.062|dl0.77|wh0.062|wl2.35,17922.5,-59.0,9.0,465.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,11.75,11.75,SELL,2024,2024-04
1563,2024-01-16 09:30:00,16917.25,2,NY,NQ09B|clock20240116|trade20240116|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref16916.75|risk118.00|s60EXPANSION|r10.106|r20.039|r600.146|rg600.23|ef601|al1|wc0.628|cp8.1|pdl0.286|pwl0.793|dh0.563|dl0.225|wh0.628|wl2.411,16916.0,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,16916.75,NQ09B|clock20240116|trade20240116|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref16916.75|risk118.00|s60EXPANSION|r10.106|r20.039|r600.146|rg600.23|ef601|al1|wc0.628|cp8.1|pdl0.286|pwl0.793|dh0.563|dl0.225|wh0.628|wl2.411,16918.0,-59.0,9.0,465.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,11.75,11.75,SELL,2024,2024-01
334,2020-10-20 09:30:00,11666.75,2,NY,NQ09B|clock20201020|trade20201020|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11666.00|risk118.00|s60CHOP|r1-0.032|r20.014|r60-0.017|rg600.088|ef600.368|al0|wc0.692|cp65.1|pdl0.208|pwl-0.039|dh0.946|dl0.249|wh1.939|wl0.072,11665.5,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,11666.25,NQ09B|clock20201020|trade20201020|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11666.00|risk118.00|s60CHOP|r1-0.032|r20.014|r60-0.017|rg600.088|ef600.368|al0|wc0.692|cp65.1|pdl0.208|pwl-0.039|dh0.946|dl0.249|wh1.939|wl0.072,11667.5,-59.0,9.0,465.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,11.75,11.75,SELL,2020,2020-10
239,2020-07-29 09:30:00,10589.0,2,NY,NQ09B|clock20200729|trade20200729|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref10589.25|risk118.00|s60CHOP|r1-0.032|r2-0.036|r60-0.07|rg600.123|ef601|al1|wc0.647|cp51.1|pdl0.308|pwl0.381|dh0.632|dl0.281|wh1.749|wl1.076,10587.75,-59.0,9.0,0.0,-54.5,NQ09B BUY NY STOP,10588.5,NQ09B|clock20200729|trade20200729|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref10589.25|risk118.00|s60CHOP|r1-0.032|r2-0.036|r60-0.07|rg600.123|ef601|al1|wc0.647|cp51.1|pdl0.308|pwl0.381|dh0.632|dl0.281|wh1.749|wl1.076,10589.75,-59.0,9.0,465.5,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,0.0,11.75,11.75,SELL,2020,2020-07
261,2020-08-19 09:30:00,11392.75,2,NY,NQ09B|clock20200819|trade20200819|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11392.75|risk118.00|s60NORMAL|r10.055|r2-0.008|r600.047|rg600.079|ef600.724|al0|wc0.472|cp69.1|pdl0.847|pwl1.301|dh0.1|dl0.553|wh0.561|wl2.424,11391.5,-59.0,9.0,465.5,-54.5,NQ09B BUY NY STOP,11392.25,NQ09B|clock20200819|trade20200819|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref11392.75|risk118.00|s60NORMAL|r10.055|r2-0.008|r600.047|rg600.079|ef600.724|al0|wc0.472|cp69.1|pdl0.847|pwl1.301|dh0.1|dl0.553|wh0.561|wl2.424,11393.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,11.75,0.0,11.75,BUY,2020,2020-08
1958,2025-01-14 09:30:00,21071.75,2,NY,NQ09B|clock20250114|trade20250114|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21071.25|risk118.00|s60SHOCK|r10.035|r20.247|r600.286|rg600.475|ef601|al1|wc0.563|cp0.1|pdl1.1|pwl0.192|dh0.09|dl0.99|wh2.167|wl0.516,21070.5,-59.0,9.0,465.5,-54.5,NQ09B BUY NY STOP,21071.25,NQ09B|clock20250114|trade20250114|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp15.00|ref21071.25|risk118.00|s60SHOCK|r10.035|r20.247|r600.286|rg600.475|ef601|al1|wc0.563|cp0.1|pdl1.1|pwl0.192|dh0.09|dl0.99|wh2.167|wl0.516,21072.5,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,11.75,0.0,11.75,BUY,2025,2025-01
1380,2023-07-11 09:30:00,15202.25,2,NY,NQ09B|clock20230711|trade20230711|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref15201.75|risk118.00|s60NORMAL|r1-0.122|r20.017|r60-0.106|rg600.181|ef600.76|al0|wc0.421|cp28.1|pdl0.894|pwl0.282|dh0.073|dl0.615|wh1.023|wl0.401,15201.0,-59.0,9.0,465.5,-54.5,NQ09B BUY NY STOP,15201.75,NQ09B|clock20230711|trade20230711|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref15201.75|risk118.00|s60NORMAL|r1-0.122|r20.017|r60-0.106|rg600.181|ef600.76|al0|wc0.421|cp28.1|pdl0.894|pwl0.282|dh0.073|dl0.615|wh1.023|wl0.401,15203.0,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,11.75,0.0,11.75,BUY,2023,2023-07
1058,2022-08-22 09:30:00,13080.5,2,NY,NQ09B|clock20220822|trade20220822|classNY|sideBUY|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13080.25|risk118.00|s60CHOP|r10.052|r20.002|r600.052|rg600.085|ef600.969|al1|wc0.6|cp66.1|pdl-0.486|pwl-0.29|dh1.51|dl0.494|wh2.196|wl0.494,13079.25,-59.0,9.0,465.5,-54.5,NQ09B BUY NY STOP,13080.0,NQ09B|clock20220822|trade20220822|classNY|sideSELL|q2|timNY0930|tmN130 TP2|sp1.00|tp12.75|ref13080.25|risk118.00|s60CHOP|r10.052|r20.002|r600.052|rg600.085|ef600.969|al1|wc0.6|cp66.1|pdl-0.486|pwl-0.29|dh1.51|dl0.494|wh2.196|wl0.494,13081.25,-59.0,9.0,0.0,-54.5,NQ09B SELL NY STOP,True,True,DOUBLE_STOP,-118.0,11.75,0.0,11.75,BUY,2022,2022-08
