side,Trade number,entry_dt,exit_dt,route,qty,entry_price,exit_price,net,commission,points,target_bps,route_cap_points,at_route_cap,pre_exit_extra_fav_gross_proxy,signal_exit
SELL,1402,2023-08-01 18:00:00,2023-08-01 18:00:00,WEAK,1,15756.75,15748.75,155.5,4.5,8.0,5.077189141161724,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1406,2023-08-03 18:00:00,2023-08-03 18:00:00,PREMIUM,2,15440.75,15432.75,311.0,9.0,8.0,5.181095477875103,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1407,2023-08-04 09:30:00,2023-08-04 09:30:00,NY,2,15511.25,15498.5,501.0,9.0,12.75,8.21984043839149,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1408,2023-08-06 18:00:00,2023-08-06 18:00:00,WEEKLY,2,15370.25,15362.25,311.0,9.0,8.0,5.204860038060539,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1409,2023-08-07 09:30:00,2023-08-07 09:30:00,NY,2,15433.25,15420.5,501.0,9.0,12.75,8.261383700775921,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1410,2023-08-08 09:30:00,2023-08-08 09:30:00,NY,2,15378.75,15366.0,501.0,9.0,12.75,8.290660814435503,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1412,2023-08-10 09:30:00,2023-08-10 09:30:00,NY,2,15300.5,15287.75,501.0,9.0,12.75,8.333061011078069,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1413,2023-08-11 09:30:00,2023-08-11 09:30:00,NY,2,15091.5,15078.75,501.0,9.0,12.75,8.44846436735911,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1416,2023-08-15 09:30:00,2023-08-15 09:30:00,NY,2,15224.75,15212.0,501.0,9.0,12.75,8.374521749125602,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1422,2023-08-20 18:00:00,2023-08-20 18:00:00,WEEKLY,2,14762.25,14754.25,311.0,9.0,8.0,5.419228098697691,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1426,2023-08-23 18:00:00,2023-08-23 18:00:00,PREMIUM,2,15332.75,15324.75,311.0,9.0,8.0,5.217589799611942,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1432,2023-08-29 09:30:00,2023-08-29 09:30:00,NY,2,15076.5,15063.75,501.0,9.0,12.75,8.456869963187742,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1444,2023-09-12 09:30:00,2023-09-12 09:30:00,NY,2,15600.25,15587.5,501.0,9.0,12.75,8.172945946379064,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1452,2023-09-20 09:30:00,2023-09-20 09:30:00,NY,2,15419.0,15406.25,501.0,9.0,12.75,8.269018743109152,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1454,2023-09-21 09:30:00,2023-09-21 09:30:00,NY,2,14987.75,14975.0,501.0,9.0,12.75,8.506947340327935,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1464,2023-10-01 18:00:00,2023-10-01 18:00:00,WEEKLY,2,14964.75,14956.75,311.0,9.0,8.0,5.345896189378372,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1465,2023-10-02 09:30:00,2023-10-02 09:30:00,NY,2,14873.5,14860.75,501.0,9.0,12.75,8.572293004336572,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1471,2023-10-08 18:00:00,2023-10-08 18:00:00,WEEKLY,2,15040.0,15032.0,311.0,9.0,8.0,5.319148936170213,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1476,2023-10-13 09:30:00,2023-10-13 09:30:00,NY,2,15342.0,15329.25,501.0,9.0,12.75,8.310520140789988,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1481,2023-10-19 09:30:00,2023-10-19 09:30:00,NY,2,15087.25,15074.5,501.0,9.0,12.75,8.450844255911448,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1485,2023-10-24 09:30:00,2023-10-24 09:30:00,NY,2,14778.0,14765.25,501.0,9.0,12.75,8.627689809175802,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1489,2023-10-26 09:30:00,2023-10-26 09:30:00,NY,2,14420.5,14407.75,501.0,9.0,12.75,8.841579695572277,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1493,2023-10-30 09:30:00,2023-10-30 09:30:00,NY,2,14365.5,14352.75,501.0,9.0,12.75,8.875430719431973,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1503,2023-11-08 09:30:00,2023-11-08 09:30:00,NY,2,15388.25,15375.5,501.0,9.0,12.75,8.28554254057479,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1506,2023-11-12 18:00:00,2023-11-12 18:00:00,WEEKLY,2,15586.0,15578.0,311.0,9.0,8.0,5.1328114974977535,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1508,2023-11-14 09:30:00,2023-11-14 09:30:00,NY,2,15811.75,15799.0,501.0,9.0,12.75,8.06362357107847,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1520,2023-11-27 09:30:00,2023-11-27 09:30:00,NY,2,15998.75,15986.0,501.0,9.0,12.75,7.9693726072349405,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1532,2023-12-07 09:30:00,2023-12-07 09:30:00,NY,2,15934.0,15921.25,501.0,9.0,12.75,8.001757248650684,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1541,2023-12-18 09:30:00,2023-12-18 09:30:00,NY,2,16846.25,16833.5,501.0,9.0,12.75,7.568449951769682,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1555,2024-01-07 18:00:00,2024-01-07 18:00:00,WEEKLY,2,16469.75,16461.75,311.0,9.0,8.0,4.857390063601451,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1569,2024-01-23 09:30:00,2024-01-23 09:30:00,NY,2,17487.25,17474.25,511.0,9.0,13.0,7.433987619551388,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1574,2024-01-25 18:00:00,2024-01-25 18:00:00,PREMIUM,2,17571.0,17563.0,311.0,9.0,8.0,4.552956576176655,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1576,2024-01-28 18:00:00,2024-01-28 18:00:00,WEEKLY,2,17501.75,17493.75,311.0,9.0,8.0,4.570971474281143,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1583,2024-02-01 18:00:00,2024-02-01 18:00:00,PREMIUM,2,17587.75,17579.5,321.0,9.0,8.25,4.6907648789640515,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1587,2024-02-06 09:30:00,2024-02-06 09:30:00,NY,2,17740.75,17727.25,531.0,9.0,13.5,7.60959936868509,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1621,2024-03-08 09:30:00,2024-03-08 09:30:00,NY,2,18317.75,18304.0,541.0,9.0,13.75,7.506380423359856,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1635,2024-03-20 09:30:00,2024-03-20 09:30:00,NY,2,18317.75,18304.0,541.0,9.0,13.75,7.506380423359856,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1639,2024-03-25 09:30:00,2024-03-25 09:30:00,NY,2,18459.0,18445.25,541.0,9.0,13.75,7.448940896039872,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1641,2024-03-26 09:30:00,2024-03-26 09:30:00,NY,2,18568.5,18554.75,541.0,9.0,13.75,7.405013867571425,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1645,2024-04-01 09:30:00,2024-04-01 09:30:00,NY,2,18500.25,18486.5,541.0,9.0,13.75,7.432331995513573,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1650,2024-04-05 09:30:00,2024-04-05 09:30:00,NY,2,18137.75,18124.25,531.0,9.0,13.5,7.443040068365701,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1651,2024-04-07 18:00:00,2024-04-07 18:00:00,WEEKLY,2,18348.0,18339.5,331.0,9.0,8.5,4.632657510355353,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1654,2024-04-10 09:30:00,2024-04-10 09:30:00,NY,2,18139.75,18126.25,531.0,9.0,13.5,7.442219435218236,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1655,2024-04-10 18:00:00,2024-04-10 18:00:00,WEAK,1,18183.75,18175.5,160.5,4.5,8.25,4.537017941843679,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1657,2024-04-12 09:30:00,2024-04-12 09:30:00,NY,2,18296.75,18283.0,541.0,9.0,13.75,7.51499583259322,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1668,2024-04-23 09:30:00,2024-04-23 09:30:00,NY,2,17428.5,17415.5,511.0,9.0,13.0,7.459046963307228,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1669,2024-04-24 09:30:00,2024-04-24 09:30:00,NY,2,17730.75,17717.25,531.0,9.0,13.5,7.613891121356964,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1670,2024-04-24 18:00:00,2024-04-24 18:00:00,PREMIUM,2,17449.75,17441.75,311.0,9.0,8.0,4.584592902477112,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1673,2024-04-26 09:30:00,2024-04-26 09:30:00,NY,2,17696.5,17683.0,531.0,9.0,13.5,7.6286271296584065,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1674,2024-04-28 18:00:00,2024-04-28 18:00:00,WEEKLY,2,17864.5,17856.25,321.0,9.0,8.25,4.618097343894315,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1677,2024-04-30 18:00:00,2024-04-30 18:00:00,PREMIUM,2,17462.25,17454.25,311.0,9.0,8.0,4.58131111397443,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1685,2024-05-07 09:30:00,2024-05-07 09:30:00,NY,2,18211.0,18197.5,531.0,9.0,13.5,7.413101971336006,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1687,2024-05-09 09:30:00,2024-05-09 09:30:00,NY,2,18186.5,18173.0,531.0,9.0,13.5,7.423088554697165,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1688,2024-05-10 09:30:00,2024-05-10 09:30:00,NY,2,18274.0,18260.25,541.0,9.0,13.75,7.524351537703842,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1692,2024-05-15 09:30:00,2024-05-15 09:30:00,NY,2,18509.25,18495.5,541.0,9.0,13.75,7.428718073395735,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1712,2024-06-03 09:30:00,2024-06-03 09:30:00,NY,2,18712.5,18698.75,541.0,9.0,13.75,7.348029392117569,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1717,2024-06-07 09:30:00,2024-06-07 09:30:00,NY,2,19040.25,19026.25,551.0,9.0,14.0,7.3528446317669145,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1718,2024-06-09 18:00:00,2024-06-09 18:00:00,WEEKLY,2,19024.75,19016.0,341.0,9.0,8.75,4.599272000946136,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1721,2024-06-12 09:30:00,2024-06-12 09:30:00,NY,2,19402.0,19388.0,551.0,9.0,14.0,7.215750953509947,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1748,2024-07-07 18:00:00,2024-07-07 18:00:00,WEEKLY,2,20591.25,20582.25,351.0,9.0,9.0,4.37078856310326,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1753,2024-07-11 18:00:00,2024-07-11 18:00:00,WEAK,1,20432.5,20423.5,175.5,4.5,9.0,4.404747338798483,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1754,2024-07-12 09:30:00,2024-07-12 09:30:00,NY,2,20443.0,20428.25,581.0,9.0,14.75,7.2151836814557555,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1757,2024-07-16 09:30:00,2024-07-16 09:30:00,NY,2,20649.0,20634.25,581.0,9.0,14.75,7.1432030606809045,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1761,2024-07-19 09:30:00,2024-07-19 09:30:00,NY,2,19868.25,19853.75,571.0,9.0,14.5,7.2980760761516486,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1765,2024-07-23 18:00:00,2024-07-23 18:00:00,WEAK,1,19882.75,19873.75,175.5,4.5,9.0,4.5265368221196765,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1776,2024-07-31 18:00:00,2024-07-31 18:00:00,PREMIUM,2,19593.0,19584.25,341.0,9.0,8.75,4.465880671668453,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1778,2024-08-01 18:00:00,2024-08-01 18:00:00,PREMIUM,2,18956.25,18947.5,341.0,9.0,8.75,4.61589185624794,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1780,2024-08-04 18:00:00,2024-08-04 18:00:00,WEEKLY,2,18389.75,18381.25,331.0,9.0,8.5,4.622140050843541,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1781,2024-08-05 09:30:00,2024-08-05 09:30:00,NY,2,17561.5,17548.5,511.0,9.0,13.0,7.402556729208781,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1785,2024-08-07 09:30:00,2024-08-07 09:30:00,NY,2,18453.0,18439.25,541.0,9.0,13.75,7.451362922018101,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1789,2024-08-11 18:00:00,2024-08-11 18:00:00,WEEKLY,2,18589.75,18581.25,331.0,9.0,8.5,4.572412216409581,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1792,2024-08-14 09:30:00,2024-08-14 09:30:00,NY,2,19137.0,19123.0,551.0,9.0,14.0,7.315671212833778,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1793,2024-08-15 09:30:00,2024-08-15 09:30:00,NY,2,19351.75,19337.75,551.0,9.0,14.0,7.2344878370173245,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1795,2024-08-18 18:00:00,2024-08-18 18:00:00,WEEKLY,2,19628.75,19619.75,351.0,9.0,9.0,4.585111125262689,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1802,2024-08-25 18:00:00,2024-08-25 18:00:00,WEEKLY,2,19787.5,19778.5,351.0,9.0,9.0,4.548325963360708,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1803,2024-08-26 09:30:00,2024-08-26 09:30:00,NY,2,19762.75,19748.25,571.0,9.0,14.5,7.337035584622586,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1806,2024-08-28 18:00:00,2024-08-28 18:00:00,PREMIUM,2,19216.75,19208.0,341.0,9.0,8.75,4.553319369820599,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1807,2024-08-29 09:30:00,2024-08-29 09:30:00,NY,2,19497.75,19483.75,551.0,9.0,14.0,7.180315677449962,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1814,2024-09-04 09:30:00,2024-09-04 09:30:00,NY,2,18878.0,18864.25,541.0,9.0,13.75,7.283610551965251,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1819,2024-09-09 09:30:00,2024-09-09 09:30:00,NY,2,18628.5,18614.75,541.0,9.0,13.75,7.3811632713315625,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1827,2024-09-17 09:30:00,2024-09-17 09:30:00,NY,2,19795.25,19780.75,571.0,9.0,14.5,7.324989580833786,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1829,2024-09-18 18:00:00,2024-09-18 18:00:00,WEAK,1,19648.5,19639.5,175.5,4.5,9.0,4.580502328422017,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1845,2024-10-03 09:30:00,2024-10-03 09:30:00,NY,2,19911.75,19897.25,571.0,9.0,14.5,7.2821324092558415,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1846,2024-10-03 18:00:00,2024-10-03 18:00:00,PREMIUM,2,19965.25,19956.25,351.0,9.0,9.0,4.507832358723282,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1848,2024-10-06 18:00:00,2024-10-06 18:00:00,WEEKLY,2,20219.75,20210.75,351.0,9.0,9.0,4.451093608971426,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1849,2024-10-07 09:30:00,2024-10-07 09:30:00,NY,2,20136.75,20122.25,571.0,9.0,14.5,7.200764770879115,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1854,2024-10-10 09:30:00,2024-10-10 09:30:00,NY,2,20358.75,20344.0,581.0,9.0,14.75,7.245042058083134,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1867,2024-10-23 09:30:00,2024-10-23 09:30:00,NY,2,20434.75,20420.0,581.0,9.0,14.75,7.218096624622273,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1870,2024-10-24 18:00:00,2024-10-24 18:00:00,WEAK,1,20388.25,20379.25,175.5,4.5,9.0,4.414307260309246,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1880,2024-11-03 18:00:00,2024-11-03 18:00:00,WEEKLY,2,20137.75,20128.75,351.0,9.0,9.0,4.469218259239488,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1885,2024-11-06 18:00:00,2024-11-06 18:00:00,PREMIUM,2,20923.25,20914.25,351.0,9.0,9.0,4.301435006511895,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1893,2024-11-13 18:00:00,2024-11-13 18:00:00,WEAK,1,21166.75,21157.5,180.5,4.5,9.25,4.370061535190806,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1901,2024-11-20 18:00:00,2024-11-20 18:00:00,PREMIUM,2,20737.75,20728.75,351.0,9.0,9.0,4.339911514026353,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1904,2024-11-22 09:30:00,2024-11-22 09:30:00,NY,2,20791.0,20776.25,581.0,9.0,14.75,7.094415853013324,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1907,2024-11-25 18:00:00,2024-11-25 18:00:00,WEAK,1,20906.0,20897.0,175.5,4.5,9.0,4.304984215057878,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1913,2024-12-02 09:30:00,2024-12-02 09:30:00,NY,2,21042.5,21027.5,591.0,9.0,15.0,7.128430557205656,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1914,2024-12-02 18:00:00,2024-12-02 18:00:00,WEAK,1,21219.75,21210.5,180.5,4.5,9.25,4.3591465497944135,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1915,2024-12-03 09:30:00,2024-12-03 09:30:00,NY,2,21157.75,21142.75,591.0,9.0,15.0,7.089600737318476,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1916,2024-12-04 09:30:00,2024-12-04 09:30:00,NY,2,21417.25,21402.25,591.0,9.0,15.0,7.003700288318995,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1919,2024-12-08 18:00:00,2024-12-08 18:00:00,WEEKLY,2,21648.75,21639.25,371.0,9.0,9.5,4.388244124949478,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1921,2024-12-10 09:30:00,2024-12-10 09:30:00,NY,2,21532.5,21517.5,591.0,9.0,15.0,6.966213862765588,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1922,2024-12-11 09:30:00,2024-12-11 09:30:00,NY,2,21589.25,21574.25,591.0,9.0,15.0,6.947902312493486,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1929,2024-12-17 18:00:00,2024-12-17 18:00:00,WEAK,1,22309.0,22299.25,190.5,4.5,9.75,4.370433457349052,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1933,2024-12-19 18:00:00,2024-12-19 18:00:00,PREMIUM,2,21429.0,21419.75,361.0,9.0,9.25,4.316580335059966,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1943,2024-12-30 18:00:00,2024-12-30 18:00:00,WEAK,1,21390.0,21380.75,180.5,4.5,9.25,4.324450677886863,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1944,2024-12-31 09:30:00,2024-12-31 09:30:00,NY,2,21455.75,21440.75,591.0,9.0,15.0,6.991132913088566,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1945,2025-01-01 18:00:00,2025-01-01 18:00:00,WEAK,1,21268.75,21259.5,180.5,4.5,9.25,4.349103732001176,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1948,2025-01-03 09:30:00,2025-01-03 09:30:00,NY,2,21293.5,21278.5,591.0,9.0,15.0,7.044403221640406,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1953,2025-01-08 18:00:00,2025-01-08 18:00:00,WEAK,1,21334.5,21325.25,180.5,4.5,9.25,4.3357003913848455,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1956,2025-01-12 18:00:00,2025-01-12 18:00:00,WEEKLY,2,21027.25,21018.0,361.0,9.0,9.25,4.3990536090073595,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1959,2025-01-15 09:30:00,2025-01-15 09:30:00,NY,2,21251.0,21236.0,591.0,9.0,15.0,7.05849136511223,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1964,2025-01-20 18:00:00,2025-01-20 18:00:00,WEAK,1,21687.0,21677.5,185.5,4.5,9.5,4.380504449670309,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1969,2025-01-26 18:00:00,2025-01-26 18:00:00,WEEKLY,2,21770.75,21761.25,371.0,9.0,9.5,4.363653066614609,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1974,2025-01-29 18:00:00,2025-01-29 18:00:00,PREMIUM,2,21547.5,21538.25,361.0,9.0,9.25,4.292841396913795,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1976,2025-01-30 18:00:00,2025-01-30 18:00:00,WEAK,1,21679.75,21670.25,185.5,4.5,9.5,4.3819693492775516,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1978,2025-02-02 18:00:00,2025-02-02 18:00:00,WEEKLY,2,21199.75,21190.5,361.0,9.0,9.25,4.363259000695763,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,1979,2025-02-03 09:30:00,2025-02-03 09:30:00,NY,2,21215.25,21200.25,591.0,9.0,15.0,7.070385689539365,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1981,2025-02-04 09:30:00,2025-02-04 09:30:00,NY,2,21421.0,21406.0,591.0,9.0,15.0,7.002474207553336,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1982,2025-02-04 18:00:00,2025-02-04 18:00:00,PREMIUM,2,21561.75,21552.5,361.0,9.0,9.25,4.29000429000429,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1985,2025-02-06 18:00:00,2025-02-06 18:00:00,WEAK,1,21817.5,21808.0,185.5,4.5,9.5,4.354302738627249,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,1986,2025-02-07 09:30:00,2025-02-07 09:30:00,NY,2,21885.75,21870.25,611.0,9.0,15.5,7.0822338736392405,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,1987,2025-02-09 18:00:00,2025-02-09 18:00:00,WEEKLY,2,21463.0,21453.75,361.0,9.0,9.25,4.309742347295345,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,2001,2025-02-24 09:30:00,2025-02-24 09:30:00,NY,2,21752.25,21736.75,611.0,9.0,15.5,7.125699640267098,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2006,2025-02-27 09:30:00,2025-02-27 09:30:00,NY,2,21340.5,21325.5,591.0,9.0,15.0,7.028888732691362,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2007,2025-02-27 18:00:00,2025-02-27 18:00:00,WEAK,1,20649.25,20640.25,175.5,4.5,9.0,4.358511810356308,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,2010,2025-03-03 09:30:00,2025-03-03 09:30:00,NY,2,21055.25,21040.25,591.0,9.0,15.0,7.12411393832892,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2016,2025-03-06 18:00:00,2025-03-06 18:00:00,WEAK,1,20214.25,20205.25,175.5,4.5,9.0,4.452304686050683,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,2018,2025-03-09 18:00:00,2025-03-09 18:00:00,WEEKLY,2,20146.75,20137.75,351.0,9.0,9.0,4.467221760333553,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,2020,2025-03-11 09:30:00,2025-03-11 09:30:00,NY,2,19420.25,19406.25,551.0,9.0,14.0,7.208970018408619,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2021,2025-03-11 18:00:00,2025-03-11 18:00:00,WEAK,1,19412.5,19403.75,170.5,4.5,8.75,4.507405022537025,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
SELL,2022,2025-03-12 09:30:00,2025-03-12 09:30:00,NY,2,19696.25,19681.75,571.0,9.0,14.5,7.36180745065685,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2025,2025-03-14 09:30:00,2025-03-14 09:30:00,NY,2,19464.75,19450.75,551.0,9.0,14.0,7.19248898650124,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2027,2025-03-17 09:30:00,2025-03-17 09:30:00,NY,2,19702.5,19688.0,571.0,9.0,14.5,7.359472148204542,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2029,2025-03-19 09:30:00,2025-03-19 09:30:00,NY,2,19788.75,19774.25,571.0,9.0,14.5,7.327395616196071,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2030,2025-03-20 09:30:00,2025-03-20 09:30:00,NY,2,19786.25,19771.75,571.0,9.0,14.5,7.328321435340198,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2031,2025-03-21 09:30:00,2025-03-21 09:30:00,NY,2,19657.0,19642.5,571.0,9.0,14.5,7.3765070967085515,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2034,2025-03-25 09:30:00,2025-03-25 09:30:00,NY,2,20401.0,20386.25,581.0,9.0,14.75,7.23003774324788,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2038,2025-03-30 18:00:00,2025-03-30 18:00:00,WEEKLY,2,19319.5,19310.75,341.0,9.0,8.75,4.529102720049691,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,2040,2025-04-01 09:30:00,2025-04-01 09:30:00,NY,2,19380.25,19366.25,551.0,9.0,14.0,7.22384902155545,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2046,2025-04-04 09:30:00,2025-04-04 09:30:00,NY,2,18154.25,18140.75,531.0,9.0,13.5,7.436275252351378,16.0,False,0.0,NQ09B SELL NY N130 TP2
SELL,2047,2025-04-06 18:00:00,2025-04-06 18:00:00,WEEKLY,2,17099.75,17091.75,311.0,9.0,8.0,4.67843097121303,10.0,False,0.0,NQ09B SELL WEEKLY W80
SELL,2049,2025-04-07 18:00:00,2025-04-07 18:00:00,PREMIUM,2,17664.75,17656.5,321.0,9.0,8.25,4.6703180061987855,10.0,False,0.0,NQ09B SELL WEEKDAY 1800 D80
