extra_ticks,quantity_per_active_side,candidate,max_simultaneous_contracts,n,net,pf,expectancy,hit_rate,max_drawdown,worst_session,cvar_05
4,5,ALWAYS_SELL,5,22,-4370.0,0.19447004608294932,-198.63636363636363,0.09090909090909091,-4370.0,-622.5,-547.5
4,5,ROUTE_STATIC,5,22,-3995.0,0.2089108910891089,-181.5909090909091,0.09090909090909091,-3995.0,-472.5,-422.5
4,5,ORACLE_DIRECTION,5,22,-1620.0,0.6190476190476191,-73.63636363636364,0.13636363636363635,-1830.0,-347.5,-297.5
4,5,ORACLE_SKIP,5,22,2632.5,,119.6590909090909,0.13636363636363635,0.0,0.0,0.0
4,6,PAIRED_Q_EACH,12,22,-9618.0,0.20248756218905473,-437.1818181818182,0.09090909090909091,-9618.0,-1164.0,-999.0
4,6,ALWAYS_BUY,6,22,-4374.0,0.30205840114887506,-198.8181818181818,0.045454545454545456,-4374.0,-597.0,-522.0
4,6,ALWAYS_SELL,6,22,-5244.0,0.19447004608294932,-238.36363636363637,0.09090909090909091,-5244.0,-747.0,-657.0
4,6,ROUTE_STATIC,6,22,-4794.0,0.2089108910891089,-217.9090909090909,0.09090909090909091,-4794.0,-567.0,-507.0
4,6,ORACLE_DIRECTION,6,22,-1944.0,0.6190476190476191,-88.36363636363636,0.13636363636363635,-2196.0,-417.0,-357.0
4,6,ORACLE_SKIP,6,22,3159.0,,143.5909090909091,0.13636363636363635,0.0,0.0,0.0
4,7,PAIRED_Q_EACH,14,22,-11221.0,0.20248756218905473,-510.04545454545456,0.09090909090909091,-11221.0,-1358.0,-1165.5
4,7,ALWAYS_BUY,7,22,-5103.0,0.30205840114887506,-231.95454545454547,0.045454545454545456,-5103.0,-696.5,-609.0
4,7,ALWAYS_SELL,7,22,-6118.0,0.19447004608294932,-278.09090909090907,0.09090909090909091,-6118.0,-871.5,-766.5
4,7,ROUTE_STATIC,7,22,-5593.0,0.2089108910891089,-254.22727272727272,0.09090909090909091,-5593.0,-661.5,-591.5
4,7,ORACLE_DIRECTION,7,22,-2268.0,0.6190476190476191,-103.0909090909091,0.13636363636363635,-2562.0,-486.5,-416.5
4,7,ORACLE_SKIP,7,22,3685.5,,167.52272727272728,0.13636363636363635,0.0,0.0,0.0
4,8,PAIRED_Q_EACH,16,22,-12824.0,0.20248756218905473,-582.9090909090909,0.09090909090909091,-12824.0,-1552.0,-1332.0
4,8,ALWAYS_BUY,8,22,-5832.0,0.30205840114887506,-265.09090909090907,0.045454545454545456,-5832.0,-796.0,-696.0
4,8,ALWAYS_SELL,8,22,-6992.0,0.19447004608294932,-317.8181818181818,0.09090909090909091,-6992.0,-996.0,-876.0
4,8,ROUTE_STATIC,8,22,-6392.0,0.2089108910891089,-290.54545454545456,0.09090909090909091,-6392.0,-756.0,-676.0
4,8,ORACLE_DIRECTION,8,22,-2592.0,0.6190476190476191,-117.81818181818181,0.13636363636363635,-2928.0,-556.0,-476.0
4,8,ORACLE_SKIP,8,22,4212.0,,191.45454545454547,0.13636363636363635,0.0,0.0,0.0
4,9,PAIRED_Q_EACH,18,22,-14427.0,0.20248756218905473,-655.7727272727273,0.09090909090909091,-14427.0,-1746.0,-1498.5
4,9,ALWAYS_BUY,9,22,-6561.0,0.30205840114887506,-298.22727272727275,0.045454545454545456,-6561.0,-895.5,-783.0
4,9,ALWAYS_SELL,9,22,-7866.0,0.19447004608294932,-357.54545454545456,0.09090909090909091,-7866.0,-1120.5,-985.5
4,9,ROUTE_STATIC,9,22,-7191.0,0.2089108910891089,-326.8636363636364,0.09090909090909091,-7191.0,-850.5,-760.5
4,9,ORACLE_DIRECTION,9,22,-2916.0,0.6190476190476191,-132.54545454545453,0.13636363636363635,-3294.0,-625.5,-535.5
4,9,ORACLE_SKIP,9,22,4738.5,,215.38636363636363,0.13636363636363635,0.0,0.0,0.0
4,10,PAIRED_Q_EACH,20,22,-16030.0,0.20248756218905473,-728.6363636363636,0.09090909090909091,-16030.0,-1940.0,-1665.0
4,10,ALWAYS_BUY,10,22,-7290.0,0.30205840114887506,-331.3636363636364,0.045454545454545456,-7290.0,-995.0,-870.0
4,10,ALWAYS_SELL,10,22,-8740.0,0.19447004608294932,-397.27272727272725,0.09090909090909091,-8740.0,-1245.0,-1095.0
4,10,ROUTE_STATIC,10,22,-7990.0,0.2089108910891089,-363.1818181818182,0.09090909090909091,-7990.0,-945.0,-845.0
4,10,ORACLE_DIRECTION,10,22,-3240.0,0.6190476190476191,-147.27272727272728,0.13636363636363635,-3660.0,-695.0,-595.0
4,10,ORACLE_SKIP,10,22,5265.0,,239.3181818181818,0.13636363636363635,0.0,0.0,0.0
