side,Trade number,route,entry_dt_tv,net,points,at_route_cap,anchor_et,anchor_utc,exact_30m_bar_overlap_files,full_30m_bar_files,full_bar_plus5m_files,full_bar_plus30m_files,same_et_date_candidate_files,nearest_window_boundary_minutes,nearest_file,nearest_file_start_utc,nearest_file_end_utc
BUY,1453,PREMIUM,2023-09-20 18:00:00,311.0,8.0,False,2023-09-20T18:00:00-04:00,2023-09-20T22:00:00+00:00,0,0,0,0,0,983520.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1456,WEEKLY,2023-09-24 18:00:00,311.0,8.0,False,2023-09-24T18:00:00-04:00,2023-09-24T22:00:00+00:00,0,0,0,0,0,977760.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1458,NY,2023-09-26 09:30:00,501.0,12.75,False,2023-09-26T09:30:00-04:00,2023-09-26T13:30:00+00:00,0,0,0,0,0,975390.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1461,NY,2023-09-28 09:30:00,501.0,12.75,False,2023-09-28T09:30:00-04:00,2023-09-28T13:30:00+00:00,0,0,0,0,0,972510.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1463,NY,2023-09-29 09:30:00,501.0,12.75,False,2023-09-29T09:30:00-04:00,2023-09-29T13:30:00+00:00,0,0,0,0,0,971070.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1477,WEEKLY,2023-10-15 18:00:00,311.0,8.0,False,2023-10-15T18:00:00-04:00,2023-10-15T22:00:00+00:00,0,0,0,0,0,947520.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1483,WEEKLY,2023-10-22 18:00:00,311.0,8.0,False,2023-10-22T18:00:00-04:00,2023-10-22T22:00:00+00:00,0,0,0,0,0,937440.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1484,NY,2023-10-23 09:30:00,501.0,12.75,False,2023-10-23T09:30:00-04:00,2023-10-23T13:30:00+00:00,0,0,0,0,0,936510.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1486,PREMIUM,2023-10-24 18:00:00,311.0,8.0,False,2023-10-24T18:00:00-04:00,2023-10-24T22:00:00+00:00,0,0,0,0,0,934560.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1491,NY,2023-10-27 09:30:00,501.0,12.75,False,2023-10-27T09:30:00-04:00,2023-10-27T13:30:00+00:00,0,0,0,0,0,930750.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1497,NY,2023-11-02 09:30:00,501.0,12.75,False,2023-11-02T09:30:00-04:00,2023-11-02T13:30:00+00:00,0,0,0,0,0,922110.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1504,NY,2023-11-09 09:30:00,501.0,12.75,False,2023-11-09T09:30:00-05:00,2023-11-09T14:30:00+00:00,0,0,0,0,0,911970.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1512,WEEKLY,2023-11-19 18:00:00,311.0,8.0,False,2023-11-19T18:00:00-05:00,2023-11-19T23:00:00+00:00,0,0,0,0,0,897060.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1513,NY,2023-11-20 09:30:00,501.0,12.75,False,2023-11-20T09:30:00-05:00,2023-11-20T14:30:00+00:00,0,0,0,0,0,896130.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1516,NY,2023-11-22 09:30:00,501.0,12.75,False,2023-11-22T09:30:00-05:00,2023-11-22T14:30:00+00:00,0,0,0,0,0,893250.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1518,NY,2023-11-24 09:30:00,501.0,12.75,False,2023-11-24T09:30:00-05:00,2023-11-24T14:30:00+00:00,0,0,0,0,0,890370.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1524,NY,2023-11-30 09:30:00,501.0,12.75,False,2023-11-30T09:30:00-05:00,2023-11-30T14:30:00+00:00,0,0,0,0,0,881730.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1528,NY,2023-12-04 09:30:00,501.0,12.75,False,2023-12-04T09:30:00-05:00,2023-12-04T14:30:00+00:00,0,0,0,0,0,875970.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1540,WEEKLY,2023-12-17 18:00:00,311.0,8.0,False,2023-12-17T18:00:00-05:00,2023-12-17T23:00:00+00:00,0,0,0,0,0,856740.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1544,PREMIUM,2023-12-20 18:00:00,311.0,8.0,False,2023-12-20T18:00:00-05:00,2023-12-20T23:00:00+00:00,0,0,0,0,0,852420.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1548,NY,2023-12-27 09:30:00,511.0,13.0,False,2023-12-27T09:30:00-05:00,2023-12-27T14:30:00+00:00,0,0,0,0,0,842850.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1552,NY,2024-01-03 09:30:00,501.0,12.75,False,2024-01-03T09:30:00-05:00,2024-01-03T14:30:00+00:00,0,0,0,0,0,832770.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1558,NY,2024-01-10 09:30:00,501.0,12.75,False,2024-01-10T09:30:00-05:00,2024-01-10T14:30:00+00:00,0,0,0,0,0,822690.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1564,NY,2024-01-17 09:30:00,501.0,12.75,False,2024-01-17T09:30:00-05:00,2024-01-17T14:30:00+00:00,0,0,0,0,0,812610.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1567,WEEKLY,2024-01-21 18:00:00,311.0,8.0,False,2024-01-21T18:00:00-05:00,2024-01-21T23:00:00+00:00,0,0,0,0,0,806340.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1575,NY,2024-01-26 09:30:00,511.0,13.0,False,2024-01-26T09:30:00-05:00,2024-01-26T14:30:00+00:00,0,0,0,0,0,799650.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1580,NY,2024-01-31 09:30:00,511.0,13.0,False,2024-01-31T09:30:00-05:00,2024-01-31T14:30:00+00:00,0,0,0,0,0,792450.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1584,NY,2024-02-02 09:30:00,511.0,13.0,False,2024-02-02T09:30:00-05:00,2024-02-02T14:30:00+00:00,0,0,0,0,0,789570.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1586,NY,2024-02-05 09:30:00,531.0,13.5,False,2024-02-05T09:30:00-05:00,2024-02-05T14:30:00+00:00,0,0,0,0,0,785250.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1592,NY,2024-02-12 09:30:00,531.0,13.5,False,2024-02-12T09:30:00-05:00,2024-02-12T14:30:00+00:00,0,0,0,0,0,775170.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1595,NY,2024-02-15 09:30:00,531.0,13.5,False,2024-02-15T09:30:00-05:00,2024-02-15T14:30:00+00:00,0,0,0,0,0,770850.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1602,NY,2024-02-21 09:30:00,511.0,13.0,False,2024-02-21T09:30:00-05:00,2024-02-21T14:30:00+00:00,0,0,0,0,0,762210.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1604,NY,2024-02-22 09:30:00,531.0,13.5,False,2024-02-22T09:30:00-05:00,2024-02-22T14:30:00+00:00,0,0,0,0,0,760770.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1610,NY,2024-02-28 09:30:00,531.0,13.5,False,2024-02-28T09:30:00-05:00,2024-02-28T14:30:00+00:00,0,0,0,0,0,752130.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1620,PREMIUM,2024-03-07 18:00:00,321.0,8.25,False,2024-03-07T18:00:00-05:00,2024-03-07T23:00:00+00:00,0,0,0,0,0,740100.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1622,WEEKLY,2024-03-10 18:00:00,321.0,8.25,False,2024-03-10T18:00:00-04:00,2024-03-10T22:00:00+00:00,0,0,0,0,0,735840.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1625,NY,2024-03-12 09:30:00,541.0,13.75,False,2024-03-12T09:30:00-04:00,2024-03-12T13:30:00+00:00,0,0,0,0,0,733470.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1629,NY,2024-03-15 09:30:00,531.0,13.5,False,2024-03-15T09:30:00-04:00,2024-03-15T13:30:00+00:00,0,0,0,0,0,729150.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1630,WEEKLY,2024-03-17 18:00:00,321.0,8.25,False,2024-03-17T18:00:00-04:00,2024-03-17T22:00:00+00:00,0,0,0,0,0,725760.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1661,NY,2024-04-16 09:30:00,531.0,13.5,False,2024-04-16T09:30:00-04:00,2024-04-16T13:30:00+00:00,0,0,0,0,0,683070.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1666,WEEKLY,2024-04-21 18:00:00,311.0,8.0,False,2024-04-21T18:00:00-04:00,2024-04-21T22:00:00+00:00,0,0,0,0,0,675360.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1667,NY,2024-04-22 09:30:00,511.0,13.0,False,2024-04-22T09:30:00-04:00,2024-04-22T13:30:00+00:00,0,0,0,0,0,674430.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1672,PREMIUM,2024-04-25 18:00:00,321.0,8.25,False,2024-04-25T18:00:00-04:00,2024-04-25T22:00:00+00:00,0,0,0,0,0,669600.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1678,NY,2024-05-01 09:30:00,511.0,13.0,False,2024-05-01T09:30:00-04:00,2024-05-01T13:30:00+00:00,0,0,0,0,0,661470.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1679,PREMIUM,2024-05-01 18:00:00,311.0,8.0,False,2024-05-01T18:00:00-04:00,2024-05-01T22:00:00+00:00,0,0,0,0,0,660960.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1680,NY,2024-05-02 09:30:00,511.0,13.0,False,2024-05-02T09:30:00-04:00,2024-05-02T13:30:00+00:00,0,0,0,0,0,660030.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1683,WEEKLY,2024-05-05 18:00:00,321.0,8.25,False,2024-05-05T18:00:00-04:00,2024-05-05T22:00:00+00:00,0,0,0,0,0,655200.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1695,WEEKLY,2024-05-19 18:00:00,331.0,8.5,False,2024-05-19T18:00:00-04:00,2024-05-19T22:00:00+00:00,0,0,0,0,0,635040.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1705,NY,2024-05-28 09:30:00,541.0,13.75,False,2024-05-28T09:30:00-04:00,2024-05-28T13:30:00+00:00,0,0,0,0,0,622590.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1726,WEEKLY,2024-06-16 18:00:00,351.0,9.0,False,2024-06-16T18:00:00-04:00,2024-06-16T22:00:00+00:00,0,0,0,0,0,594720.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1727,NY,2024-06-17 09:30:00,571.0,14.5,False,2024-06-17T09:30:00-04:00,2024-06-17T13:30:00+00:00,0,0,0,0,0,593790.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1732,WEEKLY,2024-06-23 18:00:00,351.0,9.0,False,2024-06-23T18:00:00-04:00,2024-06-23T22:00:00+00:00,0,0,0,0,0,584640.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1737,WEAK,2024-06-26 18:00:00,175.5,9.0,False,2024-06-26T18:00:00-04:00,2024-06-26T22:00:00+00:00,0,0,0,0,0,580320.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1740,WEEKLY,2024-06-30 18:00:00,351.0,9.0,False,2024-06-30T18:00:00-04:00,2024-06-30T22:00:00+00:00,0,0,0,0,0,574560.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1744,NY,2024-07-03 09:30:00,571.0,14.5,False,2024-07-03T09:30:00-04:00,2024-07-03T13:30:00+00:00,0,0,0,0,0,570750.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1755,WEEKLY,2024-07-14 18:00:00,351.0,9.0,False,2024-07-14T18:00:00-04:00,2024-07-14T22:00:00+00:00,0,0,0,0,0,554400.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1762,WEEKLY,2024-07-21 18:00:00,351.0,9.0,False,2024-07-21T18:00:00-04:00,2024-07-21T22:00:00+00:00,0,0,0,0,0,544320.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1764,NY,2024-07-23 09:30:00,571.0,14.5,False,2024-07-23T09:30:00-04:00,2024-07-23T13:30:00+00:00,0,0,0,0,0,541950.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1775,NY,2024-07-31 09:30:00,551.0,14.0,False,2024-07-31T09:30:00-04:00,2024-07-31T13:30:00+00:00,0,0,0,0,0,530430.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1787,NY,2024-08-08 09:30:00,531.0,13.5,False,2024-08-08T09:30:00-04:00,2024-08-08T13:30:00+00:00,0,0,0,0,0,518910.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1788,NY,2024-08-09 09:30:00,541.0,13.75,False,2024-08-09T09:30:00-04:00,2024-08-09T13:30:00+00:00,0,0,0,0,0,517470.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1804,NY,2024-08-27 09:30:00,551.0,14.0,False,2024-08-27T09:30:00-04:00,2024-08-27T13:30:00+00:00,0,0,0,0,0,491550.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1808,NY,2024-08-30 09:30:00,551.0,14.0,False,2024-08-30T09:30:00-04:00,2024-08-30T13:30:00+00:00,0,0,0,0,0,487230.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
BUY,1809,WEEKLY,2024-09-01 18:00:00,341.0,8.75,False,2024-09-01T18:00:00-04:00,2024-09-01T22:00:00+00:00,0,0,0,0,0,483840.0,C:\FLIP_FLOP_HQ\01_INBOX\market_data\raw\BLOCK_2025_08_03_TO_08_15\EXTRACTED_78af6a3aea7e\glbx-mdp3-20250803.tbbo.dbn.zst,2025-08-03 22:00:00+00:00,2025-08-03 23:59:58.554857505+00:00
