trade_number,entry_time,route_class,q,label,buy_net,sell_net,pair_net,action,prob_buy,prob_sell,expected_buy,expected_sell,rf_action,static_action,month,probability_margin,chosen_expected_edge,rf_net_0t,static_net_0t,delta_rf_minus_static_0t,rf_net_1t,static_net_1t,delta_rf_minus_static_1t,rf_net_2t,static_net_2t,delta_rf_minus_static_2t,rf_net_4t,static_net_4t,delta_rf_minus_static_4t,relationship,rf_outcome,static_outcome,rf_label_match,static_label_match
2398,2026-02-23 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2932478924033146,0.3058614447720432,143.34104575828712,152.04439689270984,SELL,SELL,2026-02,0.012613552368728576,152.04439689270984,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2399,2026-02-24 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,SELL,0.2869054130877336,0.3663843318168934,138.96473503053625,193.80518895365643,SELL,SELL,2026-02,0.0794789187291598,193.80518895365643,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2400,2026-02-25 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3089395820505657,0.2344709219181935,154.1683116148904,102.78493612355352,BUY,SELL,2026-02,0.07446866013237222,154.1683116148904,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2401,2026-02-25 18:00:00,WEEKDAY_PREMIUM,2.0,SELL,-59.0,391.0,332.0,SELL,0.2696617831972001,0.3297619473561509,62.34780243874004,89.3928763102679,SELL,BUY,2026-02,0.06010016415895081,89.3928763102679,391.0,-59.0,450.0,381.0,-69.0,450.0,371.0,-79.0,450.0,351.0,-99.0,450.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2402,2026-02-26 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.2888345893615973,0.2936073733414293,140.29586665950214,143.5890876055862,SELL,SELL,2026-02,0.004772783979831996,143.5890876055862,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2403,2026-02-26 18:00:00,WEEKDAY_PREMIUM,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2984110806742879,0.3440855853838361,75.28498630342958,95.83851342272624,SELL,BUY,2026-02,0.0456745047095482,95.83851342272624,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2404,2026-02-27 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.3449717652891643,0.3808997836220688,179.03051804952335,203.82085069922752,SELL,SELL,2026-02,0.03592801833290449,203.82085069922752,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2405,2026-03-01 18:00:00,WEEKLY,2.0,SELL,-59.0,391.0,332.0,SELL,0.2976320169392797,0.4733902674413365,74.93440762267589,154.02562034860142,SELL,BUY,2026-03,0.1757582505020568,154.02562034860142,391.0,-59.0,450.0,381.0,-69.0,450.0,371.0,-79.0,450.0,351.0,-99.0,450.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2406,2026-03-02 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3787653782181081,0.3368515859933397,202.3481109704946,173.42759433540442,BUY,SELL,2026-03,0.041913792224768376,202.3481109704946,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2407,2026-03-02 18:00:00,WEEKDAY_WEAK,1.0,SKIP,-29.5,-29.5,-59.0,SKIP,0.2590435899811762,0.3322275186720054,28.78480774576465,45.25119170120122,SKIP,SELL,2026-03,0.07318392869082918,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,True,False
2408,2026-03-03 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.4078844000649876,0.3634148584900611,222.44023604484147,191.7562523581422,BUY,SELL,2026-03,0.0444695415749265,222.44023604484147,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2409,2026-03-03 18:00:00,WEEKDAY_PREMIUM,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2988499069462539,0.4018129935419188,75.48245812581425,121.81584709386344,SELL,BUY,2026-03,0.10296308659566489,121.81584709386344,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2410,2026-03-04 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.3145184857716711,0.3500902402585515,158.01775518245304,182.56226577840056,SELL,SELL,2026-03,0.035571754486880436,182.56226577840056,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2411,2026-03-05 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.3051042422288145,0.3419618131028375,151.52192713788202,176.95365104095788,SELL,SELL,2026-03,0.03685757087402303,176.95365104095788,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2412,2026-03-06 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.3384864719799097,0.3984445629164153,174.5556656661377,215.9267484123266,SELL,SELL,2026-03,0.05995809093650556,215.9267484123266,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2413,2026-03-08 18:00:00,WEEKLY,2.0,BUY,391.0,-59.0,332.0,BUY,0.442263029782885,0.3445462849515756,140.0183634022983,96.045828228209,BUY,BUY,2026-03,0.09771674483130943,140.0183634022983,391.0,391.0,0.0,381.0,381.0,0.0,371.0,371.0,0.0,351.0,351.0,0.0,SAME_ACTION,WIN,WIN,True,True
2414,2026-03-09 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3927977222624695,0.324768886402762,212.030428361104,165.09053161790578,BUY,SELL,2026-03,0.06802883585970748,212.030428361104,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2415,2026-03-09 18:00:00,WEEKDAY_WEAK,1.0,SELL,-29.5,195.5,166.0,SKIP,0.2790307828650449,0.3756129814695281,33.28192614463511,55.01292083064382,SKIP,SELL,2026-03,0.0965821986044832,0.0,0.0,195.5,-195.5,0.0,190.5,-190.5,0.0,185.5,-185.5,0.0,175.5,-175.5,RF_SKIP_STATIC_TRADE,SKIP,WIN,False,True
2416,2026-03-10 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.330534297220722,0.306386854111315,169.0686650822982,152.40692933680737,BUY,SELL,2026-03,0.024147443109406974,169.0686650822982,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2417,2026-03-10 18:00:00,WEEKDAY_WEAK,1.0,SKIP,-29.5,-29.5,-59.0,SKIP,0.2740969771569022,0.2717599466622405,32.171819860303,31.64598799900413,SKIP,SELL,2026-03,0.0023370304946616627,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,True,False
2418,2026-03-11 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,SELL,0.3013783767390691,0.3317404838027897,148.95107994995766,169.9009338239249,SELL,SELL,2026-03,0.03036210706372061,169.9009338239249,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2419,2026-03-12 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.3179349611269902,0.3634306728285499,160.3751231776233,191.76716425169948,SELL,SELL,2026-03,0.04549571170155969,191.76716425169948,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2420,2026-03-12 18:00:00,WEEKDAY_WEAK,1.0,BUY,195.5,-29.5,166.0,SKIP,0.3266177817728082,0.3189113252172669,43.989000898881855,42.255048173885065,SKIP,SELL,2026-03,0.007706456555541308,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,False,False
2421,2026-03-13 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3990220241289883,0.3083075840989069,216.32519664900195,153.7322330282458,BUY,SELL,2026-03,0.09071444003008139,216.32519664900195,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2422,2026-03-15 18:00:00,WEEKLY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.3646707140322223,0.4465793611166387,105.10182131450006,141.96071250248744,SELL,BUY,2026-03,0.08190864708441642,141.96071250248744,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2423,2026-03-16 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.2793868947544658,0.2849749800560638,133.77695738058142,137.632736238684,SELL,SELL,2026-03,0.005588085301597989,137.632736238684,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2424,2026-03-17 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.3071034777714981,0.2707030650807548,152.9013996623337,127.7851149057208,BUY,SELL,2026-03,0.03640041269074329,152.9013996623337,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2425,2026-03-18 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.280109288130498,0.3439103480028824,134.27540881004364,178.2981401219889,SELL,SELL,2026-03,0.06380105987238438,178.2981401219889,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2426,2026-03-18 18:00:00,WEEKDAY_WEAK,1.0,SKIP,-29.5,-29.5,-59.0,SKIP,0.3015018706698686,0.3732275019704007,38.337920900720434,54.476187943340165,SKIP,SELL,2026-03,0.07172563130053211,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,True,False
2427,2026-03-19 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.3236747556564913,0.4003963125963818,164.33558140297902,217.27345569150344,SELL,SELL,2026-03,0.07672155693989052,217.27345569150344,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2428,2026-03-20 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.3101093813048868,0.3694698491712718,154.97547310037194,195.93419592817756,SELL,SELL,2026-03,0.05936046786638499,195.93419592817756,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2429,2026-03-22 18:00:00,WEEKLY,2.0,SELL,-59.0,391.0,332.0,BUY,0.4127332211323232,0.4002365318226756,126.72994950954543,121.10643932020402,BUY,BUY,2026-03,0.01249668930964759,126.72994950954543,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2430,2026-03-23 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.3957360935363148,0.327661729210603,214.0579045400572,167.08659315531605,BUY,SELL,2026-03,0.06807436432571179,214.0579045400572,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2431,2026-03-23 18:00:00,WEEKDAY_WEAK,1.0,SKIP,-29.5,-29.5,-59.0,SKIP,0.3298389675986006,0.32932001153348,44.71376770968514,44.59700259503302,SKIP,SELL,2026-03,0.0005189560651205904,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,True,False
2432,2026-03-24 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.3199690370524821,0.404437016652643,161.77863556621264,220.06154149032363,SELL,SELL,2026-03,0.08446797960016089,220.06154149032363,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2433,2026-03-24 18:00:00,WEEKDAY_PREMIUM,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.3487182578180424,0.3988343050383946,97.92321601811908,120.47543726727756,SELL,BUY,2026-03,0.05011604722035223,120.47543726727756,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2434,2026-03-25 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3548443181864327,0.3029387036942141,185.84257954863855,150.02770554900778,BUY,SELL,2026-03,0.05190561449221859,185.84257954863855,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2435,2026-03-26 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.3413240490759947,0.3705912041160472,176.51359386243632,196.70793084007252,SELL,SELL,2026-03,0.029267155040052506,196.70793084007252,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2436,2026-03-26 18:00:00,WEEKDAY_PREMIUM,2.0,BUY,391.0,-59.0,332.0,BUY,0.4080501434192135,0.3619877984481464,124.62256453864606,103.89450930166588,BUY,BUY,2026-03,0.04606234497106709,124.62256453864606,391.0,391.0,0.0,381.0,381.0,0.0,371.0,371.0,0.0,351.0,351.0,0.0,SAME_ACTION,WIN,WIN,True,True
2437,2026-03-27 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.3767223479898847,0.3882922068741274,200.93842011302044,208.9216227431479,SELL,SELL,2026-03,0.011569858884242723,208.9216227431479,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2438,2026-03-29 18:00:00,WEEKLY,2.0,SELL,-59.0,391.0,332.0,BUY,0.4271683519137774,0.3992335041426572,133.22575836119984,120.65507686419576,BUY,BUY,2026-03,0.027934847771120208,133.22575836119984,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2439,2026-03-30 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,SELL,0.2977020603427034,0.3509557171145344,146.4144216364654,183.1594448090288,SELL,SELL,2026-03,0.05325365677183097,183.1594448090288,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2440,2026-03-31 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2898169687780741,0.3927717439448663,140.97370845687115,212.01250332195772,SELL,SELL,2026-03,0.10295477516679219,212.01250332195772,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2441,2026-03-31 18:00:00,WEEKDAY_WEAK,1.0,SKIP,-29.5,-29.5,-59.0,SKIP,0.3400313311818426,0.3295788818009649,47.00704951591459,44.65524840521709,SKIP,SELL,2026-03,0.010452449380877693,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,True,False
2442,2026-04-01 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.322284788666881,0.3393621921355587,163.3765041801479,175.1599125735355,SELL,SELL,2026-04,0.0170774034686777,175.1599125735355,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2443,2026-04-02 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3508590236089068,0.3006366790853554,183.0927262901457,148.43930856889523,BUY,SELL,2026-04,0.0502223445235514,183.0927262901457,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2444,2026-04-05 18:00:00,WEEKLY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.3784732628326372,0.4003771036641433,111.31296827468675,121.16969664886452,SELL,BUY,2026-04,0.021903840831506094,121.16969664886452,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2445,2026-04-06 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2406721386664571,0.2801867301083718,107.06377567985542,134.32884377477654,SELL,SELL,2026-04,0.039514591441914715,134.32884377477654,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2446,2026-04-07 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.2875719296520642,0.2849347500664169,139.42463145992429,137.6049775458277,BUY,SELL,2026-04,0.002637179585647298,139.42463145992429,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2447,2026-04-07 18:00:00,WEEKDAY_WEAK,1.0,SELL,-29.5,195.5,166.0,SKIP,0.2427300815341351,0.3560497150477626,25.114268345180403,50.61118588574659,SKIP,SELL,2026-04,0.1133196335136275,0.0,0.0,195.5,-195.5,0.0,190.5,-190.5,0.0,185.5,-185.5,0.0,175.5,-175.5,RF_SKIP_STATIC_TRADE,SKIP,WIN,False,True
2448,2026-04-08 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.3647860218603658,0.2310852005916543,192.70235508365244,100.44878840824153,BUY,SELL,2026-04,0.1337008212687115,192.70235508365244,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2449,2026-04-09 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.3148947867000978,0.2206432993057285,158.27740282306752,93.24387652095268,BUY,SELL,2026-04,0.09425148739436928,158.27740282306752,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2450,2026-04-10 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.2779369653187215,0.2503806272269136,132.77650606991787,113.76263278657038,BUY,SELL,2026-04,0.027556338091807853,132.77650606991787,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2451,2026-04-12 18:00:00,WEEKLY,2.0,BUY,391.0,-59.0,332.0,BUY,0.5275279784612843,0.2278913152737941,178.38759030757794,43.551091873207376,BUY,BUY,2026-04,0.29963666318749016,178.38759030757794,391.0,391.0,0.0,381.0,381.0,0.0,371.0,371.0,0.0,351.0,351.0,0.0,SAME_ACTION,WIN,WIN,True,True
2452,2026-04-13 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,SELL,0.2403964785514805,0.3246830224021554,106.87357020052156,165.0312854574873,SELL,SELL,2026-04,0.08428654385067491,165.0312854574873,631.0,631.0,0.0,621.0,621.0,0.0,611.0,611.0,0.0,591.0,591.0,0.0,SAME_ACTION,WIN,WIN,True,True
2453,2026-04-13 18:00:00,WEEKDAY_PREMIUM,2.0,SELL,-59.0,391.0,332.0,SELL,0.2441916030079883,0.3045131753742923,50.88622135359477,78.03092891843156,SELL,BUY,2026-04,0.06032157236630398,78.03092891843156,391.0,-59.0,450.0,381.0,-69.0,450.0,371.0,-79.0,450.0,351.0,-99.0,450.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2454,2026-04-14 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,SELL,0.2543393168408255,0.2639658892253145,116.4941286201696,123.13646356546704,SELL,SELL,2026-04,0.009626572384488996,123.13646356546704,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2455,2026-04-15 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.2892345326111445,0.2233507004113938,140.57182750168977,95.11198328386176,BUY,SELL,2026-04,0.06588383219975072,140.57182750168977,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2456,2026-04-16 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3600923157399919,0.1799112442337703,189.46369786059444,65.13875852130155,BUY,SELL,2026-04,0.1801810715062216,189.46369786059444,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2457,2026-04-17 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.3473605520012093,0.3289735715337991,180.67878088083447,167.99176435832135,BUY,SELL,2026-04,0.01838698046741022,180.67878088083447,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2458,2026-04-19 18:00:00,WEEKLY,2.0,BUY,391.0,-59.0,332.0,BUY,0.5282158895981793,0.2380080883173165,178.6971503191807,48.103639742792446,BUY,BUY,2026-04,0.2902078012808628,178.6971503191807,391.0,391.0,0.0,381.0,381.0,0.0,371.0,371.0,0.0,351.0,351.0,0.0,SAME_ACTION,WIN,WIN,True,True
2459,2026-04-20 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.2697830755039628,0.2686321262791947,127.15032209773432,126.35616713264434,BUY,SELL,2026-04,0.0011509492247681052,127.15032209773432,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
2460,2026-04-20 18:00:00,WEEKDAY_WEAK,1.0,SELL,-29.5,195.5,166.0,SKIP,0.2288038222766309,0.3390606733666493,21.98086001224196,46.7886515074961,SKIP,SELL,2026-04,0.1102568510900184,0.0,0.0,195.5,-195.5,0.0,190.5,-190.5,0.0,185.5,-185.5,0.0,175.5,-175.5,RF_SKIP_STATIC_TRADE,SKIP,WIN,False,True
2461,2026-04-21 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,SELL,0.222205448220896,0.2884017309871007,94.32175927241823,139.99719438109946,SELL,SELL,2026-04,0.0661962827662047,139.99719438109946,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2462,2026-04-21 18:00:00,WEEKDAY_PREMIUM,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2555869068554396,0.40358145395929,56.01410808494782,122.6116542816805,SELL,BUY,2026-04,0.1479945471038504,122.6116542816805,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2463,2026-04-22 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,BUY,0.3277882935402094,0.219209449873412,167.17392254274452,92.25452041265432,BUY,SELL,2026-04,0.10857884366679738,167.17392254274452,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,OPPOSITE_DIRECTION,LOSS,LOSS,False,False
2464,2026-04-22 18:00:00,WEEKDAY_WEAK,1.0,SKIP,-29.5,-29.5,-59.0,SKIP,0.2585953509506726,0.3388028462652362,28.68395396390135,46.73064040967816,SKIP,SELL,2026-04,0.08020749531456361,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,True,False
2465,2026-04-23 09:30:00,NY,2.0,SKIP,-59.0,-59.0,-118.0,SELL,0.2329422477278227,0.2863716282239115,101.73015093219766,138.59642347449892,SELL,SELL,2026-04,0.05342938049608878,138.59642347449892,-59.0,-59.0,0.0,-69.0,-69.0,0.0,-79.0,-79.0,0.0,-99.0,-99.0,0.0,SAME_ACTION,LOSS,LOSS,False,False
2466,2026-04-23 18:00:00,WEEKDAY_WEAK,1.0,BUY,195.5,-29.5,166.0,SKIP,0.2488930126270312,0.3435906069510212,26.500927841082028,47.80788656397978,SKIP,SELL,2026-04,0.09469759432399003,0.0,0.0,-29.5,29.5,0.0,-34.5,34.5,0.0,-39.5,39.5,0.0,-49.5,49.5,RF_SKIP_STATIC_TRADE,SKIP,LOSS,False,False
2467,2026-04-24 09:30:00,NY,2.0,SELL,-59.0,631.0,572.0,BUY,0.2819916980676644,0.2685034030152409,135.57427166668847,126.2673480805162,BUY,SELL,2026-04,0.013488295052423493,135.57427166668847,-59.0,631.0,-690.0,-69.0,621.0,-690.0,-79.0,611.0,-690.0,-99.0,591.0,-690.0,OPPOSITE_DIRECTION,LOSS,WIN,False,True
2468,2026-04-26 18:00:00,WEEKLY,2.0,BUY,391.0,-59.0,332.0,BUY,0.4842690193110467,0.262224426965393,158.92105868997103,59.000992134426845,BUY,BUY,2026-04,0.2220445923456537,158.92105868997103,391.0,391.0,0.0,381.0,381.0,0.0,371.0,371.0,0.0,351.0,351.0,0.0,SAME_ACTION,WIN,WIN,True,True
2469,2026-04-27 09:30:00,NY,2.0,BUY,631.0,-59.0,572.0,BUY,0.3018519227633178,0.257098126218383,149.2778267066893,118.39770709068428,BUY,SELL,2026-04,0.044753796544934776,149.2778267066893,631.0,-59.0,690.0,621.0,-69.0,690.0,611.0,-79.0,690.0,591.0,-99.0,690.0,OPPOSITE_DIRECTION,WIN,LOSS,True,False
